,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Stock Material or Miscellaneous Articles,Organic Compounds (includes Classes 532-570),"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Adhesive Bonding and Miscellaneous Chemical Manufacture,Electric Heating,Plastic and Nonmetallic Article Shaping or Treating: Processes,Metal Working,Surgery (Medicators and Receptors),Power Plants,Measuring and Testing,"Static Structures (e.g., Buildings)","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Fluid Handling,Surgery (includes Class 600),Glass Manufacturing,Coating Processes,Surgery (instruments),"Brushing, Scrubbing, and General Cleaning",Land Vehicles,Plastic Article or Earthenware Shaping or Treating: Apparatus,"Food or Edible Material: Processes, Compositions, and Products",Dispensing (apparatus and process),Metal Deforming,Special Receptacle or Package,Electricity: Measuring and Testing,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Illumination,Communications: Electrical,Radiant Energy,Resilient Tires and Wheels,Liquid Purification or Separation,Refrigeration,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Fluid Sprinkling, Spraying, and Diffusing",Material or Article Handling,Receptacles,Electrical Connectors,"Supports (e.g., for holding articles, etc.)",Chemistry: Molecular Biology and Microbiology,Rotary Kinetic Fluid Motors or Pumps,Electric Lamp and Discharge Devices,Brakes,Conveyors: Power-Driven,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Machine Element or Mechanism,Pumps,Chemistry of Inorganic Compounds,Electrical Generator or Motor Structure,Metal Founding,Compositions,Pipe Joints or Couplings,Chemistry: Electrical and Wave Energy,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Package Making,Abrading,Metal Treatment,DP: Generic Control Systems or Specific Applications (Data Processing),"Fluid Reaction Surfaces (i.e., Impellers)",Clutches and Power-Stop Control,Cutting,Electricity: Electrical Systems and Devices,Games Using Tangible Projectile,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Electricity: Motive Power Systems,Compositions: Coating or Plastic,"Winding, Tensioning, or Guiding",Land Vehicles: Bodies and Tops,Beds,Chairs and Seats,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Bottles and Jars,Optics: Measuring and Testing,Printing,Elongated-Member-Driving Apparatus,Motor Vehicles,Paper Making and Fiber Liberation,Electricity: Conductors and Insulators,Electric Lamp and Discharge Devices: Systems,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Apparel,Internal-Combustion Engines,Geometrical Instruments,Coating Apparatus,Bearings,Stoves and Furnaces,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Supports: Racks,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Cleaning and Liquid Contact with Solids,Aeronautics and Astronautics,Heat Exchange,Electricity: Circuit Makers and Breakers,Valves and Valve Actuation,Optical: Systems and Elements,"Envelopes, Wrappers, and Paperboard Boxes",Solid Material Comminution or Disintegration,Incremental Printing of Symbolic Information,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Compositions: Ceramic,Combustion,X-Ray or Gamma Ray Systems or Devices,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","DP: Measuring, Calibrating, or Testing (Data Processing)","Agitating (e.g., of articles and materials)",Pipes and Tubular Conduits,Joints and Connections,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Metal Fusion Bonding,Rotary Expansible Chamber Devices,"Card, Picture, or Sign Exhibiting","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener","Classifying, Separating, and Assorting Solids",Motors: Expansible Chamber Type,Fluid-Pressure and Analogous Brake Systems,Animal Husbandry,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Drying and Gas or Vapor Contact with Solids,Image Analysis,Hydraulic and Earth Engineering,Spring Devices,Supports: Cabinet Structure,Seal for a Joint or Juncture,Multiplex Communications,"Baths, Closets, Sinks, and Spittoons",Movable or Removable Closures,Telephonic Communications,Cutlery,Metallurgical Apparatus,Chemistry of Hydrocarbon Compounds,"Surgery: Light, Thermal, and Electrical Application",Electricity: Electrothermally or Thermally Actuated Switches,Heating,Music,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Foods and Beverages: Apparatus,Tools,Harvesters,Electrical Transmission or Interconnection Systems,"Fishing, Trapping, and Vermin Destroying",Computer Graphics Processing and Selective Visual Display Systems,Education and Demonstration,Amusement Devices: Games,"Road Structure, Process, or Apparatus",Communications: Radio Wave Antennas,Exercise Devices,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,DP: Database and File Management or Data Structures (Data Processing),Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Presses,Handling: Hand and Hoist-Line Implements,Liquid Heaters and Vaporizers,Cutting by Use of Rotating Axially Moving Tool,Telecommunications,Electric Power Conversion Systems,Amusement Devices: Toys,Thermal Measuring and Testing,"Buckles, Buttons, Clasps, Etc.","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Gas Separation,"Fire Escape, Ladder, or Scaffold","Turning (e.g., for metal working)",Optical Waveguides,Alloys or Metallic Compositions,Fuel and Related Compositions,Gas Separation: Apparatus,Closure Fasteners,Gas Separation: Processes,Ships,"Flexible or Portable Closure, Partition, or Panel","Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Locks,Article Dispensing,Sheet Feeding or Delivering,Weighing Scales,Horizontally Supported Planar Surfaces,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Semiconductor Device Manufacturing: Process,Acoustics,Expansible Chamber Devices,Chemistry: Analytical and Immunological Testing,Television,Implements or Apparatus for Applying Pushing or Pulling Force,Planetary Gear Transmission Systems or Components,"Gear Cutting, Milling, or Planing","Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)","Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Excavating,"Surgery: Splint, Brace, or Bandage",Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Railway Rolling Stock,Coating Implements with Material Supply,Industrial Electric Heating Furnaces,Furnaces,Static Molds,Powder Metallurgy Processes,Gas and Liquid Contact Apparatus,Textiles: Fluid Treating Apparatus,Pulse or Digital Communications,Dentistry,Land Vehicles: Wheels and Axles,Tool Driving or Impacting,Work Holders,"Liquid Crystal Cells, Elements and Systems",Package and Article Carriers,Facsimile and Static Presentation Processing,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Plant Husbandry,Typewriting Machines,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)","Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",Batteries: Thermoelectric and Photoelectric,Endless Belt Power Transmission Systems or Components,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Electric Resistance Heating Devices,Ventilation,Lubrication,Plant Protecting and Regulating Compositions,Advancing Material of Indeterminate Length,Electricity: Battery or Capacitor Charging or Discharging,Flexible Bags,Mechanical Guns and Projectors,Mining or In Situ Disintegration of Hard Material,Woodworking,Conveyors: Fluid Current,Electricity: Power Supply or Regulation Systems,Signals and Indicators,Boring or Penetrating the Earth,"Optics: Eye Examining, Vision Testing and Correcting",Automatic Temperature and Humidity Regulation,Chucks or Sockets,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Electric Lamp or Space Discharge Component or Device Manufacturing,Mineral Oils: Processes and Products,Railway Draft Appliances,Input/Output (Electrical Computers and Digital Data Processing Systems),Earth Working,Printed Matter,Freight Accommodation On Freight Carrier,"Boots, Shoes, and Leggings",Firearms,Error Detection/Correction and Fault Detection/Recovery,Toilet,"Abrasive Tool Making Process, Material, or Composition",Ammunition and Explosives,Electrical Audio Signal Processing Systems and Devices,Electrical Resistors,Static Information Storage and Retrieval,Railways,Support (Electrical Computers and Digital Processing Systems),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Ordnance,Coded Data Generation or Conversion,Coherent Light Generators,Amplifiers,Surgery: Kinesitherapy,Butchering,Prime-Mover Dynamo Plants,Severing by Tearing or Breaking,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Inductor Devices,Fences,Sewing,Deposit and Collection Receptacles,"Induced Nuclear Reactions: Processes, Systems, and Elements","Textiles: Spinning, Twisting, and Twining",Traversing Hoists,Etching a Substrate: Processes,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Wave Transmission Lines and Networks,Sheet-Material Associating,"Cutters, for Shaping","Interrelated Power Delivery Controls, Including Engine Control",Recorders,"Conveyors, Chutes, Skids, Guides, and Ways",Photocopying,DP: Artificial Intelligence (Data Processing),"Distillation: Processes, Separatory",Chemistry: Fertilizers,Electricity: Single Generator Systems,Undertaking,Optics: Image Projectors,Dynamic Magnetic Information Storage or Retrieval,Photography,Wheelwright Machines,Electrophotography,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Apparel Apparatus,Hazardous or Toxic Waste Destruction or Containment,Vehicle Fenders,"Safes, Bank Protection, or a Related Device","Books, Strips, and Leaves",Horology: Time Measuring Systems or Devices,"Tent, Canopy, Umbrella, or Cane",Oscillators,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Arithmetic Processing and Calculating (Electrical Computers),Information Security,Wireworking,Fire Extinguishers,Amusement Devices,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Marine Propulsion,"DP: Software Development, Installation, and Management (Data Processing)",Gas: Heating and Illuminating,Sheet Metal Container Making,Textiles: Ironing or Smoothing,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Explosive and Thermic Compositions or Charges,Railways: Surface Track,Wheel Substitutes for Land Vehicles,Binder Device Releasably Engaging Aperture or Notch of Sheet,Check-Actuated Control Mechanisms,"Communications, Electrical: Acoustic Wave Systems and Devices",Tobacco,Heating Systems,Tool Changing,"Buoys, Rafts, and Aquatic Devices",Amusement Devices: Games,"Metal Tools and Implements, Making",Bridges,Electricity: Motor Control Systems,Stone Working,Land Vehicles: Dumping,Optical Communications,Distillation: Apparatus,Dynamic Information Storage or Retrieval,Interactive Video Distribution Systems,Memory (Electrical Computers and Digital Processing Systems),Coin Handling,Planting,Merchandising,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Textiles: Weaving,Railway Switches and Signals,"Earth Boring, Well Treating, and Oil Field Chemistry",Compound Hand Tools,Electricity: Transmission To Vehicles,Perfume Compositions,Textiles: Manufacturing,Cryptography,Roll or Roller,"Purses, Wallets, and Protective Covers",Imperforate Bowl: Centrifugal Separators,"Superconductor Technology: Apparatus, Material, Process",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,"Distillation: Processes, Thermolytic",Boot and Shoe Making,Textiles: Fiber Preparation,Foundation Garments,"Books, Strips, and Leaves for Manifolding",Harness for Working Animal,"Textiles: Braiding, Netting, and Lace Making",Telegraphy,Wooden Receptacles,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)","Chain, Staple, and Horseshoe Making",Electronic Digital Logic Circuitry,Optics: Motion Pictures,Jewelry,Bookbinding: Process and Apparatus,Trunks and Hand-Carried Luggage,"Selective Cutting (e.g., Punching)",Friction Gear Transmission Systems or Components,Ammunition and Explosive-Charge Making,"Sugar, Starch, and Carbohydrates","Brush, Broom, and Mop Making",Crop Threshing or Separating,Textiles: Cloth Finishing,Chemistry of Carbon Compounds,Concentrating Evaporators,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Chemistry: Physical Processes,Farriery,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Modulators,Motion Video Signal Processing for Recording or Reproducing,"Combinatorial Chemistry Technology: Method, Library, Apparatus",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Leather Manufactures,Textiles: Knitting,Wire Fabrics and Structure,Electric Lamp and Discharge Devices: Consumable Electrodes,Demodulators,Unearthing Plants or Buried Objects,Knots and Knot Tying,Tuners,"Bee Culture (propagating, raising, caring for bees)",Railway Wheels and Axles,Wood Turning,Coopering,Track Sanders,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]","Motors: Spring, Weight, or Animal Powered",Type Casting,Mineral Oils: Apparatus,Railway Mail Delivery,Land Vehicles: Animal Draft Appliances,Dynamic Optical Information Storage or Retrieval
Ohio,1591,613,755,422,451,233,341,290,178,220,287,304,256,275,162,335,234,70,139,125,204,219,177,194,227,176,44,144,128,162,170,197,130,190,174,144,139,201,127,62,85,124,140,123,139,123,130,139,91,135,132,117,157,155,111,81,107,104,67,148,106,103,82,67,109,104,82,44,54,69,181,146,83,79,55,60,43,85,97,13,69,112,106,76,89,140,100,67,29,55,77,78,63,110,76,76,67,118,74,51,72,93,19,46,37,53,74,59,57,41,50,59,63,65,39,36,44,49,21,75,71,35,47,28,66,52,31,60,62,80,29,62,59,44,54,44,57,38,42,76,21,34,59,58,33,57,23,7,2,29,47,43,33,19,49,47,44,32,35,31,38,39,36,28,56,40,43,31,37,25,39,53,32,38,47,18,19,36,36,24,18,38,40,26,32,22,25,23,32,6,33,18,50,38,28,37,21,6,14,32,17,23,32,25,24,16,17,32,27,11,46,36,42,23,15,24,18,64,22,9,31,12,28,32,18,22,16,19,35,23,17,4,18,32,22,36,19,19,12,20,21,19,17,29,10,14,26,11,6,7,4,26,18,13,6,24,12,18,10,26,11,13,19,28,11,17,16,22,10,9,23,6,9,14,11,23,1,23,19,11,7,3,8,9,11,5,3,5,11,7,13,14,14,12,6,14,11,0,4,8,10,14,9,1,7,10,4,1,10,15,3,5,6,10,8,11,12,13,7,6,5,8,4,4,9,7,8,1,6,5,4,8,4,3,1,12,7,8,9,1,3,3,4,0,3,18,4,6,4,4,6,6,10,11,2,3,1,3,4,4,3,2,0,1,2,0,0,1,1,1,2,0,0,4,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
