,Stock Material or Miscellaneous Articles,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Power Plants,"Fluid Reaction Surfaces (i.e., Impellers)",Electricity: Electrical Systems and Devices,Adhesive Bonding and Miscellaneous Chemical Manufacture,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,"Winding, Tensioning, or Guiding","Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Textiles: Weaving,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Organic Compounds (includes Classes 532-570),Rotary Kinetic Fluid Motors or Pumps,Metal Working,Electric Heating,"Textiles: Spinning, Twisting, and Twining",Beds,Package Making,Plastic and Nonmetallic Article Shaping or Treating: Processes,Measuring and Testing,Coating Processes,"Static Structures (e.g., Buildings)",Special Receptacle or Package,Textiles: Fiber Preparation,Electricity: Measuring and Testing,Textiles: Manufacturing,Communications: Electrical,Surgery (Medicators and Receptors),Land Vehicles,Compositions: Coating or Plastic,Chemistry: Molecular Biology and Microbiology,Games Using Tangible Projectile,Liquid Purification or Separation,Fluid Handling,"Brushing, Scrubbing, and General Cleaning",Refrigeration,Paper Making and Fiber Liberation,Chucks or Sockets,"Supports (e.g., for holding articles, etc.)","Induced Nuclear Reactions: Processes, Systems, and Elements",Cutlery,Surgery (includes Class 600),Geometrical Instruments,Receptacles,"Food or Edible Material: Processes, Compositions, and Products",Exercise Devices,Illumination,"Fishing, Trapping, and Vermin Destroying",Resilient Tires and Wheels,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Internal-Combustion Engines,Electricity: Conductors and Insulators,Sewing,"Fluid Sprinkling, Spraying, and Diffusing",Textiles: Knitting,Material or Article Handling,Optical Waveguides,Plastic Article or Earthenware Shaping or Treating: Apparatus,Conveyors: Power-Driven,Apparel,Compositions,Dispensing (apparatus and process),DP: Generic Control Systems or Specific Applications (Data Processing),Chemistry of Inorganic Compounds,Surgery (instruments),Radiant Energy,Abrading,Textiles: Cloth Finishing,Electrical Connectors,Harvesters,Ships,"Baths, Closets, Sinks, and Spittoons",Cutting,Bearings,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Railways,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,"Envelopes, Wrappers, and Paperboard Boxes",Stoves and Furnaces,Foods and Beverages: Apparatus,Electrical Generator or Motor Structure,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions","DP: Measuring, Calibrating, or Testing (Data Processing)",Animal Husbandry,"Fire Escape, Ladder, or Scaffold",Chairs and Seats,Textiles: Fluid Treating Apparatus,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets","DP: Vehicles, Navigation, and Relative Location (Data Processing)",Supports: Cabinet Structure,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Drying and Gas or Vapor Contact with Solids,Electricity: Circuit Makers and Breakers,Handling: Hand and Hoist-Line Implements,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Coating Apparatus,Cutting by Use of Rotating Axially Moving Tool,Semiconductor Device Manufacturing: Process,Machine Element or Mechanism,Hydraulic and Earth Engineering,Pumps,Cleaning and Liquid Contact with Solids,Article Dispensing,Brakes,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Optics: Measuring and Testing,"Agitating (e.g., of articles and materials)",Seal for a Joint or Juncture,"Card, Picture, or Sign Exhibiting",Package and Article Carriers,Plant Husbandry,Tools,Amusement Devices: Games,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Printing,"Classifying, Separating, and Assorting Solids",Communications: Radio Wave Antennas,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Glass Manufacturing,Pipes and Tubular Conduits,Land Vehicles: Bodies and Tops,Metal Deforming,Supports: Racks,Locks,Music,Joints and Connections,Memory (Electrical Computers and Digital Processing Systems),Gas Separation: Processes,Metal Treatment,Fluid-Pressure and Analogous Brake Systems,Chemistry: Analytical and Immunological Testing,Woodworking,Metal Fusion Bonding,Prime-Mover Dynamo Plants,Flexible Bags,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Optical: Systems and Elements,"Surgery: Splint, Brace, or Bandage",Electricity: Motive Power Systems,Amusement Devices: Toys,DP: Database and File Management or Data Structures (Data Processing),Tool Driving or Impacting,Combustion,Firearms,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Implements or Apparatus for Applying Pushing or Pulling Force,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Education and Demonstration,Input/Output (Electrical Computers and Digital Data Processing Systems),Gas Separation,Chemistry: Electrical and Wave Energy,Image Analysis,Compositions: Ceramic,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Motor Vehicles,Television,Telephonic Communications,Error Detection/Correction and Fault Detection/Recovery,Closure Fasteners,Excavating,Presses,Heat Exchange,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Buckles, Buttons, Clasps, Etc.",Solid Material Comminution or Disintegration,Dentistry,"Buoys, Rafts, and Aquatic Devices","Boots, Shoes, and Leggings",Horizontally Supported Planar Surfaces,Liquid Heaters and Vaporizers,Metallurgical Apparatus,"Gear Cutting, Milling, or Planing",Pipe Joints or Couplings,Electrical Transmission or Interconnection Systems,Advancing Material of Indeterminate Length,Valves and Valve Actuation,"Road Structure, Process, or Apparatus",Signals and Indicators,Incremental Printing of Symbolic Information,Amusement Devices,Aeronautics and Astronautics,Gas and Liquid Contact Apparatus,Fire Extinguishers,Clutches and Power-Stop Control,Plant Protecting and Regulating Compositions,Movable or Removable Closures,Freight Accommodation On Freight Carrier,Support (Electrical Computers and Digital Processing Systems),Expansible Chamber Devices,"Tent, Canopy, Umbrella, or Cane",Thermal Measuring and Testing,Coating Implements with Material Supply,Hazardous or Toxic Waste Destruction or Containment,DP: Artificial Intelligence (Data Processing),Chemistry: Fertilizers,Metal Founding,Butchering,Ventilation,Amusement Devices: Games,"Surgery: Light, Thermal, and Electrical Application",Motors: Expansible Chamber Type,Gas Separation: Apparatus,Multiplex Communications,Marine Propulsion,Furnaces,Mechanical Guns and Projectors,Tobacco,Static Molds,Sheet Feeding or Delivering,Electric Resistance Heating Devices,Bridges,Ordnance,Toilet,Earth Working,Computer Graphics Processing and Selective Visual Display Systems,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","Turning (e.g., for metal working)",Planting,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor","Flexible or Portable Closure, Partition, or Panel",Spring Devices,Electricity: Battery or Capacitor Charging or Discharging,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Electric Power Conversion Systems,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Telecommunications,"DP: Software Development, Installation, and Management (Data Processing)",Boring or Penetrating the Earth,Acoustics,Heating,Endless Belt Power Transmission Systems or Components,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Information Security,Ammunition and Explosives,Mineral Oils: Processes and Products,Railway Draft Appliances,Etching a Substrate: Processes,Deposit and Collection Receptacles,Work Holders,Electric Lamp and Discharge Devices: Systems,Static Information Storage and Retrieval,Electrical Audio Signal Processing Systems and Devices,Planetary Gear Transmission Systems or Components,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Weighing Scales,Lubrication,Traversing Hoists,Bottles and Jars,Severing by Tearing or Breaking,Wave Transmission Lines and Networks,Coded Data Generation or Conversion,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Horology: Time Measuring Systems or Devices,Chemistry of Hydrocarbon Compounds,"Metal Tools and Implements, Making",X-Ray or Gamma Ray Systems or Devices,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Apparel Apparatus,Fences,Surgery: Kinesitherapy,Stone Working,Elongated-Member-Driving Apparatus,Railway Switches and Signals,Pulse or Digital Communications,Roll or Roller,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Interactive Video Distribution Systems,Fuel and Related Compositions,Electric Lamp and Discharge Devices,"Cutters, for Shaping",Rotary Expansible Chamber Devices,Gas: Heating and Illuminating,"Conveyors, Chutes, Skids, Guides, and Ways",Electrical Resistors,Recorders,"Optics: Eye Examining, Vision Testing and Correcting",Conveyors: Fluid Current,Foundation Garments,Undertaking,Wireworking,"Purses, Wallets, and Protective Covers",High-Voltage Switches with Arc Preventing or Extinguishing Devices,Electricity: Electrothermally or Thermally Actuated Switches,Coherent Light Generators,Photography,Powder Metallurgy Processes,Textiles: Ironing or Smoothing,Jewelry,"Textiles: Braiding, Netting, and Lace Making","Distillation: Processes, Separatory",Automatic Temperature and Humidity Regulation,Mining or In Situ Disintegration of Hard Material,Land Vehicles: Wheels and Axles,Electricity: Single Generator Systems,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Electricity: Motor Control Systems,"Earth Boring, Well Treating, and Oil Field Chemistry",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Compound Hand Tools,"Abrasive Tool Making Process, Material, or Composition",Railway Rolling Stock,"Safes, Bank Protection, or a Related Device",Sheet-Material Associating,"Books, Strips, and Leaves",Electricity: Power Supply or Regulation Systems,Facsimile and Static Presentation Processing,"Communications, Electrical: Acoustic Wave Systems and Devices",Dynamic Information Storage or Retrieval,Arithmetic Processing and Calculating (Electrical Computers),Harness for Working Animal,Ammunition and Explosive-Charge Making,Batteries: Thermoelectric and Photoelectric,Printed Matter,Inductor Devices,Typewriting Machines,Electric Lamp or Space Discharge Component or Device Manufacturing,"Interrelated Power Delivery Controls, Including Engine Control","Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,"Chain, Staple, and Horseshoe Making",Merchandising,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Electricity: Transmission To Vehicles,Check-Actuated Control Mechanisms,Distillation: Apparatus,Knots and Knot Tying,Optics: Image Projectors,Optical Communications,"Bee Culture (propagating, raising, caring for bees)",Boot and Shoe Making,Wheelwright Machines,Trunks and Hand-Carried Luggage,Heating Systems,Vehicle Fenders,Land Vehicles: Dumping,"Brush, Broom, and Mop Making",Wheel Substitutes for Land Vehicles,"Liquid Crystal Cells, Elements and Systems",Optics: Motion Pictures,Photocopying,Dynamic Magnetic Information Storage or Retrieval,Industrial Electric Heating Furnaces,Motion Video Signal Processing for Recording or Reproducing,"Books, Strips, and Leaves for Manifolding",Tool Changing,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Concentrating Evaporators,Farriery,Unearthing Plants or Buried Objects,Type Casting,"Distillation: Processes, Thermolytic",Wooden Receptacles,Whips and Whip Apparatus,"Selective Cutting (e.g., Punching)",Electronic Digital Logic Circuitry,Amplifiers,Oscillators,Tuners,Cryptography,Electrophotography,Binder Device Releasably Engaging Aperture or Notch of Sheet,Bookbinding: Process and Apparatus,Sheet Metal Container Making,Alloys or Metallic Compositions,Coin Handling,Crop Threshing or Separating,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Imperforate Bowl: Centrifugal Separators,"Superconductor Technology: Apparatus, Material, Process","Combinatorial Chemistry Technology: Method, Library, Apparatus","Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Dynamic Optical Information Storage or Retrieval,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]"
South Carolina,84,70,439,262,82,39,12,10,137,0,23,26,212,91,51,2,32,11,32,63,34,46,18,0,44,0,43,51,33,14,66,29,17,25,17,31,12,12,36,23,7,29,16,30,13,19,19,14,31,67,13,19,1,26,5,13,56,18,6,14,14,19,40,16,32,25,10,0,3,11,12,10,7,18,21,8,50,3,10,11,7,9,14,26,12,18,15,3,6,41,22,8,2,7,8,25,3,12,22,7,12,15,7,5,9,4,23,10,10,6,6,3,2,8,10,5,5,11,16,1,5,17,6,6,9,9,8,2,12,16,3,14,2,6,27,13,6,15,5,3,2,16,3,12,7,4,5,16,11,7,4,8,8,16,2,7,5,12,5,4,4,4,0,5,12,4,4,5,5,4,5,2,8,0,1,4,0,4,2,4,4,3,7,8,10,10,6,7,9,10,3,3,6,2,0,15,12,9,1,2,12,3,0,4,3,2,3,0,0,3,0,5,10,10,1,0,3,1,0,11,2,0,1,1,0,5,4,3,7,10,9,0,9,1,5,6,8,4,0,3,8,1,3,4,2,5,5,2,1,2,2,2,1,5,2,1,2,2,0,2,1,4,1,1,4,3,1,5,0,2,6,6,4,2,2,0,4,1,2,0,0,1,0,1,0,2,2,0,2,0,3,0,0,1,0,1,0,1,1,0,0,1,1,0,0,2,1,0,1,1,2,0,0,2,0,1,0,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
