,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Telecommunications,Multiplex Communications,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Stock Material or Miscellaneous Articles,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Measuring and Testing,Tobacco,Organic Compounds (includes Classes 532-570),Radiant Energy,Communications: Electrical,Surgery (includes Class 600),DP: Database and File Management or Data Structures (Data Processing),Chemistry: Molecular Biology and Microbiology,"Static Structures (e.g., Buildings)","Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Plastic and Nonmetallic Article Shaping or Treating: Processes,Telephonic Communications,Optics: Measuring and Testing,Electricity: Measuring and Testing,Liquid Purification or Separation,Aeronautics and Astronautics,Information Security,Metal Working,Image Analysis,Optical Waveguides,"Fluid Sprinkling, Spraying, and Diffusing",Optical: Systems and Elements,Special Receptacle or Package,Refrigeration,Electricity: Motive Power Systems,Television,Electricity: Electrical Systems and Devices,Internal-Combustion Engines,Pulse or Digital Communications,Adhesive Bonding and Miscellaneous Chemical Manufacture,Semiconductor Device Manufacturing: Process,Support (Electrical Computers and Digital Processing Systems),"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Fluid Handling,Surgery (instruments),Coating Processes,Ammunition and Explosives,Apparel,Land Vehicles,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)","Induced Nuclear Reactions: Processes, Systems, and Elements",Receptacles,Electrical Generator or Motor Structure,"Supports (e.g., for holding articles, etc.)",Games Using Tangible Projectile,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Ships,Power Plants,Surgery (Medicators and Receptors),Electric Heating,Geometrical Instruments,"DP: Measuring, Calibrating, or Testing (Data Processing)",Illumination,DP: Generic Control Systems or Specific Applications (Data Processing),Conveyors: Power-Driven,Education and Demonstration,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Computer Graphics Processing and Selective Visual Display Systems,Ordnance,"Food or Edible Material: Processes, Compositions, and Products",Electric Lamp and Discharge Devices: Systems,Electrical Connectors,Plastic Article or Earthenware Shaping or Treating: Apparatus,Electric Power Conversion Systems,Coherent Light Generators,"Optics: Eye Examining, Vision Testing and Correcting",Exercise Devices,Metal Deforming,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Chemistry of Inorganic Compounds,Error Detection/Correction and Fault Detection/Recovery,Paper Making and Fiber Liberation,Package Making,Material or Article Handling,Beds,Dispensing (apparatus and process),Hydraulic and Earth Engineering,Animal Husbandry,Communications: Radio Wave Antennas,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Amusement Devices: Games,Heat Exchange,"Winding, Tensioning, or Guiding","Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Envelopes, Wrappers, and Paperboard Boxes",Cutlery,"Brushing, Scrubbing, and General Cleaning",Firearms,DP: Artificial Intelligence (Data Processing),Chemistry: Analytical and Immunological Testing,Wave Transmission Lines and Networks,Locks,Stoves and Furnaces,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Static Information Storage and Retrieval,Interactive Video Distribution Systems,Cryptography,"Communications, Electrical: Acoustic Wave Systems and Devices","Card, Picture, or Sign Exhibiting",Compositions,Metal Treatment,Foods and Beverages: Apparatus,Chairs and Seats,Pumps,Chemistry: Electrical and Wave Energy,Electrical Transmission or Interconnection Systems,"Baths, Closets, Sinks, and Spittoons",Fuel and Related Compositions,"Classifying, Separating, and Assorting Solids",Handling: Hand and Hoist-Line Implements,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Cutting,Electric Lamp and Discharge Devices,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Fishing, Trapping, and Vermin Destroying",Electricity: Circuit Makers and Breakers,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Drying and Gas or Vapor Contact with Solids,Music,Electricity: Conductors and Insulators,Amusement Devices: Toys,Package and Article Carriers,Supports: Racks,Electrical Audio Signal Processing Systems and Devices,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Explosive and Thermic Compositions or Charges,Motor Vehicles,"Surgery: Splint, Brace, or Bandage","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","Boots, Shoes, and Leggings",Printing,Boring or Penetrating the Earth,"Agitating (e.g., of articles and materials)",Arithmetic Processing and Calculating (Electrical Computers),Valves and Valve Actuation,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Cleaning and Liquid Contact with Solids,Machine Element or Mechanism,Mechanical Guns and Projectors,Amplifiers,Abrading,Land Vehicles: Bodies and Tops,"DP: Software Development, Installation, and Management (Data Processing)","Textiles: Spinning, Twisting, and Twining",Optical Communications,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Coating Apparatus,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Fire Escape, Ladder, or Scaffold",Thermal Measuring and Testing,Gas Separation: Apparatus,Solid Material Comminution or Disintegration,Supports: Cabinet Structure,Electricity: Power Supply or Regulation Systems,Dentistry,Ventilation,Chemistry: Fertilizers,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Marine Propulsion,"Buckles, Buttons, Clasps, Etc.",Gas Separation: Processes,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Compositions: Coating or Plastic,Metal Fusion Bonding,Coded Data Generation or Conversion,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Pipe Joints or Couplings,Chemistry of Hydrocarbon Compounds,Input/Output (Electrical Computers and Digital Data Processing Systems),Harvesters,Article Dispensing,Oscillators,Typewriting Machines,Prime-Mover Dynamo Plants,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Joints and Connections,Brakes,Photography,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Surgery: Light, Thermal, and Electrical Application",Facsimile and Static Presentation Processing,"Fluid Reaction Surfaces (i.e., Impellers)",Inductor Devices,X-Ray or Gamma Ray Systems or Devices,Amusement Devices: Games,Textiles: Manufacturing,Metal Founding,Glass Manufacturing,Tools,Coating Implements with Material Supply,"Buoys, Rafts, and Aquatic Devices",Horizontally Supported Planar Surfaces,Signals and Indicators,Mining or In Situ Disintegration of Hard Material,Acoustics,Gas Separation,"Tent, Canopy, Umbrella, or Cane",Electricity: Battery or Capacitor Charging or Discharging,Closure Fasteners,Plant Husbandry,Bearings,Sewing,Toilet,Gas and Liquid Contact Apparatus,Photocopying,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Freight Accommodation On Freight Carrier,Pipes and Tubular Conduits,Textiles: Weaving,Electronic Digital Logic Circuitry,Horology: Time Measuring Systems or Devices,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),"Road Structure, Process, or Apparatus",Combustion,Movable or Removable Closures,Furnaces,Implements or Apparatus for Applying Pushing or Pulling Force,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Butchering,Mineral Oils: Processes and Products,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Woodworking,"Flexible or Portable Closure, Partition, or Panel",Flexible Bags,Railway Rolling Stock,Liquid Heaters and Vaporizers,Conveyors: Fluid Current,Rotary Expansible Chamber Devices,Compositions: Ceramic,Surgery: Kinesitherapy,Excavating,Etching a Substrate: Processes,Electricity: Single Generator Systems,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Resilient Tires and Wheels,Bottles and Jars,Rotary Kinetic Fluid Motors or Pumps,Tool Driving or Impacting,Presses,Memory (Electrical Computers and Digital Processing Systems),"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Earth Working,"Turning (e.g., for metal working)",Optics: Image Projectors,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Electric Resistance Heating Devices,Electric Lamp or Space Discharge Component or Device Manufacturing,Dynamic Magnetic Information Storage or Retrieval,Electrophotography,Cutting by Use of Rotating Axially Moving Tool,Batteries: Thermoelectric and Photoelectric,Seal for a Joint or Juncture,Plant Protecting and Regulating Compositions,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Check-Actuated Control Mechanisms,Apparel Apparatus,Deposit and Collection Receptacles,"Distillation: Processes, Separatory",Railway Switches and Signals,Static Molds,Printed Matter,Electrical Resistors,Alloys or Metallic Compositions,Textiles: Ironing or Smoothing,Automatic Temperature and Humidity Regulation,Work Holders,Sheet Feeding or Delivering,Hazardous or Toxic Waste Destruction or Containment,Elongated-Member-Driving Apparatus,Fences,Railways,Traversing Hoists,Modulators,Powder Metallurgy Processes,Textiles: Knitting,Expansible Chamber Devices,Distillation: Apparatus,Fluid-Pressure and Analogous Brake Systems,Electricity: Motor Control Systems,"Gear Cutting, Milling, or Planing",Bridges,Motors: Expansible Chamber Type,Weighing Scales,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Textiles: Fluid Treating Apparatus,Ammunition and Explosive-Charge Making,Fire Extinguishers,Spring Devices,"Liquid Crystal Cells, Elements and Systems",Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Telegraphy,Advancing Material of Indeterminate Length,Incremental Printing of Symbolic Information,Amusement Devices,Lubrication,Severing by Tearing or Breaking,"Purses, Wallets, and Protective Covers",Land Vehicles: Wheels and Axles,Recorders,Heating,Motion Video Signal Processing for Recording or Reproducing,Endless Belt Power Transmission Systems or Components,Compound Hand Tools,Textiles: Fiber Preparation,Clutches and Power-Stop Control,"Superconductor Technology: Apparatus, Material, Process",Binder Device Releasably Engaging Aperture or Notch of Sheet,Planetary Gear Transmission Systems or Components,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Jewelry,Electricity: Transmission To Vehicles,"Conveyors, Chutes, Skids, Guides, and Ways",Chucks or Sockets,Foundation Garments,Trunks and Hand-Carried Luggage,Heating Systems,Vehicle Fenders,Dynamic Information Storage or Retrieval,"Books, Strips, and Leaves",Electricity: Electrothermally or Thermally Actuated Switches,Sheet Metal Container Making,Gas: Heating and Illuminating,Harness for Working Animal,"Distillation: Processes, Thermolytic",Railways: Surface Track,Land Vehicles: Dumping,"Abrasive Tool Making Process, Material, or Composition","Safes, Bank Protection, or a Related Device","Sugar, Starch, and Carbohydrates",Wireworking,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Metallurgical Apparatus,Imperforate Bowl: Centrifugal Separators,"Combinatorial Chemistry Technology: Method, Library, Apparatus","Metal Tools and Implements, Making","Textiles: Braiding, Netting, and Lace Making",Planting,Merchandising,"Bee Culture (propagating, raising, caring for bees)","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Undertaking,Unearthing Plants or Buried Objects,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Sheet-Material Associating,Roll or Roller,Demodulators,Optics: Motion Pictures,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Wooden Receptacles,Track Sanders,Coin Handling,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Stone Working,Wheelwright Machines,Farriery,Friction Gear Transmission Systems or Components,Textiles: Cloth Finishing,Concentrating Evaporators,Railway Draft Appliances,Bookbinding: Process and Apparatus,Crop Threshing or Separating,Knots and Knot Tying,Wheel Substitutes for Land Vehicles,Tuners,"Cutters, for Shaping","Interrelated Power Delivery Controls, Including Engine Control",Tool Changing,Boot and Shoe Making,Chemistry: Physical Processes,"Chain, Staple, and Horseshoe Making",Mineral Oils: Apparatus,"Brush, Broom, and Mop Making",Industrial Electric Heating Furnaces,"Books, Strips, and Leaves for Manifolding","Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",Dynamic Optical Information Storage or Retrieval,Wood Turning,"Motors: Spring, Weight, or Animal Powered",Type Casting,"Selective Cutting (e.g., Punching)","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Perfume Compositions
Virginia,324,306,283,157,324,182,292,133,100,105,161,198,167,217,150,63,129,65,160,98,102,130,61,92,86,145,162,189,101,58,57,51,67,69,95,119,42,115,131,115,38,55,54,55,52,76,95,21,30,112,58,46,86,42,50,39,59,50,93,83,71,22,42,98,64,50,27,41,29,25,42,34,76,62,32,43,31,67,42,15,27,45,21,37,28,47,62,19,31,14,22,9,29,29,38,59,47,37,28,17,49,56,30,47,30,23,28,32,29,29,45,29,26,31,32,18,18,7,9,25,16,15,9,48,19,17,28,22,17,20,39,12,18,17,36,32,46,0,21,19,5,8,29,25,8,21,14,20,25,27,13,20,36,18,27,14,20,21,21,10,17,18,17,6,25,27,10,29,16,12,11,14,20,10,27,18,7,6,9,8,16,9,7,15,7,17,27,11,16,15,16,14,7,6,13,14,16,24,11,11,20,11,22,15,13,5,14,5,1,5,9,8,1,20,6,8,19,14,14,11,7,5,6,11,5,5,17,4,8,10,8,5,11,1,14,12,10,6,12,6,7,9,5,7,9,5,12,3,2,1,4,7,5,13,4,17,4,4,7,5,10,1,2,7,2,3,2,6,3,9,8,3,0,6,10,5,5,5,2,1,8,7,6,3,3,0,2,1,0,6,7,1,7,2,5,0,8,0,0,7,6,4,1,6,8,0,3,3,3,4,0,1,2,5,2,9,5,0,4,3,4,4,0,4,8,3,4,1,0,3,2,3,4,5,1,0,1,2,3,0,4,2,0,0,0,0,3,2,1,2,0,3,0,0,2,3,0,1,0,1,1,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
