,Incremental Printing of Symbolic Information,Semiconductor Device Manufacturing: Process,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Support (Electrical Computers and Digital Processing Systems),Multiplex Communications,Memory (Electrical Computers and Digital Processing Systems),Image Analysis,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Electricity: Measuring and Testing,"Boots, Shoes, and Leggings",Computer Graphics Processing and Selective Visual Display Systems,Input/Output (Electrical Computers and Digital Data Processing Systems),"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Error Detection/Correction and Fault Detection/Recovery,Static Information Storage and Retrieval,Television,Telecommunications,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Electricity: Electrical Systems and Devices,Land Vehicles,Surgery (includes Class 600),Communications: Electrical,Pulse or Digital Communications,Optical: Systems and Elements,Material or Article Handling,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Radiant Energy,"DP: Measuring, Calibrating, or Testing (Data Processing)",Cutting,Information Security,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,DP: Database and File Management or Data Structures (Data Processing),Chemistry: Molecular Biology and Microbiology,Facsimile and Static Presentation Processing,"Static Structures (e.g., Buildings)","Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Metal Working,Games Using Tangible Projectile,Electronic Digital Logic Circuitry,Exercise Devices,Amplifiers,Liquid Purification or Separation,Stock Material or Miscellaneous Articles,Apparel,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Electrical Connectors,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Supports (e.g., for holding articles, etc.)",Measuring and Testing,Compositions: Coating or Plastic,Organic Compounds (includes Classes 532-570),Optics: Measuring and Testing,Woodworking,Optics: Image Projectors,Conveyors: Power-Driven,Surgery (instruments),Adhesive Bonding and Miscellaneous Chemical Manufacture,Electric Lamp and Discharge Devices: Systems,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Electric Heating,Arithmetic Processing and Calculating (Electrical Computers),Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Abrading,Coded Data Generation or Conversion,Optical Waveguides,Fluid Handling,Cutlery,Cryptography,Special Receptacle or Package,"Classifying, Separating, and Assorting Solids",Solid Material Comminution or Disintegration,Electricity: Conductors and Insulators,Illumination,DP: Generic Control Systems or Specific Applications (Data Processing),Electricity: Power Supply or Regulation Systems,Dentistry,"DP: Software Development, Installation, and Management (Data Processing)","Brushing, Scrubbing, and General Cleaning",Telephonic Communications,Plastic and Nonmetallic Article Shaping or Treating: Processes,Coating Processes,"Fishing, Trapping, and Vermin Destroying",Synthetic Resins or Natural Rubbers (includes Classes 520-528),"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Motor Vehicles,Stoves and Furnaces,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Package and Article Carriers,Geometrical Instruments,Electric Lamp and Discharge Devices,"Surgery: Light, Thermal, and Electrical Application","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Firearms,Handling: Hand and Hoist-Line Implements,Excavating,"Fluid Sprinkling, Spraying, and Diffusing",Dispensing (apparatus and process),Land Vehicles: Bodies and Tops,Interactive Video Distribution Systems,Oscillators,Wave Transmission Lines and Networks,Surgery (Medicators and Receptors),Internal-Combustion Engines,Animal Husbandry,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Electrical Audio Signal Processing Systems and Devices,Implements or Apparatus for Applying Pushing or Pulling Force,Package Making,Coherent Light Generators,Beds,"Food or Edible Material: Processes, Compositions, and Products","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Electrical Transmission or Interconnection Systems,Mechanical Guns and Projectors,Ships,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Etching a Substrate: Processes,Amusement Devices: Games,Refrigeration,Cleaning and Liquid Contact with Solids,Education and Demonstration,"Buckles, Buttons, Clasps, Etc.","Winding, Tensioning, or Guiding","Optics: Eye Examining, Vision Testing and Correcting",Machine Element or Mechanism,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Power Plants,Chairs and Seats,"Liquid Crystal Cells, Elements and Systems",Drying and Gas or Vapor Contact with Solids,Electricity: Circuit Makers and Breakers,Tools,Chemistry: Electrical and Wave Energy,"Card, Picture, or Sign Exhibiting",Music,Supports: Racks,Foods and Beverages: Apparatus,Coating Apparatus,Amusement Devices: Games,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Plant Husbandry,Locks,Amusement Devices: Toys,Hydraulic and Earth Engineering,Receptacles,Plastic Article or Earthenware Shaping or Treating: Apparatus,"Metal Tools and Implements, Making",Electricity: Motive Power Systems,Electricity: Battery or Capacitor Charging or Discharging,"Surgery: Splint, Brace, or Bandage","Baths, Closets, Sinks, and Spittoons",Joints and Connections,Heat Exchange,Aeronautics and Astronautics,Electric Power Conversion Systems,Freight Accommodation On Freight Carrier,Harvesters,Electrical Generator or Motor Structure,Horology: Time Measuring Systems or Devices,Chemistry of Inorganic Compounds,Brakes,Typewriting Machines,Railway Rolling Stock,DP: Artificial Intelligence (Data Processing),Compound Hand Tools,Supports: Cabinet Structure,Rotary Kinetic Fluid Motors or Pumps,Pumps,Chemistry: Analytical and Immunological Testing,Metal Treatment,Sheet Feeding or Delivering,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Presses,Gas Separation: Apparatus,"Fire Escape, Ladder, or Scaffold",Earth Working,"Road Structure, Process, or Apparatus",Pipe Joints or Couplings,Closure Fasteners,Metal Deforming,Valves and Valve Actuation,Paper Making and Fiber Liberation,Work Holders,Gas Separation: Processes,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Optical Communications,Dynamic Information Storage or Retrieval,Photography,Boot and Shoe Making,Furnaces,Clutches and Power-Stop Control,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Ventilation,Weighing Scales,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Motors: Expansible Chamber Type,Photocopying,Surgery: Kinesitherapy,Movable or Removable Closures,Metal Founding,Metal Fusion Bonding,Communications: Radio Wave Antennas,Thermal Measuring and Testing,Printing,Compositions,Cutting by Use of Rotating Axially Moving Tool,"Buoys, Rafts, and Aquatic Devices","Tent, Canopy, Umbrella, or Cane","Agitating (e.g., of articles and materials)","Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Motion Video Signal Processing for Recording or Reproducing,Resilient Tires and Wheels,Boring or Penetrating the Earth,Elongated-Member-Driving Apparatus,X-Ray or Gamma Ray Systems or Devices,Gas: Heating and Illuminating,Ammunition and Explosives,Signals and Indicators,Prime-Mover Dynamo Plants,Electrical Resistors,Ordnance,Traversing Hoists,Electrophotography,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Flexible or Portable Closure, Partition, or Panel",Acoustics,Seal for a Joint or Juncture,Alloys or Metallic Compositions,Endless Belt Power Transmission Systems or Components,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Fences,"Fluid Reaction Surfaces (i.e., Impellers)",Coating Implements with Material Supply,Horizontally Supported Planar Surfaces,Pipes and Tubular Conduits,Land Vehicles: Wheels and Axles,Batteries: Thermoelectric and Photoelectric,Tool Driving or Impacting,Combustion,Butchering,"Turning (e.g., for metal working)",Article Dispensing,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle","Envelopes, Wrappers, and Paperboard Boxes","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener","Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Dynamic Magnetic Information Storage or Retrieval,Railways,Tobacco,Toilet,Automatic Temperature and Humidity Regulation,Railways: Surface Track,Inductor Devices,Railway Draft Appliances,Apparel Apparatus,Printed Matter,Powder Metallurgy Processes,Marine Propulsion,Compositions: Ceramic,Gas Separation,Textiles: Knitting,Expansible Chamber Devices,Stone Working,Static Molds,Spring Devices,Wheel Substitutes for Land Vehicles,Electric Resistance Heating Devices,Electric Lamp or Space Discharge Component or Device Manufacturing,Fuel and Related Compositions,Metallurgical Apparatus,Bearings,Recorders,Conveyors: Fluid Current,Amusement Devices,Foundation Garments,"Chain, Staple, and Horseshoe Making",Planting,Bottles and Jars,Electricity: Electrothermally or Thermally Actuated Switches,"Communications, Electrical: Acoustic Wave Systems and Devices","Induced Nuclear Reactions: Processes, Systems, and Elements","Gear Cutting, Milling, or Planing",Sewing,Liquid Heaters and Vaporizers,Fire Extinguishers,Telegraphy,Railway Switches and Signals,Gas and Liquid Contact Apparatus,Rotary Expansible Chamber Devices,Heating,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Ammunition and Explosive-Charge Making,Distillation: Apparatus,Severing by Tearing or Breaking,"Cutters, for Shaping","Abrasive Tool Making Process, Material, or Composition",Harness for Working Animal,Wireworking,Vehicle Fenders,Land Vehicles: Dumping,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Chemistry: Fertilizers,Fluid-Pressure and Analogous Brake Systems,Flexible Bags,Glass Manufacturing,Wooden Receptacles,Plant Protecting and Regulating Compositions,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,"Books, Strips, and Leaves",Crop Threshing or Separating,Imperforate Bowl: Centrifugal Separators,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Jewelry,Farriery,Check-Actuated Control Mechanisms,Deposit and Collection Receptacles,Mining or In Situ Disintegration of Hard Material,Industrial Electric Heating Furnaces,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Textiles: Ironing or Smoothing,Advancing Material of Indeterminate Length,Heating Systems,Electricity: Single Generator Systems,Planetary Gear Transmission Systems or Components,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",Hazardous or Toxic Waste Destruction or Containment,"Distillation: Processes, Separatory",Modulators,"Bee Culture (propagating, raising, caring for bees)",Bridges,Undertaking,"Textiles: Spinning, Twisting, and Twining",Lubrication,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Chucks or Sockets,Knots and Knot Tying,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Interrelated Power Delivery Controls, Including Engine Control",Dynamic Optical Information Storage or Retrieval,Wood Turning,Merchandising,Trunks and Hand-Carried Luggage,"Conveyors, Chutes, Skids, Guides, and Ways",Optics: Motion Pictures,Coin Handling,Textiles: Fiber Preparation,Textiles: Fluid Treating Apparatus,Wheelwright Machines,Sheet-Material Associating,Demodulators,"Combinatorial Chemistry Technology: Method, Library, Apparatus",Electricity: Transmission To Vehicles,"Distillation: Processes, Thermolytic",Binder Device Releasably Engaging Aperture or Notch of Sheet,Bookbinding: Process and Apparatus,Roll or Roller,Chemistry: Physical Processes,Textiles: Manufacturing,"Safes, Bank Protection, or a Related Device","Sugar, Starch, and Carbohydrates",Textiles: Weaving,"Purses, Wallets, and Protective Covers","Brush, Broom, and Mop Making","Books, Strips, and Leaves for Manifolding","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Chemistry of Hydrocarbon Compounds,Textiles: Cloth Finishing,Coopering,Explosive and Thermic Compositions or Charges,Concentrating Evaporators,Unearthing Plants or Buried Objects,"Motors: Spring, Weight, or Animal Powered",Mineral Oils: Processes and Products,Railway Mail Delivery,Railway Wheels and Axles,Electricity: Motor Control Systems,Sheet Metal Container Making,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Tool Changing,"Superconductor Technology: Apparatus, Material, Process","Earth Boring, Well Treating, and Oil Field Chemistry"
Oregon,4,4,6,0,4,1,2,0,35,14,9,1,42,3,3,24,3,10,10,90,35,24,2,13,82,1,20,4,64,0,0,0,9,2,47,5,16,18,0,12,20,37,24,13,0,14,0,28,42,4,13,14,43,1,29,13,53,42,5,11,8,0,28,5,0,33,24,0,20,24,32,9,6,0,5,29,0,36,12,25,10,31,14,4,35,59,1,19,24,22,6,0,11,35,11,52,27,18,0,5,15,15,16,15,7,10,24,7,1,13,25,4,9,21,16,0,1,0,6,11,13,13,27,1,22,0,3,21,4,0,22,31,13,6,11,18,10,17,15,14,6,5,14,23,10,15,15,24,11,3,5,12,18,12,7,14,6,24,1,3,8,11,0,5,0,5,9,3,7,1,10,11,18,15,4,15,19,10,12,14,22,13,14,15,2,8,2,0,2,8,0,19,6,4,5,11,3,10,1,3,5,4,4,3,2,3,2,7,2,6,7,7,0,8,3,12,6,2,4,6,3,6,2,15,0,2,8,6,5,9,4,0,3,3,3,5,4,4,1,5,9,7,3,5,5,6,2,6,3,4,6,3,1,7,0,4,6,2,4,4,2,3,0,8,2,6,2,6,6,3,1,3,4,3,4,4,0,4,4,2,1,3,0,2,3,4,6,0,3,3,3,4,3,3,3,3,4,1,1,3,3,0,1,1,1,0,4,2,0,3,0,3,5,3,0,0,0,1,3,3,6,2,1,5,2,4,0,0,0,2,0,1,1,2,0,4,3,1,1,1,3,0,1,0,0,0,4,0,0,2,1,0,1,0,3,2,1,2,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
