,Material or Article Handling,Earth Working,Motor Vehicles,Land Vehicles: Bodies and Tops,Land Vehicles,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Harvesters,Excavating,Planting,"Fishing, Trapping, and Vermin Destroying",DP: Database and File Management or Data Structures (Data Processing),Communications: Electrical,Synthetic Resins or Natural Rubbers (includes Classes 520-528),"Static Structures (e.g., Buildings)",Conveyors: Power-Driven,Solid Material Comminution or Disintegration,"Supports (e.g., for holding articles, etc.)","Winding, Tensioning, or Guiding",Organic Compounds (includes Classes 532-570),Wheel Substitutes for Land Vehicles,Metal Working,"Fluid Sprinkling, Spraying, and Diffusing","Brushing, Scrubbing, and General Cleaning",Liquid Purification or Separation,Electric Heating,Implements or Apparatus for Applying Pushing or Pulling Force,"Food or Edible Material: Processes, Compositions, and Products",Power Plants,Electricity: Motive Power Systems,Freight Accommodation On Freight Carrier,Measuring and Testing,Machine Element or Mechanism,Animal Husbandry,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Games Using Tangible Projectile,Tools,"Classifying, Separating, and Assorting Solids",Dispensing (apparatus and process),Exercise Devices,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Geometrical Instruments,"Fire Escape, Ladder, or Scaffold",DP: Generic Control Systems or Specific Applications (Data Processing),Ships,Stoves and Furnaces,Fluid Handling,"Road Structure, Process, or Apparatus",Internal-Combustion Engines,Unearthing Plants or Buried Objects,Chemistry of Inorganic Compounds,Stock Material or Miscellaneous Articles,"Baths, Closets, Sinks, and Spittoons",Aeronautics and Astronautics,Electricity: Electrical Systems and Devices,"Agitating (e.g., of articles and materials)",Joints and Connections,"DP: Measuring, Calibrating, or Testing (Data Processing)",Apparel,Electricity: Measuring and Testing,Electrical Connectors,Cutlery,"Card, Picture, or Sign Exhibiting",Pumps,Chemistry: Molecular Biology and Microbiology,Crop Threshing or Separating,Beds,Motors: Expansible Chamber Type,Package and Article Carriers,Radiant Energy,Amusement Devices: Games,Handling: Hand and Hoist-Line Implements,Support (Electrical Computers and Digital Processing Systems),Special Receptacle or Package,Supports: Racks,Valves and Valve Actuation,Seal for a Joint or Juncture,Education and Demonstration,Abrading,Movable or Removable Closures,Gas Separation: Processes,Foods and Beverages: Apparatus,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Receptacles,Land Vehicles: Dumping,Optics: Measuring and Testing,Plastic Article or Earthenware Shaping or Treating: Apparatus,Drying and Gas or Vapor Contact with Solids,Fuel and Related Compositions,Plant Husbandry,Cutting,Expansible Chamber Devices,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Wheelwright Machines,Surgery (instruments),"Boots, Shoes, and Leggings",Firearms,Furnaces,Cleaning and Liquid Contact with Solids,Lubrication,Distillation: Apparatus,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Illumination,Metal Deforming,Music,Ordnance,Presses,Coating Apparatus,Surgery (includes Class 600),Adhesive Bonding and Miscellaneous Chemical Manufacture,Boring or Penetrating the Earth,Dynamic Magnetic Information Storage or Retrieval,Plant Protecting and Regulating Compositions,Chemistry of Hydrocarbon Compounds,"DP: Software Development, Installation, and Management (Data Processing)",Horizontally Supported Planar Surfaces,Signals and Indicators,Woodworking,"Conveyors, Chutes, Skids, Guides, and Ways","Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Electrical Transmission or Interconnection Systems,Optical: Systems and Elements,Image Analysis,Hydraulic and Earth Engineering,Combustion,Ventilation,Planetary Gear Transmission Systems or Components,"Surgery: Splint, Brace, or Bandage",Gas Separation,Electricity: Conductors and Insulators,Article Dispensing,Compositions,Gas and Liquid Contact Apparatus,Work Holders,Pipe Joints or Couplings,Closure Fasteners,Chairs and Seats,"Fluid Reaction Surfaces (i.e., Impellers)",Chemistry: Analytical and Immunological Testing,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",DP: Artificial Intelligence (Data Processing),"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Package Making,"Turning (e.g., for metal working)",Ammunition and Explosives,Toilet,"Tent, Canopy, Umbrella, or Cane","Flexible or Portable Closure, Partition, or Panel",Tool Driving or Impacting,"Distillation: Processes, Separatory","Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Mineral Oils: Processes and Products,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Mining or In Situ Disintegration of Hard Material,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Optics: Eye Examining, Vision Testing and Correcting",Pulse or Digital Communications,Coating Implements with Material Supply,Rotary Kinetic Fluid Motors or Pumps,Coating Processes,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Heating,"Bee Culture (propagating, raising, caring for bees)",Butchering,Telecommunications,Amusement Devices,"Interrelated Power Delivery Controls, Including Engine Control",Surgery: Kinesitherapy,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)","Buckles, Buttons, Clasps, Etc.",Refrigeration,Locks,Gas Separation: Apparatus,Liquid Heaters and Vaporizers,Mechanical Guns and Projectors,Tobacco,Acoustics,Electricity: Circuit Makers and Breakers,Severing by Tearing or Breaking,Fences,Vehicle Fenders,Land Vehicles: Wheels and Axles,Coded Data Generation or Conversion,Bearings,Electric Resistance Heating Devices,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof","Buoys, Rafts, and Aquatic Devices",Endless Belt Power Transmission Systems or Components,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Gas: Heating and Illuminating,Harness for Working Animal,Glass Manufacturing,Textiles: Fluid Treating Apparatus,Chemistry: Fertilizers,Compositions: Coating or Plastic,Pipes and Tubular Conduits,Metal Founding,Heat Exchange,Brakes,Clutches and Power-Stop Control,Check-Actuated Control Mechanisms,Chemistry: Electrical and Wave Energy,Traversing Hoists,Etching a Substrate: Processes,Railways: Surface Track,Spring Devices,Fluid-Pressure and Analogous Brake Systems,Supports: Cabinet Structure,Electric Lamp and Discharge Devices: Systems,Communications: Radio Wave Antennas,Television,Flexible Bags,Photography,Conveyors: Fluid Current,Rotary Expansible Chamber Devices,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Dentistry,Marine Propulsion,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Earth Boring, Well Treating, and Oil Field Chemistry",Hazardous or Toxic Waste Destruction or Containment,Surgery (Medicators and Receptors),Input/Output (Electrical Computers and Digital Data Processing Systems),Error Detection/Correction and Fault Detection/Recovery,Dynamic Optical Information Storage or Retrieval,Compound Hand Tools,Boot and Shoe Making,Bridges,Textiles: Fiber Preparation,"Abrasive Tool Making Process, Material, or Composition","Chain, Staple, and Horseshoe Making",Jewelry,Textiles: Knitting,Printing,Railway Rolling Stock,"Sugar, Starch, and Carbohydrates",Textiles: Weaving,Wireworking,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Trunks and Hand-Carried Luggage,Electricity: Transmission To Vehicles,"Distillation: Processes, Thermolytic",Bottles and Jars,Apparel Apparatus,Advancing Material of Indeterminate Length,Metal Fusion Bonding,Deposit and Collection Receptacles,Automatic Temperature and Humidity Regulation,Static Molds,Plastic and Nonmetallic Article Shaping or Treating: Processes,Sheet-Material Associating,Chucks or Sockets,Printed Matter,Track Sanders,Electrical Generator or Motor Structure,Electric Lamp and Discharge Devices,Electricity: Battery or Capacitor Charging or Discharging,Electronic Digital Logic Circuitry,Amplifiers,Modulators,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Inductor Devices,Photocopying,"Communications, Electrical: Acoustic Wave Systems and Devices",Horology: Time Measuring Systems or Devices,Multiplex Communications,X-Ray or Gamma Ray Systems or Devices,Telephonic Communications,Cryptography,Electrical Audio Signal Processing Systems and Devices,Optical Waveguides,Optical Communications,Typewriting Machines,"Cutters, for Shaping",Cutting by Use of Rotating Axially Moving Tool,"Gear Cutting, Milling, or Planing","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Semiconductor Device Manufacturing: Process,Amusement Devices: Toys,Amusement Devices: Games,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Imperforate Bowl: Centrifugal Separators,Compositions: Ceramic,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting","Surgery: Light, Thermal, and Electrical Application",Memory (Electrical Computers and Digital Processing Systems),Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Information Security
North Dakota,38,20,41,29,27,13,18,6,32,13,7,27,8,8,11,10,7,4,15,2,9,4,8,4,10,10,6,4,10,3,8,4,3,1,13,3,3,4,0,3,7,8,4,7,1,1,3,3,1,3,6,4,6,2,6,3,2,7,6,3,6,1,0,4,6,2,3,4,1,5,1,3,7,1,5,0,3,1,1,2,3,0,1,2,0,7,0,1,1,2,1,4,2,0,0,4,3,1,1,5,1,3,1,2,0,0,0,1,1,1,1,1,4,0,6,1,0,3,1,2,4,0,0,0,0,1,1,0,0,2,1,2,2,2,1,1,2,2,3,0,1,2,1,1,0,0,0,1,1,1,1,0,0,0,1,2,1,2,1,2,0,0,2,0,2,1,3,1,2,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,1,2,1,0,0,1,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
