,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Hydraulic and Earth Engineering,"Fishing, Trapping, and Vermin Destroying",Land Vehicles,Surgery (instruments),"Static Structures (e.g., Buildings)",Liquid Purification or Separation,Ships,Animal Husbandry,Boring or Penetrating the Earth,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Geometrical Instruments,Internal-Combustion Engines,Apparel,Package and Article Carriers,Amusement Devices: Games,Metal Working,Communications: Electrical,Excavating,"Supports (e.g., for holding articles, etc.)",Illumination,Material or Article Handling,Marine Propulsion,Butchering,Measuring and Testing,Tools,Aeronautics and Astronautics,Exercise Devices,"Brushing, Scrubbing, and General Cleaning",Cutlery,Stoves and Furnaces,Fluid Handling,Motor Vehicles,Receptacles,Dispensing (apparatus and process),Amusement Devices: Toys,"DP: Measuring, Calibrating, or Testing (Data Processing)","Buckles, Buttons, Clasps, Etc.","Food or Edible Material: Processes, Compositions, and Products",Refrigeration,Heat Exchange,Land Vehicles: Bodies and Tops,Organic Compounds (includes Classes 532-570),"Baths, Closets, Sinks, and Spittoons",Music,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Handling: Hand and Hoist-Line Implements,Games Using Tangible Projectile,Compound Hand Tools,"Card, Picture, or Sign Exhibiting",Firearms,Mechanical Guns and Projectors,Adhesive Bonding and Miscellaneous Chemical Manufacture,Special Receptacle or Package,"Classifying, Separating, and Assorting Solids",Electric Heating,"Fluid Sprinkling, Spraying, and Diffusing",Optical: Systems and Elements,Multiplex Communications,"Road Structure, Process, or Apparatus",Power Plants,Supports: Racks,Valves and Valve Actuation,Pipe Joints or Couplings,Chemistry: Molecular Biology and Microbiology,"Buoys, Rafts, and Aquatic Devices","DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Beds,"Boots, Shoes, and Leggings",Metal Deforming,Ammunition and Explosive-Charge Making,"Tent, Canopy, Umbrella, or Cane",Fire Extinguishers,Electricity: Conductors and Insulators,"Winding, Tensioning, or Guiding",Implements or Apparatus for Applying Pushing or Pulling Force,Chairs and Seats,Electrical Connectors,Ventilation,Planetary Gear Transmission Systems or Components,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Drying and Gas or Vapor Contact with Solids,Railways,Surgery (includes Class 600),Woodworking,Acoustics,"Fire Escape, Ladder, or Scaffold",Chemistry: Electrical and Wave Energy,Electrical Generator or Motor Structure,Electricity: Single Generator Systems,Electricity: Measuring and Testing,"Optics: Eye Examining, Vision Testing and Correcting","Communications, Electrical: Acoustic Wave Systems and Devices",Cutting by Use of Rotating Axially Moving Tool,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Chemistry of Inorganic Compounds,Dentistry,Education and Demonstration,Hazardous or Toxic Waste Destruction or Containment,Surgery: Kinesitherapy,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Locks,Cutting,Foods and Beverages: Apparatus,Signals and Indicators,Cleaning and Liquid Contact with Solids,Article Dispensing,Automatic Temperature and Humidity Regulation,Plastic and Nonmetallic Article Shaping or Treating: Processes,Prime-Mover Dynamo Plants,Mining or In Situ Disintegration of Hard Material,Photography,Freight Accommodation On Freight Carrier,"Fluid Reaction Surfaces (i.e., Impellers)",Stock Material or Miscellaneous Articles,Telecommunications,Chemistry of Hydrocarbon Compounds,Surgery (Medicators and Receptors),"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Machine Element or Mechanism,Gas Separation: Processes,Horizontally Supported Planar Surfaces,Toilet,Pipes and Tubular Conduits,"Envelopes, Wrappers, and Paperboard Boxes",Heating Systems,Gas and Liquid Contact Apparatus,Work Holders,Closure Fasteners,Wheel Substitutes for Land Vehicles,Electricity: Motive Power Systems,Inductor Devices,Horology: Time Measuring Systems or Devices,Electrical Audio Signal Processing Systems and Devices,Joints and Connections,Plastic Article or Earthenware Shaping or Treating: Apparatus,Coating Processes,Combustion,Input/Output (Electrical Computers and Digital Data Processing Systems),Memory (Electrical Computers and Digital Processing Systems),Error Detection/Correction and Fault Detection/Recovery,Plant Husbandry,Harvesters,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Ordnance,Gas Separation: Apparatus,Ammunition and Explosives,Furnaces,Wheelwright Machines,Earth Working,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Brakes,Clutches and Power-Stop Control,Check-Actuated Control Mechanisms,Apparel Apparatus,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Radiant Energy,Spring Devices,Electrical Transmission or Interconnection Systems,Supports: Cabinet Structure,Electric Lamp and Discharge Devices,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Communications: Radio Wave Antennas,Television,Electricity: Electrical Systems and Devices,Thermal Measuring and Testing,Image Analysis,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Rotary Kinetic Fluid Motors or Pumps,Pumps,Rotary Expansible Chamber Devices,Heating,Abrading,Endless Belt Power Transmission Systems or Components,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Earth Boring, Well Treating, and Oil Field Chemistry","Surgery: Splint, Brace, or Bandage","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",DP: Generic Control Systems or Specific Applications (Data Processing),"DP: Vehicles, Navigation, and Relative Location (Data Processing)",DP: Artificial Intelligence (Data Processing),Arithmetic Processing and Calculating (Electrical Computers),Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Bridges,Undertaking,Fuel and Related Compositions,Movable or Removable Closures,Gas Separation,"Textiles: Spinning, Twisting, and Twining","Chain, Staple, and Horseshoe Making",Jewelry,Glass Manufacturing,Chemistry: Fertilizers,"Metal Tools and Implements, Making",Expansible Chamber Devices,Presses,Railway Rolling Stock,Compositions: Coating or Plastic,Sewing,Liquid Heaters and Vaporizers,Textiles: Weaving,Metal Treatment,Resilient Tires and Wheels,"Flexible or Portable Closure, Partition, or Panel",Paper Making and Fiber Liberation,Farriery,Tool Driving or Impacting,Telegraphy,Electricity: Circuit Makers and Breakers,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Traversing Hoists,Railway Draft Appliances,Advancing Material of Indeterminate Length,Elongated-Member-Driving Apparatus,Metal Fusion Bonding,Solid Material Comminution or Disintegration,Static Molds,Compositions,Fences,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Seal for a Joint or Juncture,Knots and Knot Tying,Track Sanders,Land Vehicles: Wheels and Axles,Fluid-Pressure and Analogous Brake Systems,Electric Lamp and Discharge Devices: Systems,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Wave Transmission Lines and Networks,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Electrical Resistors,Coded Data Generation or Conversion,Optics: Measuring and Testing,Facsimile and Static Presentation Processing,Dynamic Magnetic Information Storage or Retrieval,Electric Power Conversion Systems,"Agitating (e.g., of articles and materials)",X-Ray or Gamma Ray Systems or Devices,Telephonic Communications,Bearings,Optical Waveguides,Electric Resistance Heating Devices,Optical Communications,Coating Implements with Material Supply,Conveyors: Fluid Current,"Cutters, for Shaping","Gear Cutting, Milling, or Planing","Chemistry: Electrical Current Producing Apparatus, Product, and Process",Chemistry: Analytical and Immunological Testing,Compositions: Ceramic,Plant Protecting and Regulating Compositions,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,"Surgery: Light, Thermal, and Electrical Application",DP: Database and File Management or Data Structures (Data Processing),Support (Electrical Computers and Digital Processing Systems),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)","DP: Software Development, Installation, and Management (Data Processing)",Information Security
Alaska,24,19,2,7,8,3,9,4,4,4,9,6,8,4,1,3,2,7,0,4,7,2,6,1,1,1,2,5,1,2,0,2,3,4,3,5,8,0,2,4,0,2,0,1,2,0,1,1,4,3,4,1,1,1,0,0,0,4,7,3,1,1,0,3,0,0,2,2,2,0,3,2,0,6,2,3,3,2,0,0,0,0,1,0,4,1,2,0,2,0,0,3,2,0,0,1,2,1,0,1,4,3,0,0,0,0,1,1,0,2,0,1,2,1,0,2,2,0,0,2,2,1,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
