,Amusement Devices: Games,Amusement Devices: Games,Communications: Electrical,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Land Vehicles,Surgery (includes Class 600),"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)","Static Structures (e.g., Buildings)",Liquid Purification or Separation,Illumination,Chemistry of Inorganic Compounds,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Metal Working,Measuring and Testing,Surgery (Medicators and Receptors),Electricity: Electrical Systems and Devices,Games Using Tangible Projectile,Electricity: Measuring and Testing,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Electric Heating,"Supports (e.g., for holding articles, etc.)",Refrigeration,Exercise Devices,Radiant Energy,Stock Material or Miscellaneous Articles,Internal-Combustion Engines,Special Receptacle or Package,DP: Database and File Management or Data Structures (Data Processing),"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Telecommunications,Fluid Handling,Computer Graphics Processing and Selective Visual Display Systems,Surgery (instruments),"Baths, Closets, Sinks, and Spittoons","Brushing, Scrubbing, and General Cleaning",Aeronautics and Astronautics,Information Security,Apparel,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",DP: Generic Control Systems or Specific Applications (Data Processing),Power Plants,Animal Husbandry,Television,Support (Electrical Computers and Digital Processing Systems),Telephonic Communications,Electricity: Conductors and Insulators,"DP: Measuring, Calibrating, or Testing (Data Processing)",Dispensing (apparatus and process),"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Image Analysis,Music,Check-Actuated Control Mechanisms,"Fishing, Trapping, and Vermin Destroying",Adhesive Bonding and Miscellaneous Chemical Manufacture,Package and Article Carriers,"Fluid Sprinkling, Spraying, and Diffusing",Dentistry,Electrical Generator or Motor Structure,Beds,"Card, Picture, or Sign Exhibiting","Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Tools,Compositions: Coating or Plastic,"Surgery: Light, Thermal, and Electrical Application",Electric Lamp and Discharge Devices: Systems,Multiplex Communications,"Agitating (e.g., of articles and materials)",Material or Article Handling,"Boots, Shoes, and Leggings",Firearms,Chemistry: Electrical and Wave Energy,Plastic and Nonmetallic Article Shaping or Treating: Processes,"Road Structure, Process, or Apparatus",Chemistry: Molecular Biology and Microbiology,Locks,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Receptacles,Prime-Mover Dynamo Plants,Hydraulic and Earth Engineering,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Stoves and Furnaces,Supports: Racks,Valves and Valve Actuation,Pulse or Digital Communications,Geometrical Instruments,Electrical Connectors,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Ships,Railways,Land Vehicles: Bodies and Tops,Supports: Cabinet Structure,Communications: Radio Wave Antennas,Optical: Systems and Elements,Mineral Oils: Processes and Products,Chairs and Seats,Closure Fasteners,Handling: Hand and Hoist-Line Implements,Amusement Devices: Toys,Coin Handling,Error Detection/Correction and Fault Detection/Recovery,Motor Vehicles,Electrical Transmission or Interconnection Systems,Electrical Audio Signal Processing Systems and Devices,"Buckles, Buttons, Clasps, Etc.",Package Making,"Classifying, Separating, and Assorting Solids","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Synthetic Resins or Natural Rubbers (includes Classes 520-528),Plant Husbandry,Foods and Beverages: Apparatus,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Coating Processes,Memory (Electrical Computers and Digital Processing Systems),"Food or Edible Material: Processes, Compositions, and Products",Chemistry: Analytical and Immunological Testing,Cutlery,Metal Deforming,Cleaning and Liquid Contact with Solids,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Cryptography,Alloys or Metallic Compositions,Plastic Article or Earthenware Shaping or Treating: Apparatus,Education and Demonstration,Machine Element or Mechanism,Toilet,Metal Treatment,Heat Exchange,Article Dispensing,Compositions,Implements or Apparatus for Applying Pushing or Pulling Force,Optical Waveguides,Electricity: Circuit Makers and Breakers,Solid Material Comminution or Disintegration,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Organic Compounds (includes Classes 532-570),Surgery: Kinesitherapy,Horizontally Supported Planar Surfaces,"Optics: Eye Examining, Vision Testing and Correcting","Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Mechanical Guns and Projectors,Mining or In Situ Disintegration of Hard Material,Horology: Time Measuring Systems or Devices,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Surgery: Splint, Brace, or Bandage",Ordnance,Signals and Indicators,"Fire Escape, Ladder, or Scaffold",Brakes,"Winding, Tensioning, or Guiding","Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Optics: Measuring and Testing,Interactive Video Distribution Systems,Drying and Gas or Vapor Contact with Solids,Electricity: Motive Power Systems,Coded Data Generation or Conversion,Motion Video Signal Processing for Recording or Reproducing,Pumps,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","DP: Software Development, Installation, and Management (Data Processing)",Acoustics,Coating Implements with Material Supply,Semiconductor Device Manufacturing: Process,Abrading,Amusement Devices,DP: Artificial Intelligence (Data Processing),Input/Output (Electrical Computers and Digital Data Processing Systems),Fuel and Related Compositions,Movable or Removable Closures,Resilient Tires and Wheels,Wave Transmission Lines and Networks,Joints and Connections,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Pipes and Tubular Conduits,Woodworking,Fire Extinguishers,Facsimile and Static Presentation Processing,X-Ray or Gamma Ray Systems or Devices,Photography,Rotary Kinetic Fluid Motors or Pumps,Ammunition and Explosives,Explosive and Thermic Compositions or Charges,Apparel Apparatus,Static Molds,Fences,Coherent Light Generators,Combustion,"Tent, Canopy, Umbrella, or Cane",Boring or Penetrating the Earth,Automatic Temperature and Humidity Regulation,Gas and Liquid Contact Apparatus,Work Holders,Land Vehicles: Wheels and Axles,Electricity: Battery or Capacitor Charging or Discharging,Amplifiers,Marine Propulsion,Furnaces,Metal Founding,Conveyors: Power-Driven,Bottles and Jars,"Envelopes, Wrappers, and Paperboard Boxes",Pipe Joints or Couplings,Electric Power Conversion Systems,Electric Resistance Heating Devices,"Fluid Reaction Surfaces (i.e., Impellers)","Buoys, Rafts, and Aquatic Devices",Ventilation,Arithmetic Processing and Calculating (Electrical Computers),Compound Hand Tools,Tool Driving or Impacting,Gas Separation,Cutting,Printing,"Flexible or Portable Closure, Partition, or Panel",Metal Fusion Bonding,Spring Devices,Static Information Storage and Retrieval,"Induced Nuclear Reactions: Processes, Systems, and Elements",Harvesters,Earth Working,Clutches and Power-Stop Control,"Books, Strips, and Leaves",Electrical Resistors,Flexible Bags,Typewriting Machines,Cutting by Use of Rotating Axially Moving Tool,Bookbinding: Process and Apparatus,Butchering,Jewelry,Gas Separation: Processes,Gas Separation: Apparatus,Tobacco,Wireworking,Weighing Scales,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Oscillators,Incremental Printing of Symbolic Information,Thermal Measuring and Testing,Freight Accommodation On Freight Carrier,Powder Metallurgy Processes,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Heating,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Planetary Gear Transmission Systems or Components,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Excavating,Expansible Chamber Devices,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Coating Apparatus,Liquid Heaters and Vaporizers,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Vehicle Fenders,Electronic Digital Logic Circuitry,Electricity: Electrothermally or Thermally Actuated Switches,Dynamic Magnetic Information Storage or Retrieval,Dynamic Information Storage or Retrieval,Optical Communications,Conveyors: Fluid Current,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Textiles: Ironing or Smoothing,Harness for Working Animal,Presses,"Safes, Bank Protection, or a Related Device",Stone Working,Batteries: Thermoelectric and Photoelectric,"Purses, Wallets, and Protective Covers",Trunks and Hand-Carried Luggage,Distillation: Apparatus,Severing by Tearing or Breaking,Metallurgical Apparatus,Seal for a Joint or Juncture,Printed Matter,Electric Lamp and Discharge Devices,Recorders,Bearings,Electrophotography,"Cutters, for Shaping","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Hazardous or Toxic Waste Destruction or Containment,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)","Chain, Staple, and Horseshoe Making",Motors: Expansible Chamber Type,Sewing,Telegraphy,Lubrication,Merchandising,Traversing Hoists,Chucks or Sockets,Electricity: Single Generator Systems,Optics: Image Projectors,Industrial Electric Heating Furnaces,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems","Bee Culture (propagating, raising, caring for bees)",Foundation Garments,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Endless Belt Power Transmission Systems or Components,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Chemistry of Hydrocarbon Compounds,Chemistry: Physical Processes,Textiles: Fluid Treating Apparatus,Chemistry: Fertilizers,"Turning (e.g., for metal working)",Railway Rolling Stock,Farriery,Sheet Feeding or Delivering,Fluid-Pressure and Analogous Brake Systems,Electricity: Power Supply or Regulation Systems,Inductor Devices,"Liquid Crystal Cells, Elements and Systems",Rotary Expansible Chamber Devices,Imperforate Bowl: Centrifugal Separators,"Earth Boring, Well Treating, and Oil Field Chemistry",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Boot and Shoe Making,Bridges,Undertaking,Gas: Heating and Illuminating,Glass Manufacturing,Textiles: Knitting,"Metal Tools and Implements, Making",Planting,Unearthing Plants or Buried Objects,Mineral Oils: Apparatus,"Distillation: Processes, Thermolytic","Distillation: Processes, Separatory",Etching a Substrate: Processes,Advancing Material of Indeterminate Length,Elongated-Member-Driving Apparatus,Deposit and Collection Receptacles,Land Vehicles: Dumping,Electric Lamp and Discharge Devices: Consumable Electrodes,Photocopying,Electricity: Motor Control Systems,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Gear Cutting, Milling, or Planing",Tool Changing,Roll or Roller,Compositions: Ceramic,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Dynamic Optical Information Storage or Retrieval
Nevada,13,16,16,1,20,12,7,9,17,4,21,0,11,10,8,3,8,4,6,3,8,6,8,6,9,9,6,0,0,2,15,4,5,6,12,6,0,10,3,0,7,7,0,1,6,3,0,10,4,0,7,8,9,11,9,9,2,0,8,6,7,12,7,0,5,6,12,7,15,4,1,5,11,0,3,0,2,0,2,4,10,1,7,0,3,4,1,1,14,4,2,1,5,2,6,2,9,3,6,1,1,1,2,4,2,7,2,9,2,4,6,4,0,3,1,7,5,4,3,1,0,3,0,2,6,1,0,2,4,1,0,1,2,1,2,1,0,0,1,2,3,9,4,2,5,4,6,6,2,3,1,1,0,0,2,0,3,3,0,0,0,1,1,1,4,1,0,3,2,1,2,2,0,1,1,4,0,0,2,1,0,1,3,1,3,1,0,3,2,0,2,2,0,0,0,1,1,1,1,0,1,1,0,0,0,3,0,1,0,1,0,5,0,2,0,1,0,3,0,3,2,3,0,1,0,2,1,0,0,0,1,0,1,1,1,3,1,2,0,0,0,1,3,1,1,0,3,2,0,1,1,1,1,0,0,1,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
