,Material or Article Handling,Animal Husbandry,Land Vehicles,"Food or Edible Material: Processes, Compositions, and Products",Electricity: Electrical Systems and Devices,"Fishing, Trapping, and Vermin Destroying","Static Structures (e.g., Buildings)",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Computer Graphics Processing and Selective Visual Display Systems,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Land Vehicles: Bodies and Tops,Chemistry: Molecular Biology and Microbiology,Aeronautics and Astronautics,"Card, Picture, or Sign Exhibiting",Movable or Removable Closures,Electricity: Measuring and Testing,"Road Structure, Process, or Apparatus",Metal Working,Fluid Handling,Harvesters,Amusement Devices: Games,Surgery (instruments),Land Vehicles: Dumping,Stock Material or Miscellaneous Articles,Earth Working,"Supports (e.g., for holding articles, etc.)",Communications: Electrical,Measuring and Testing,Motor Vehicles,Surgery (Medicators and Receptors),"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Electric Heating,Inductor Devices,Television,Electrical Connectors,Excavating,Firearms,Liquid Purification or Separation,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Foods and Beverages: Apparatus,Solid Material Comminution or Disintegration,Chemistry of Inorganic Compounds,"Brushing, Scrubbing, and General Cleaning",Conveyors: Power-Driven,Illumination,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Planting,Adhesive Bonding and Miscellaneous Chemical Manufacture,Electricity: Conductors and Insulators,"Fluid Sprinkling, Spraying, and Diffusing",Geometrical Instruments,Refrigeration,Stoves and Furnaces,Surgery (includes Class 600),"Classifying, Separating, and Assorting Solids",Dispensing (apparatus and process),Beds,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Support (Electrical Computers and Digital Processing Systems),Heat Exchange,Special Receptacle or Package,Telecommunications,"DP: Measuring, Calibrating, or Testing (Data Processing)",Input/Output (Electrical Computers and Digital Data Processing Systems),Apparel,Horizontally Supported Planar Surfaces,"Fire Escape, Ladder, or Scaffold",Package and Article Carriers,Handling: Hand and Hoist-Line Implements,Organic Compounds (includes Classes 532-570),Cutting,Work Holders,Hydraulic and Earth Engineering,Abrading,"Baths, Closets, Sinks, and Spittoons",Railway Rolling Stock,Ships,Receptacles,Combustion,Locks,Tool Driving or Impacting,Brakes,"Winding, Tensioning, or Guiding",Implements or Apparatus for Applying Pushing or Pulling Force,Butchering,Games Using Tangible Projectile,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",DP: Database and File Management or Data Structures (Data Processing),Interactive Video Distribution Systems,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Internal-Combustion Engines,Cleaning and Liquid Contact with Solids,Plastic and Nonmetallic Article Shaping or Treating: Processes,Closure Fasteners,Electrical Transmission or Interconnection Systems,Freight Accommodation On Freight Carrier,"Surgery: Light, Thermal, and Electrical Application",Metal Deforming,Machine Element or Mechanism,Clutches and Power-Stop Control,"Envelopes, Wrappers, and Paperboard Boxes",Fences,Chairs and Seats,"Optics: Eye Examining, Vision Testing and Correcting",Joints and Connections,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Dentistry,"DP: Software Development, Installation, and Management (Data Processing)",Music,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Article Dispensing,"Agitating (e.g., of articles and materials)",Multiplex Communications,Electrical Audio Signal Processing Systems and Devices,Electric Resistance Heating Devices,Surgery: Kinesitherapy,Cutlery,Fuel and Related Compositions,Package Making,Tools,Signals and Indicators,Liquid Heaters and Vaporizers,Pipes and Tubular Conduits,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Flexible or Portable Closure, Partition, or Panel",Supports: Racks,Compositions,Printed Matter,Education and Demonstration,Amusement Devices: Toys,Exercise Devices,Plant Protecting and Regulating Compositions,Synthetic Resins or Natural Rubbers (includes Classes 520-528),"Buckles, Buttons, Clasps, Etc.",Plant Husbandry,Expansible Chamber Devices,Ammunition and Explosives,Mechanical Guns and Projectors,Woodworking,Explosive and Thermic Compositions or Charges,Acoustics,Deposit and Collection Receptacles,Radiant Energy,Pipe Joints or Couplings,Electrical Generator or Motor Structure,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Communications: Radio Wave Antennas,Rotary Kinetic Fluid Motors or Pumps,Plastic Article or Earthenware Shaping or Treating: Apparatus,Chemistry: Analytical and Immunological Testing,Ventilation,DP: Generic Control Systems or Specific Applications (Data Processing),Chemistry: Fertilizers,Lubrication,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Railway Switches and Signals,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Vehicle Fenders,Electricity: Motive Power Systems,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Optics: Image Projectors,Optics: Measuring and Testing,Optical: Systems and Elements,Electric Power Conversion Systems,Telephonic Communications,Image Analysis,Optical Waveguides,Photography,"Fluid Reaction Surfaces (i.e., Impellers)",Pumps,Amusement Devices: Games,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Imperforate Bowl: Centrifugal Separators,"Surgery: Splint, Brace, or Bandage","DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Information Security,Drying and Gas or Vapor Contact with Solids,Gas: Heating and Illuminating,Power Plants,Motors: Expansible Chamber Type,Gas Separation: Apparatus,Compositions: Coating or Plastic,Metal Treatment,"Purses, Wallets, and Protective Covers",Boring or Penetrating the Earth,Weighing Scales,Electricity: Circuit Makers and Breakers,"Distillation: Processes, Separatory",Traversing Hoists,Apparel Apparatus,Elongated-Member-Driving Apparatus,Automatic Temperature and Humidity Regulation,Heating Systems,Spring Devices,Prime-Mover Dynamo Plants,Land Vehicles: Wheels and Axles,Electric Lamp and Discharge Devices: Systems,Oscillators,Coded Data Generation or Conversion,Photocopying,Dynamic Information Storage or Retrieval,Pulse or Digital Communications,Flexible Bags,Motion Video Signal Processing for Recording or Reproducing,Cutting by Use of Rotating Axially Moving Tool,"Gear Cutting, Milling, or Planing",Coating Processes,Heating,Marine Propulsion,Crop Threshing or Separating,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Error Detection/Correction and Fault Detection/Recovery,Compound Hand Tools,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Jewelry,Railways,Tobacco,Wheelwright Machines,Gas and Liquid Contact Apparatus,Metallurgical Apparatus,"Books, Strips, and Leaves",Mining or In Situ Disintegration of Hard Material,Supports: Cabinet Structure,Thermal Measuring and Testing,X-Ray or Gamma Ray Systems or Devices,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Amusement Devices,Endless Belt Power Transmission Systems or Components,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Memory (Electrical Computers and Digital Processing Systems),Undertaking,"Boots, Shoes, and Leggings",Harness for Working Animal,Gas Separation,"Textiles: Spinning, Twisting, and Twining","Metal Tools and Implements, Making","Turning (e.g., for metal working)",Ammunition and Explosive-Charge Making,Gas Separation: Processes,Printing,"Safes, Bank Protection, or a Related Device",Furnaces,Coating Apparatus,Toilet,"Tent, Canopy, Umbrella, or Cane",Batteries: Thermoelectric and Photoelectric,Textiles: Weaving,Wireworking,Resilient Tires and Wheels,Paper Making and Fiber Liberation,Farriery,Fire Extinguishers,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle","Conveyors, Chutes, Skids, Guides, and Ways",Check-Actuated Control Mechanisms,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Mineral Oils: Processes and Products,Bottles and Jars,Railways: Surface Track,Static Molds,Valves and Valve Actuation,Seal for a Joint or Juncture,Chucks or Sockets,Fluid-Pressure and Analogous Brake Systems,Wheel Substitutes for Land Vehicles,Electricity: Battery or Capacitor Charging or Discharging,Electricity: Single Generator Systems,Demodulators,Wave Transmission Lines and Networks,Optics: Motion Pictures,Dynamic Magnetic Information Storage or Retrieval,Static Information Storage and Retrieval,"Communications, Electrical: Acoustic Wave Systems and Devices","Induced Nuclear Reactions: Processes, Systems, and Elements",Bearings,Conveyors: Fluid Current,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Buoys, Rafts, and Aquatic Devices",Electric Lamp or Space Discharge Component or Device Manufacturing,"Bee Culture (propagating, raising, caring for bees)",Planetary Gear Transmission Systems or Components,"Interrelated Power Delivery Controls, Including Engine Control",Roll or Roller,Compositions: Ceramic,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",DP: Artificial Intelligence (Data Processing),Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems)
South Dakota,12,19,13,1,2,11,3,0,0,7,4,1,12,4,2,9,3,7,9,7,4,2,6,2,4,2,6,1,6,4,0,5,0,3,3,2,3,4,1,3,1,1,3,2,1,0,1,5,1,6,2,0,2,2,3,4,0,0,0,2,1,2,0,0,0,1,1,2,3,0,3,0,2,3,1,0,1,1,3,1,0,4,1,3,0,0,0,0,0,0,2,3,1,4,1,2,0,1,3,0,0,3,0,0,2,1,0,0,2,1,0,0,0,2,1,0,2,1,0,1,0,4,3,2,1,1,0,1,0,3,1,3,0,0,0,2,0,0,0,1,0,0,1,1,1,3,0,0,1,2,0,0,4,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,1,2,1,0,0,1,2,0,1,1,0,0,0,0,0,2,0,0,3,1,0,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
