,"Distillation: Processes, Separatory","Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Chemistry: Electrical and Wave Energy,Cleaning and Liquid Contact with Solids,Material or Article Handling,Land Vehicles,Chemistry: Molecular Biology and Microbiology,Amusement Devices: Games,"Fishing, Trapping, and Vermin Destroying",Package and Article Carriers,Liquid Purification or Separation,Geometrical Instruments,Firearms,"Static Structures (e.g., Buildings)",Animal Husbandry,Fluid Handling,"Supports (e.g., for holding articles, etc.)",Games Using Tangible Projectile,Earth Working,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Measuring and Testing,Apparel,Beds,Surgery (includes Class 600),Amusement Devices: Games,Special Receptacle or Package,Semiconductor Device Manufacturing: Process,Exercise Devices,Organic Compounds (includes Classes 532-570),Surgery (instruments),"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Tools,Communications: Electrical,Chemistry of Inorganic Compounds,"Brushing, Scrubbing, and General Cleaning",Adhesive Bonding and Miscellaneous Chemical Manufacture,Hydraulic and Earth Engineering,"Buckles, Buttons, Clasps, Etc.",Metal Working,Drying and Gas or Vapor Contact with Solids,Dispensing (apparatus and process),Internal-Combustion Engines,Land Vehicles: Bodies and Tops,Cutlery,"Surgery: Splint, Brace, or Bandage",Stoves and Furnaces,Optics: Measuring and Testing,Plant Protecting and Regulating Compositions,Illumination,Coating Apparatus,Receptacles,"Fire Escape, Ladder, or Scaffold",Surgery (Medicators and Receptors),"Baths, Closets, Sinks, and Spittoons",Excavating,Mechanical Guns and Projectors,Electric Heating,Stock Material or Miscellaneous Articles,Radiant Energy,Chairs and Seats,Supports: Racks,Handling: Hand and Hoist-Line Implements,Optical: Systems and Elements,"Food or Edible Material: Processes, Compositions, and Products",Woodworking,Solid Material Comminution or Disintegration,Plastic and Nonmetallic Article Shaping or Treating: Processes,Work Holders,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Telecommunications,"Fluid Sprinkling, Spraying, and Diffusing",Implements or Apparatus for Applying Pushing or Pulling Force,DP: Database and File Management or Data Structures (Data Processing),Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Power Plants,Horizontally Supported Planar Surfaces,Planting,Ships,Boring or Penetrating the Earth,"Classifying, Separating, and Assorting Solids",Plastic Article or Earthenware Shaping or Treating: Apparatus,"DP: Measuring, Calibrating, or Testing (Data Processing)","DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Fuel and Related Compositions,Motor Vehicles,Conveyors: Power-Driven,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),"Boots, Shoes, and Leggings",Harness for Working Animal,Harvesters,Cutting,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Prime-Mover Dynamo Plants,Rotary Kinetic Fluid Motors or Pumps,Abrading,Plant Husbandry,"Winding, Tensioning, or Guiding",Electricity: Motive Power Systems,Pulse or Digital Communications,Movable or Removable Closures,Metal Deforming,Music,Presses,"Tent, Canopy, Umbrella, or Cane","Agitating (e.g., of articles and materials)",Pumps,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Heating,Electrical Connectors,Refrigeration,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Foods and Beverages: Apparatus,Compositions: Coating or Plastic,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Joints and Connections,Dentistry,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Railways,Heat Exchange,Bottles and Jars,Fences,Gas and Liquid Contact Apparatus,Closure Fasteners,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Electricity: Electrical Systems and Devices,Cutting by Use of Rotating Axially Moving Tool,"Bee Culture (propagating, raising, caring for bees)",Machine Element or Mechanism,"Metal Tools and Implements, Making",Ordnance,Traversing Hoists,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Valves and Valve Actuation,Electric Lamp and Discharge Devices: Systems,Electricity: Measuring and Testing,Education and Demonstration,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)","Card, Picture, or Sign Exhibiting",Locks,Furnaces,Signals and Indicators,"Sugar, Starch, and Carbohydrates",Toilet,Farriery,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Pipe Joints or Couplings,Electrical Generator or Motor Structure,Coherent Light Generators,Combustion,Ventilation,Chemistry of Hydrocarbon Compounds,"Surgery: Light, Thermal, and Electrical Application",DP: Generic Control Systems or Specific Applications (Data Processing),"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Electricity: Conductors and Insulators,Clutches and Power-Stop Control,Supports: Cabinet Structure,Computer Graphics Processing and Selective Visual Display Systems,Conveyors: Fluid Current,Coating Processes,"Buoys, Rafts, and Aquatic Devices",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Package Making,Ammunition and Explosives,Liquid Heaters and Vaporizers,Resilient Tires and Wheels,"Flexible or Portable Closure, Partition, or Panel",Mineral Oils: Processes and Products,Automatic Temperature and Humidity Regulation,Aeronautics and Astronautics,Compositions,Chucks or Sockets,Mining or In Situ Disintegration of Hard Material,Multiplex Communications,Coating Implements with Material Supply,"Road Structure, Process, or Apparatus","Fluid Reaction Surfaces (i.e., Impellers)",Amusement Devices: Toys,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","DP: Software Development, Installation, and Management (Data Processing)",Compound Hand Tools,Chemistry: Fertilizers,Motors: Expansible Chamber Type,Gas Separation: Apparatus,Batteries: Thermoelectric and Photoelectric,Wireworking,Metal Treatment,Acoustics,Severing by Tearing or Breaking,Printed Matter,Knots and Knot Tying,Facsimile and Static Presentation Processing,Telephonic Communications,Electrical Audio Signal Processing Systems and Devices,Image Analysis,Optical Waveguides,Freight Accommodation On Freight Carrier,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Rotary Expansible Chamber Devices,Chemistry: Analytical and Immunological Testing,Marine Propulsion,Crop Threshing or Separating,Endless Belt Power Transmission Systems or Components,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Information Security,Gas Separation: Processes,Printing,Railway Rolling Stock,Pipes and Tubular Conduits,Unearthing Plants or Buried Objects,Trunks and Hand-Carried Luggage,Check-Actuated Control Mechanisms,Electricity: Circuit Makers and Breakers,Distillation: Apparatus,Etching a Substrate: Processes,Article Dispensing,"Envelopes, Wrappers, and Paperboard Boxes",Railways: Surface Track,Static Molds,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Metallurgical Apparatus,Land Vehicles: Dumping,Fluid-Pressure and Analogous Brake Systems,Coded Data Generation or Conversion,Television,"Optics: Eye Examining, Vision Testing and Correcting",Electric Power Conversion Systems,Static Information Storage and Retrieval,Electric Resistance Heating Devices,Photography,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Foundation Garments,Butchering,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Hazardous or Toxic Waste Destruction or Containment,Surgery: Kinesitherapy,Interactive Video Distribution Systems,Gas Separation,Ammunition and Explosive-Charge Making,Expansible Chamber Devices,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Wheelwright Machines,Fire Extinguishers,Tool Driving or Impacting,Weighing Scales,Brakes,"Conveyors, Chutes, Skids, Guides, and Ways",Apparel Apparatus,Metal Fusion Bonding,Deposit and Collection Receptacles,Heating Systems,Seal for a Joint or Juncture,Vehicle Fenders,Land Vehicles: Wheels and Axles,Wheel Substitutes for Land Vehicles,Electricity: Battery or Capacitor Charging or Discharging,Electricity: Power Supply or Regulation Systems,Electricity: Electrothermally or Thermally Actuated Switches,Recorders,Optics: Image Projectors,"Communications, Electrical: Acoustic Wave Systems and Devices",Thermal Measuring and Testing,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Flexible Bags,Typewriting Machines,"Gear Cutting, Milling, or Planing",Amusement Devices,Planetary Gear Transmission Systems or Components,Imperforate Bowl: Centrifugal Separators,"Earth Boring, Well Treating, and Oil Field Chemistry","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",DP: Artificial Intelligence (Data Processing),Arithmetic Processing and Calculating (Electrical Computers),Support (Electrical Computers and Digital Processing Systems),Textiles: Fiber Preparation,Textiles: Manufacturing,Gas: Heating and Illuminating,Jewelry,"Turning (e.g., for metal working)",Sewing,Stone Working,Explosive and Thermic Compositions or Charges,Paper Making and Fiber Liberation,Metal Founding,Lubrication,Electricity: Transmission To Vehicles,Elongated-Member-Driving Apparatus,Railway Switches and Signals,Spring Devices,Sheet-Material Associating,Electrical Transmission or Interconnection Systems,Electricity: Single Generator Systems,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Oscillators,Communications: Radio Wave Antennas,Incremental Printing of Symbolic Information,"Liquid Crystal Cells, Elements and Systems",Dynamic Magnetic Information Storage or Retrieval,Dynamic Information Storage or Retrieval,Industrial Electric Heating Furnaces,Optical Communications,Electric Lamp or Space Discharge Component or Device Manufacturing,Coin Handling,"Books, Strips, and Leaves for Manifolding","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Interrelated Power Delivery Controls, Including Engine Control",Tool Changing,"Combinatorial Chemistry Technology: Method, Library, Apparatus","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Input/Output (Electrical Computers and Digital Data Processing Systems),Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems)
Montana,1,29,15,5,8,17,15,39,7,21,13,3,12,8,3,1,4,10,1,6,5,1,1,6,1,2,3,1,7,8,3,5,9,4,5,0,5,2,4,0,4,5,1,0,0,0,2,2,6,3,2,3,8,1,2,5,3,6,3,2,2,3,3,3,0,0,0,1,4,2,1,0,3,9,0,1,0,3,6,2,0,4,10,5,1,1,2,5,1,0,0,0,1,2,2,3,5,2,0,0,0,3,4,1,2,5,0,11,0,0,7,2,1,0,1,1,0,1,1,1,3,0,0,1,2,1,0,0,1,0,5,0,3,2,1,0,3,0,0,1,0,1,0,0,0,1,2,4,1,0,2,0,1,1,5,4,0,1,2,0,3,0,1,1,2,0,0,0,1,1,1,3,1,0,1,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,0,0,1,2,1,2,1,0,1,0,1,0,0,0,1,3,1,0,0,2,1,0,0,0,0,0,1,0,0,2,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
