,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Synthetic Resins or Natural Rubbers (includes Classes 520-528),Semiconductor Device Manufacturing: Process,Multiplex Communications,Organic Compounds (includes Classes 532-570),Boring or Penetrating the Earth,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Measuring and Testing,Telecommunications,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Error Detection/Correction and Fault Detection/Recovery,Memory (Electrical Computers and Digital Processing Systems),Electricity: Measuring and Testing,Support (Electrical Computers and Digital Processing Systems),Input/Output (Electrical Computers and Digital Data Processing Systems),Electricity: Electrical Systems and Devices,Static Information Storage and Retrieval,"Communications, Electrical: Acoustic Wave Systems and Devices","DP: Measuring, Calibrating, or Testing (Data Processing)",Fluid Handling,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Telephonic Communications,Communications: Electrical,Pulse or Digital Communications,DP: Database and File Management or Data Structures (Data Processing),"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Radiant Energy,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Hydraulic and Earth Engineering,Chemistry of Hydrocarbon Compounds,Liquid Purification or Separation,Computer Graphics Processing and Selective Visual Display Systems,Chemistry: Molecular Biology and Microbiology,Surgery (includes Class 600),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)","Static Structures (e.g., Buildings)",Stock Material or Miscellaneous Articles,DP: Generic Control Systems or Specific Applications (Data Processing),Refrigeration,Metal Working,Mineral Oils: Processes and Products,Pipe Joints or Couplings,"DP: Software Development, Installation, and Management (Data Processing)","Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Earth Boring, Well Treating, and Oil Field Chemistry",Coded Data Generation or Conversion,Information Security,Electrical Connectors,Television,Surgery (Medicators and Receptors),Chemistry of Inorganic Compounds,Valves and Valve Actuation,Surgery (instruments),Optical Waveguides,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Image Analysis,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Electronic Digital Logic Circuitry,Pumps,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Arithmetic Processing and Calculating (Electrical Computers),Games Using Tangible Projectile,Optical: Systems and Elements,Plastic and Nonmetallic Article Shaping or Treating: Processes,Material or Article Handling,Land Vehicles,Optics: Measuring and Testing,Aeronautics and Astronautics,Amplifiers,Illumination,"Supports (e.g., for holding articles, etc.)",Adhesive Bonding and Miscellaneous Chemical Manufacture,Coating Processes,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Chemistry: Electrical and Wave Energy,Electricity: Conductors and Insulators,Ships,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Special Receptacle or Package,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Power Plants,"Surgery: Light, Thermal, and Electrical Application",Seal for a Joint or Juncture,Electric Heating,Animal Husbandry,Exercise Devices,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Interactive Video Distribution Systems,Optical Communications,Dispensing (apparatus and process),Electricity: Power Supply or Regulation Systems,Electric Power Conversion Systems,"Fishing, Trapping, and Vermin Destroying",Internal-Combustion Engines,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Cleaning and Liquid Contact with Solids,"Fluid Sprinkling, Spraying, and Diffusing","Food or Edible Material: Processes, Compositions, and Products",Acoustics,Geometrical Instruments,Compositions,Apparel,"Brushing, Scrubbing, and General Cleaning",Communications: Radio Wave Antennas,Gas Separation: Processes,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Oscillators,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Receptacles,Beds,Compositions: Coating or Plastic,Heat Exchange,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Chemistry: Analytical and Immunological Testing,Tools,Electric Lamp and Discharge Devices: Systems,DP: Artificial Intelligence (Data Processing),Electrical Transmission or Interconnection Systems,Plastic Article or Earthenware Shaping or Treating: Apparatus,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Handling: Hand and Hoist-Line Implements,Pipes and Tubular Conduits,Ammunition and Explosives,Electricity: Motive Power Systems,Abrading,Education and Demonstration,"Baths, Closets, Sinks, and Spittoons",Supports: Racks,"Classifying, Separating, and Assorting Solids",Electrical Audio Signal Processing Systems and Devices,Metal Fusion Bonding,Amusement Devices: Games,Chairs and Seats,Electricity: Battery or Capacitor Charging or Discharging,Firearms,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Land Vehicles: Bodies and Tops,Electrical Generator or Motor Structure,Implements or Apparatus for Applying Pushing or Pulling Force,Dentistry,"Distillation: Processes, Separatory",Coating Apparatus,Conveyors: Power-Driven,Stoves and Furnaces,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Machine Element or Mechanism,"Card, Picture, or Sign Exhibiting","Agitating (e.g., of articles and materials)","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Amusement Devices: Games,Foods and Beverages: Apparatus,Package Making,Gas and Liquid Contact Apparatus,Wave Transmission Lines and Networks,Facsimile and Static Presentation Processing,Cryptography,Metal Deforming,Dynamic Magnetic Information Storage or Retrieval,Excavating,Ordnance,Incremental Printing of Symbolic Information,Package and Article Carriers,"Winding, Tensioning, or Guiding",Motor Vehicles,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Tool Driving or Impacting,"Optics: Eye Examining, Vision Testing and Correcting","Fluid Reaction Surfaces (i.e., Impellers)",Gas: Heating and Illuminating,Fuel and Related Compositions,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Printing,Music,Joints and Connections,Harvesters,Combustion,Gas Separation: Apparatus,"Surgery: Splint, Brace, or Bandage",Optics: Image Projectors,Coherent Light Generators,Drying and Gas or Vapor Contact with Solids,Thermal Measuring and Testing,"Fire Escape, Ladder, or Scaffold",Electricity: Circuit Makers and Breakers,Movable or Removable Closures,Earth Working,"Buckles, Buttons, Clasps, Etc.",Ventilation,Cutlery,Prime-Mover Dynamo Plants,Supports: Cabinet Structure,"Road Structure, Process, or Apparatus",Etching a Substrate: Processes,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Bearings,Cutting,Locks,Toilet,Solid Material Comminution or Disintegration,Expansible Chamber Devices,X-Ray or Gamma Ray Systems or Devices,Gas Separation,Plant Husbandry,Closure Fasteners,Electric Lamp and Discharge Devices,Amusement Devices: Toys,Conveyors: Fluid Current,Rotary Kinetic Fluid Motors or Pumps,Brakes,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Typewriting Machines,"Flexible or Portable Closure, Partition, or Panel","Buoys, Rafts, and Aquatic Devices",Mining or In Situ Disintegration of Hard Material,Horizontally Supported Planar Surfaces,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Mechanical Guns and Projectors,"Envelopes, Wrappers, and Paperboard Boxes",Photography,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Fences,Batteries: Thermoelectric and Photoelectric,Metal Treatment,"Induced Nuclear Reactions: Processes, Systems, and Elements","Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Article Dispensing,Sheet Feeding or Delivering,Furnaces,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Work Holders,Marine Propulsion,Presses,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)","Boots, Shoes, and Leggings",Recorders,Horology: Time Measuring Systems or Devices,Motion Video Signal Processing for Recording or Reproducing,Railways,Signals and Indicators,Inductor Devices,Flexible Bags,Rotary Expansible Chamber Devices,Railway Rolling Stock,Surgery: Kinesitherapy,Motors: Expansible Chamber Type,Electric Resistance Heating Devices,Amusement Devices,Fire Extinguishers,Cutting by Use of Rotating Axially Moving Tool,"Tent, Canopy, Umbrella, or Cane",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Heating,Dynamic Information Storage or Retrieval,Butchering,Photocopying,Coating Implements with Material Supply,Clutches and Power-Stop Control,Sewing,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Liquid Heaters and Vaporizers,Textiles: Fiber Preparation,Weighing Scales,Planetary Gear Transmission Systems or Components,Distillation: Apparatus,Woodworking,Plant Protecting and Regulating Compositions,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets","Metal Tools and Implements, Making",Spring Devices,Freight Accommodation On Freight Carrier,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Apparel Apparatus,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Check-Actuated Control Mechanisms,"Turning (e.g., for metal working)",Resilient Tires and Wheels,Bottles and Jars,Metal Founding,Metallurgical Apparatus,Chemistry: Fertilizers,Automatic Temperature and Humidity Regulation,Static Molds,"Liquid Crystal Cells, Elements and Systems",Electrical Resistors,Lubrication,Paper Making and Fiber Liberation,Hazardous or Toxic Waste Destruction or Containment,Glass Manufacturing,Electric Lamp or Space Discharge Component or Device Manufacturing,Harness for Working Animal,Traversing Hoists,Bridges,Planting,Land Vehicles: Wheels and Axles,"Gear Cutting, Milling, or Planing",Friction Gear Transmission Systems or Components,"Abrasive Tool Making Process, Material, or Composition",Compositions: Ceramic,Fluid-Pressure and Analogous Brake Systems,Powder Metallurgy Processes,Alloys or Metallic Compositions,Endless Belt Power Transmission Systems or Components,Tobacco,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Deposit and Collection Receptacles,Explosive and Thermic Compositions or Charges,Wireworking,Land Vehicles: Dumping,Textiles: Ironing or Smoothing,Railway Draft Appliances,"Superconductor Technology: Apparatus, Material, Process","Combinatorial Chemistry Technology: Method, Library, Apparatus",Advancing Material of Indeterminate Length,Mineral Oils: Apparatus,Modulators,Imperforate Bowl: Centrifugal Separators,Jewelry,"Books, Strips, and Leaves",Electrophotography,Printed Matter,Textiles: Fluid Treating Apparatus,Ammunition and Explosive-Charge Making,Electricity: Motor Control Systems,"Textiles: Spinning, Twisting, and Twining",Elongated-Member-Driving Apparatus,Severing by Tearing or Breaking,Foundation Garments,Electricity: Single Generator Systems,Chucks or Sockets,Chemistry: Physical Processes,"Purses, Wallets, and Protective Covers","Cutters, for Shaping",Compound Hand Tools,Trunks and Hand-Carried Luggage,Electricity: Electrothermally or Thermally Actuated Switches,Undertaking,Railways: Surface Track,"Interrelated Power Delivery Controls, Including Engine Control",Demodulators,Railway Switches and Signals,Vehicle Fenders,Stone Working,Concentrating Evaporators,"Conveyors, Chutes, Skids, Guides, and Ways",Dynamic Optical Information Storage or Retrieval,"Distillation: Processes, Thermolytic",Industrial Electric Heating Furnaces,Binder Device Releasably Engaging Aperture or Notch of Sheet,Heating Systems,Telegraphy,Merchandising,Textiles: Knitting,"Safes, Bank Protection, or a Related Device",Electricity: Transmission To Vehicles,Sheet-Material Associating,Optics: Motion Pictures,"Chain, Staple, and Horseshoe Making","Sugar, Starch, and Carbohydrates",Textiles: Manufacturing,Wheelwright Machines,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Boot and Shoe Making,Textiles: Weaving,Farriery,"Books, Strips, and Leaves for Manifolding","Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Textiles: Braiding, Netting, and Lace Making",Unearthing Plants or Buried Objects,"Selective Cutting (e.g., Punching)","Bee Culture (propagating, raising, caring for bees)",Chemistry of Carbon Compounds,Knots and Knot Tying,Coin Handling,Tool Changing,Bookbinding: Process and Apparatus,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Wheel Substitutes for Land Vehicles,Tuners,Sheet Metal Container Making,Roll or Roller,Perfume Compositions,"Motors: Spring, Weight, or Animal Powered",Wooden Receptacles,Whips and Whip Apparatus,"Brush, Broom, and Mop Making",Crop Threshing or Separating,Textiles: Cloth Finishing,Leather Manufactures,Wood Turning,Type Casting,Electric Lamp and Discharge Devices: Consumable Electrodes
Texas,1714,1148,403,93,755,574,274,218,631,82,17,102,85,325,33,94,126,334,472,103,425,22,118,208,72,19,197,325,80,334,167,272,118,97,170,84,225,218,56,277,223,263,360,4,252,174,71,4,153,65,159,243,229,80,45,3,45,128,115,160,21,95,87,60,169,142,91,67,87,91,81,82,140,109,60,152,40,97,24,88,15,102,49,155,99,67,78,68,9,12,78,45,47,136,108,33,68,66,109,128,112,102,75,66,38,72,131,63,42,75,64,67,76,20,67,110,50,9,35,64,2,65,67,71,57,47,49,59,28,53,23,54,52,30,8,54,36,45,51,60,43,52,50,45,72,29,41,48,57,55,10,55,48,58,41,35,22,48,26,31,34,71,70,37,46,19,48,37,39,76,51,5,42,37,49,39,45,29,41,4,15,40,35,41,40,56,35,21,24,42,17,20,32,25,26,49,33,42,20,31,34,26,40,25,36,10,19,36,23,34,46,63,13,35,48,15,16,17,20,19,25,14,22,37,22,28,18,15,46,28,34,30,18,24,13,24,13,20,7,12,10,4,13,10,8,19,29,14,13,9,23,12,27,34,6,15,8,7,16,29,17,27,18,18,13,17,20,11,5,20,18,4,10,14,15,13,18,4,28,16,19,9,15,18,11,15,9,12,14,11,2,5,7,4,11,8,18,23,3,15,8,8,9,9,12,6,5,6,8,8,11,3,4,0,5,7,11,8,2,10,3,8,5,6,5,4,6,6,2,8,5,1,2,2,8,4,5,2,0,2,8,1,8,3,3,2,0,0,4,6,1,5,3,2,4,3,1,0,3,2,2,5,3,0,1,0,3,4,0,0,1,0,1,2,0,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
