,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Organic Compounds (includes Classes 532-570),"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Surgery (instruments),Stock Material or Miscellaneous Articles,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Radiant Energy,Chemistry of Inorganic Compounds,Surgery (includes Class 600),Chemistry: Molecular Biology and Microbiology,Liquid Purification or Separation,Plastic and Nonmetallic Article Shaping or Treating: Processes,Measuring and Testing,Electric Heating,Communications: Electrical,"Static Structures (e.g., Buildings)",Sewing,Material or Article Handling,Fluid Handling,Metal Working,"Supports (e.g., for holding articles, etc.)",Refrigeration,Adhesive Bonding and Miscellaneous Chemical Manufacture,Special Receptacle or Package,Stoves and Furnaces,Land Vehicles,Electricity: Conductors and Insulators,Chemistry: Electrical and Wave Energy,Surgery (Medicators and Receptors),Optics: Measuring and Testing,Illumination,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Electrical Connectors,Coating Processes,Compositions,Games Using Tangible Projectile,"DP: Measuring, Calibrating, or Testing (Data Processing)",Television,Internal-Combustion Engines,Music,Apparel,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Plastic Article or Earthenware Shaping or Treating: Apparatus,Chairs and Seats,Receptacles,Electricity: Measuring and Testing,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing","DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Brushing, Scrubbing, and General Cleaning",Animal Husbandry,Tools,Heat Exchange,"Fishing, Trapping, and Vermin Destroying",Compositions: Coating or Plastic,Dispensing (apparatus and process),Electricity: Electrical Systems and Devices,DP: Generic Control Systems or Specific Applications (Data Processing),Harvesters,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Pumps,Geometrical Instruments,Cutting,Electric Lamp and Discharge Devices: Systems,Supports: Racks,Cutlery,Paper Making and Fiber Liberation,"Food or Edible Material: Processes, Compositions, and Products",Cleaning and Liquid Contact with Solids,Abrading,Machine Element or Mechanism,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Beds,Ships,Electrical Generator or Motor Structure,"Induced Nuclear Reactions: Processes, Systems, and Elements",Image Analysis,"Winding, Tensioning, or Guiding",Exercise Devices,Liquid Heaters and Vaporizers,Motor Vehicles,Pipe Joints or Couplings,"Classifying, Separating, and Assorting Solids",Metal Deforming,"Boots, Shoes, and Leggings",Power Plants,Electricity: Circuit Makers and Breakers,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Metal Treatment,"Fluid Sprinkling, Spraying, and Diffusing",Land Vehicles: Bodies and Tops,"Baths, Closets, Sinks, and Spittoons",Supports: Cabinet Structure,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Automatic Temperature and Humidity Regulation,Electricity: Motive Power Systems,Telephonic Communications,Dentistry,"Envelopes, Wrappers, and Paperboard Boxes",X-Ray or Gamma Ray Systems or Devices,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",DP: Database and File Management or Data Structures (Data Processing),Tobacco,Gas Separation: Processes,Woodworking,Chemistry: Analytical and Immunological Testing,"Buckles, Buttons, Clasps, Etc.","Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Implements or Apparatus for Applying Pushing or Pulling Force,Amusement Devices: Games,Optical: Systems and Elements,"Surgery: Light, Thermal, and Electrical Application",Conveyors: Power-Driven,Electrical Audio Signal Processing Systems and Devices,Textiles: Manufacturing,Movable or Removable Closures,Package Making,Gas Separation,Telecommunications,Firearms,"Surgery: Splint, Brace, or Bandage",Horizontally Supported Planar Surfaces,Optical Waveguides,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Drying and Gas or Vapor Contact with Solids,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Combustion,Plant Husbandry,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Foods and Beverages: Apparatus,Furnaces,"Fire Escape, Ladder, or Scaffold",Handling: Hand and Hoist-Line Implements,"Agitating (e.g., of articles and materials)",Bottles and Jars,Alloys or Metallic Compositions,"Card, Picture, or Sign Exhibiting",Education and Demonstration,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Coating Apparatus,Presses,Hydraulic and Earth Engineering,Land Vehicles: Wheels and Axles,"Road Structure, Process, or Apparatus",Closure Fasteners,Incremental Printing of Symbolic Information,Ammunition and Explosives,Joints and Connections,Plant Protecting and Regulating Compositions,Textiles: Fiber Preparation,Pulse or Digital Communications,Amusement Devices: Toys,Metal Founding,Article Dispensing,Valves and Valve Actuation,Cutting by Use of Rotating Axially Moving Tool,Semiconductor Device Manufacturing: Process,Pipes and Tubular Conduits,Ventilation,Ordnance,Solid Material Comminution or Disintegration,Imperforate Bowl: Centrifugal Separators,Compositions: Ceramic,Glass Manufacturing,Gas Separation: Apparatus,Thermal Measuring and Testing,Package and Article Carriers,Wheelwright Machines,Metal Fusion Bonding,"Textiles: Spinning, Twisting, and Twining",Textiles: Knitting,Locks,Electric Resistance Heating Devices,"Fluid Reaction Surfaces (i.e., Impellers)",Powder Metallurgy Processes,Brakes,Computer Graphics Processing and Selective Visual Display Systems,"Gear Cutting, Milling, or Planing",Freight Accommodation On Freight Carrier,Mechanical Guns and Projectors,Toilet,"Turning (e.g., for metal working)","Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor","Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener","DP: Vehicles, Navigation, and Relative Location (Data Processing)",DP: Artificial Intelligence (Data Processing),Elongated-Member-Driving Apparatus,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)","Optics: Eye Examining, Vision Testing and Correcting",Hazardous or Toxic Waste Destruction or Containment,Conveyors: Fluid Current,Heating,Support (Electrical Computers and Digital Processing Systems),Sheet-Material Associating,Seal for a Joint or Juncture,Mining or In Situ Disintegration of Hard Material,Electrical Transmission or Interconnection Systems,Work Holders,Fuel and Related Compositions,Earth Working,Acoustics,Aeronautics and Astronautics,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Photography,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Gas and Liquid Contact Apparatus,Signals and Indicators,Metallurgical Apparatus,Electric Lamp and Discharge Devices,Multiplex Communications,Expansible Chamber Devices,Deposit and Collection Receptacles,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Apparel Apparatus,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Typewriting Machines,"Superconductor Technology: Apparatus, Material, Process",Information Security,"Tent, Canopy, Umbrella, or Cane",Coating Implements with Material Supply,Horology: Time Measuring Systems or Devices,Marine Propulsion,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Chemistry of Hydrocarbon Compounds,Railways,Electricity: Battery or Capacitor Charging or Discharging,Amusement Devices: Games,Bearings,Butchering,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","Distillation: Processes, Separatory",Fences,"Cutters, for Shaping",Excavating,Motors: Expansible Chamber Type,Advancing Material of Indeterminate Length,Amplifiers,Rotary Kinetic Fluid Motors or Pumps,Coin Handling,Printing,Wireworking,Resilient Tires and Wheels,Tool Driving or Impacting,Weighing Scales,Coded Data Generation or Conversion,Communications: Radio Wave Antennas,Rotary Expansible Chamber Devices,Surgery: Kinesitherapy,Input/Output (Electrical Computers and Digital Data Processing Systems),Clutches and Power-Stop Control,Harness for Working Animal,Textiles: Fluid Treating Apparatus,Chemistry: Fertilizers,Amusement Devices,Gas: Heating and Illuminating,Ammunition and Explosive-Charge Making,"Flexible or Portable Closure, Partition, or Panel","Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Trunks and Hand-Carried Luggage,Mineral Oils: Processes and Products,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Electric Power Conversion Systems,Coherent Light Generators,Industrial Electric Heating Furnaces,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)","DP: Software Development, Installation, and Management (Data Processing)",Railway Rolling Stock,Batteries: Thermoelectric and Photoelectric,Explosive and Thermic Compositions or Charges,Fire Extinguishers,"Distillation: Processes, Thermolytic",Distillation: Apparatus,Inductor Devices,Flexible Bags,Memory (Electrical Computers and Digital Processing Systems),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Interactive Video Distribution Systems,Telegraphy,Sheet Feeding or Delivering,Electricity: Electrothermally or Thermally Actuated Switches,Endless Belt Power Transmission Systems or Components,Error Detection/Correction and Fault Detection/Recovery,Boot and Shoe Making,Boring or Penetrating the Earth,Static Molds,Spring Devices,Printed Matter,Wave Transmission Lines and Networks,Dynamic Information Storage or Retrieval,Textiles: Weaving,Etching a Substrate: Processes,Electricity: Power Supply or Regulation Systems,Electrical Resistors,"Communications, Electrical: Acoustic Wave Systems and Devices","Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Arithmetic Processing and Calculating (Electrical Computers),Planting,Check-Actuated Control Mechanisms,Cryptography,Textiles: Ironing or Smoothing,Lubrication,"Books, Strips, and Leaves",Knots and Knot Tying,"Buoys, Rafts, and Aquatic Devices","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Compound Hand Tools,"Conveyors, Chutes, Skids, Guides, and Ways",High-Voltage Switches with Arc Preventing or Extinguishing Devices,Chucks or Sockets,Prime-Mover Dynamo Plants,Fluid-Pressure and Analogous Brake Systems,Oscillators,Dynamic Magnetic Information Storage or Retrieval,Electrophotography,Electric Lamp or Space Discharge Component or Device Manufacturing,Planetary Gear Transmission Systems or Components,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Bridges,Jewelry,Sheet Metal Container Making,Chemistry: Physical Processes,Land Vehicles: Dumping,Static Information Storage and Retrieval,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Earth Boring, Well Treating, and Oil Field Chemistry",Undertaking,Traversing Hoists,Railways: Surface Track,Railway Switches and Signals,Vehicle Fenders,Optics: Image Projectors,Foundation Garments,Stone Working,Severing by Tearing or Breaking,"Interrelated Power Delivery Controls, Including Engine Control","Combinatorial Chemistry Technology: Method, Library, Apparatus","Abrasive Tool Making Process, Material, or Composition",Heating Systems,"Brush, Broom, and Mop Making",Binder Device Releasably Engaging Aperture or Notch of Sheet,Merchandising,Wheel Substitutes for Land Vehicles,Electronic Digital Logic Circuitry,Recorders,Optics: Motion Pictures,Photocopying,Facsimile and Static Presentation Processing,Textiles: Cloth Finishing,"Textiles: Braiding, Netting, and Lace Making","Safes, Bank Protection, or a Related Device","Purses, Wallets, and Protective Covers","Motors: Spring, Weight, or Animal Powered",Railway Draft Appliances,Chemistry of Carbon Compounds,Modulators,Electricity: Motor Control Systems,Crop Threshing or Separating,Roll or Roller,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),"Chain, Staple, and Horseshoe Making","Metal Tools and Implements, Making",Concentrating Evaporators,Farriery,"Liquid Crystal Cells, Elements and Systems","Books, Strips, and Leaves for Manifolding",Friction Gear Transmission Systems or Components,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),"Sugar, Starch, and Carbohydrates",Wood Turning,Electricity: Transmission To Vehicles,Wooden Receptacles,Whips and Whip Apparatus,Electricity: Single Generator Systems,Optical Communications,Bookbinding: Process and Apparatus,"Bee Culture (propagating, raising, caring for bees)","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Perfume Compositions,Dynamic Optical Information Storage or Retrieval
Tennessee,278,220,96,27,88,17,59,77,44,25,46,46,64,51,23,42,83,42,49,52,50,37,32,31,46,33,15,56,24,14,20,2,16,28,22,20,3,40,27,21,29,60,18,11,20,15,9,3,33,13,15,25,24,15,18,15,6,11,9,15,24,18,17,17,23,13,13,9,16,12,18,13,10,14,17,4,16,13,20,6,10,12,21,12,8,14,15,8,18,16,19,7,2,24,8,14,15,9,3,6,0,4,7,15,8,11,9,4,13,14,2,7,6,11,13,4,6,6,8,2,10,0,7,12,14,9,9,1,6,19,11,10,9,12,16,9,8,7,13,5,3,4,10,12,1,7,13,4,7,1,8,6,11,5,13,5,3,14,6,9,1,18,10,3,9,6,10,9,5,7,7,4,4,4,5,2,3,3,1,13,6,4,9,5,2,1,2,2,3,8,3,7,0,6,4,8,10,5,8,3,3,5,9,8,6,1,5,3,5,2,5,6,0,2,2,2,11,0,1,6,6,6,2,2,5,4,2,2,2,5,6,4,3,3,3,1,3,3,4,8,3,2,4,4,3,6,1,1,1,2,4,6,1,0,0,5,1,6,3,1,9,1,4,3,5,1,0,0,2,1,3,5,4,1,1,0,1,0,7,0,3,2,2,1,5,5,1,3,6,1,2,3,3,4,1,2,5,0,1,4,1,1,1,5,0,3,0,0,1,0,3,0,1,4,4,4,0,2,0,1,3,0,1,0,3,1,1,0,1,3,2,1,2,0,0,1,4,0,0,2,0,2,0,0,4,1,1,2,0,0,1,2,0,1,1,0,0,0,3,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
