,Internal-Combustion Engines,Organic Compounds (includes Classes 532-570),Synthetic Resins or Natural Rubbers (includes Classes 520-528),Land Vehicles,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Land Vehicles: Bodies and Tops,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Measuring and Testing,Machine Element or Mechanism,Power Plants,Chairs and Seats,Metal Working,Stock Material or Miscellaneous Articles,Communications: Electrical,Planetary Gear Transmission Systems or Components,Motor Vehicles,"Static Structures (e.g., Buildings)",Fluid Handling,Plastic and Nonmetallic Article Shaping or Treating: Processes,Clutches and Power-Stop Control,"Supports (e.g., for holding articles, etc.)",Metal Deforming,Liquid Purification or Separation,Electrical Connectors,Electric Heating,Illumination,Brakes,Optical: Systems and Elements,Coating Processes,"Interrelated Power Delivery Controls, Including Engine Control",Adhesive Bonding and Miscellaneous Chemical Manufacture,Conveyors: Power-Driven,Chemistry: Molecular Biology and Microbiology,"Brushing, Scrubbing, and General Cleaning",Refrigeration,Pumps,Electricity: Measuring and Testing,Movable or Removable Closures,Electricity: Motive Power Systems,Material or Article Handling,Surgery (includes Class 600),"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Plastic Article or Earthenware Shaping or Treating: Apparatus,Pipe Joints or Couplings,Electricity: Circuit Makers and Breakers,Games Using Tangible Projectile,Fluid-Pressure and Analogous Brake Systems,"Fluid Sprinkling, Spraying, and Diffusing",Closure Fasteners,Geometrical Instruments,Special Receptacle or Package,Abrading,Electrical Generator or Motor Structure,Receptacles,Radiant Energy,Electricity: Electrical Systems and Devices,Package and Article Carriers,Joints and Connections,Chemistry of Inorganic Compounds,DP: Generic Control Systems or Specific Applications (Data Processing),Cleaning and Liquid Contact with Solids,Heat Exchange,Supports: Cabinet Structure,Metal Founding,Optics: Measuring and Testing,"Winding, Tensioning, or Guiding","Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Surgery (Medicators and Receptors),"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener","Buckles, Buttons, Clasps, Etc.",Chemistry: Electrical and Wave Energy,Metal Treatment,Dispensing (apparatus and process),Telecommunications,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Compositions,Seal for a Joint or Juncture,Surgery (instruments),Spring Devices,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Cutting,"DP: Measuring, Calibrating, or Testing (Data Processing)","Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Bearings,Valves and Valve Actuation,"Food or Edible Material: Processes, Compositions, and Products",Electrical Transmission or Interconnection Systems,Land Vehicles: Wheels and Axles,Rotary Expansible Chamber Devices,"Fishing, Trapping, and Vermin Destroying",Apparel,Gas and Liquid Contact Apparatus,Electricity: Conductors and Insulators,Supports: Racks,Cutting by Use of Rotating Axially Moving Tool,Horizontally Supported Planar Surfaces,Expansible Chamber Devices,Ventilation,"Card, Picture, or Sign Exhibiting",Beds,Motors: Expansible Chamber Type,Image Analysis,"Baths, Closets, Sinks, and Spittoons",Vehicle Fenders,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Freight Accommodation On Freight Carrier,Work Holders,Electric Lamp and Discharge Devices: Systems,Electricity: Battery or Capacitor Charging or Discharging,Endless Belt Power Transmission Systems or Components,Compositions: Coating or Plastic,Acoustics,Electrical Audio Signal Processing Systems and Devices,Metal Fusion Bonding,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Package Making,"Cutters, for Shaping",Coating Apparatus,"Envelopes, Wrappers, and Paperboard Boxes",Drying and Gas or Vapor Contact with Solids,Amusement Devices: Games,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Handling: Hand and Hoist-Line Implements,Computer Graphics Processing and Selective Visual Display Systems,Stoves and Furnaces,"Gear Cutting, Milling, or Planing",Ships,Animal Husbandry,Railways,Rotary Kinetic Fluid Motors or Pumps,Pipes and Tubular Conduits,Semiconductor Device Manufacturing: Process,Exercise Devices,Locks,Communications: Radio Wave Antennas,Television,Implements or Apparatus for Applying Pushing or Pulling Force,Mechanical Guns and Projectors,Tools,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Textiles: Fluid Treating Apparatus,Chucks or Sockets,Hydraulic and Earth Engineering,"Turning (e.g., for metal working)","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Gas Separation,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Foods and Beverages: Apparatus,"Agitating (e.g., of articles and materials)",Gas Separation: Apparatus,"Classifying, Separating, and Assorting Solids",Signals and Indicators,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Flexible or Portable Closure, Partition, or Panel",Printing,Education and Demonstration,Chemistry: Analytical and Immunological Testing,Cutlery,Harvesters,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)","Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Music,Lubrication,Multiplex Communications,Automatic Temperature and Humidity Regulation,Electric Lamp and Discharge Devices,Glass Manufacturing,Solid Material Comminution or Disintegration,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Bottles and Jars,Compositions: Ceramic,Dentistry,Presses,Plant Husbandry,"Fire Escape, Ladder, or Scaffold",Chemistry of Hydrocarbon Compounds,Ordnance,Sheet Feeding or Delivering,DP: Database and File Management or Data Structures (Data Processing),Optical Waveguides,Prime-Mover Dynamo Plants,Powder Metallurgy Processes,Plant Protecting and Regulating Compositions,Alloys or Metallic Compositions,Firearms,Resilient Tires and Wheels,Amusement Devices: Toys,Heating,Dynamic Magnetic Information Storage or Retrieval,Thermal Measuring and Testing,"Surgery: Splint, Brace, or Bandage","Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Batteries: Thermoelectric and Photoelectric,Gas Separation: Processes,"Boots, Shoes, and Leggings","Fluid Reaction Surfaces (i.e., Impellers)",Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Aeronautics and Astronautics,Combustion,Article Dispensing,Woodworking,Coded Data Generation or Conversion,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)","Road Structure, Process, or Apparatus",Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Fuel and Related Compositions,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Earth Working,Electrical Resistors,X-Ray or Gamma Ray Systems or Devices,Apparel Apparatus,Electric Power Conversion Systems,Metallurgical Apparatus,Static Information Storage and Retrieval,Excavating,Fire Extinguishers,Dynamic Information Storage or Retrieval,Input/Output (Electrical Computers and Digital Data Processing Systems),Flexible Bags,Static Molds,Coherent Light Generators,Error Detection/Correction and Fault Detection/Recovery,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,"Tent, Canopy, Umbrella, or Cane",Electricity: Electrothermally or Thermally Actuated Switches,Ammunition and Explosives,Pulse or Digital Communications,Telephonic Communications,Coating Implements with Material Supply,Surgery: Kinesitherapy,Toilet,Explosive and Thermic Compositions or Charges,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Marine Propulsion,Support (Electrical Computers and Digital Processing Systems),"Wells (shafts or deep borings in the earth, e.g., for oil and gas)","Liquid Crystal Cells, Elements and Systems","Abrasive Tool Making Process, Material, or Composition",Electric Resistance Heating Devices,"Surgery: Light, Thermal, and Electrical Application","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Heating Systems,Photocopying,Information Security,Paper Making and Fiber Liberation,Typewriting Machines,Inductor Devices,Etching a Substrate: Processes,"Optics: Eye Examining, Vision Testing and Correcting",Photography,Conveyors: Fluid Current,Railway Rolling Stock,Weighing Scales,Electricity: Power Supply or Regulation Systems,Arithmetic Processing and Calculating (Electrical Computers),Electricity: Single Generator Systems,Butchering,"DP: Software Development, Installation, and Management (Data Processing)",Incremental Printing of Symbolic Information,Tool Driving or Impacting,Advancing Material of Indeterminate Length,Wave Transmission Lines and Networks,Furnaces,"Conveyors, Chutes, Skids, Guides, and Ways",Wheel Substitutes for Land Vehicles,DP: Artificial Intelligence (Data Processing),Fences,"Induced Nuclear Reactions: Processes, Systems, and Elements",Amplifiers,Facsimile and Static Presentation Processing,"Communications, Electrical: Acoustic Wave Systems and Devices",Wireworking,Severing by Tearing or Breaking,Liquid Heaters and Vaporizers,Boring or Penetrating the Earth,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Deposit and Collection Receptacles,"Buoys, Rafts, and Aquatic Devices",Oscillators,Wheelwright Machines,Sewing,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus","Distillation: Processes, Separatory",Traversing Hoists,Horology: Time Measuring Systems or Devices,"Metal Tools and Implements, Making",Tobacco,Check-Actuated Control Mechanisms,Optics: Image Projectors,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Electrophotography,Bridges,Stone Working,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Elongated-Member-Driving Apparatus,Friction Gear Transmission Systems or Components,Electricity: Motor Control Systems,"Earth Boring, Well Treating, and Oil Field Chemistry",Amusement Devices: Games,Amusement Devices,Memory (Electrical Computers and Digital Processing Systems),Printed Matter,Tool Changing,Interactive Video Distribution Systems,Mining or In Situ Disintegration of Hard Material,Industrial Electric Heating Furnaces,Jewelry,Chemistry: Physical Processes,"Textiles: Spinning, Twisting, and Twining",Planting,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Cryptography,Electric Lamp or Space Discharge Component or Device Manufacturing,Harness for Working Animal,Imperforate Bowl: Centrifugal Separators,Mineral Oils: Processes and Products,Foundation Garments,Gas: Heating and Illuminating,Recorders,Compound Hand Tools,Undertaking,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Railways: Surface Track,"Superconductor Technology: Apparatus, Material, Process",Boot and Shoe Making,Ammunition and Explosive-Charge Making,Knots and Knot Tying,Hazardous or Toxic Waste Destruction or Containment,Motion Video Signal Processing for Recording or Reproducing,"Purses, Wallets, and Protective Covers",Trunks and Hand-Carried Luggage,Electricity: Transmission To Vehicles,Distillation: Apparatus,Land Vehicles: Dumping,Electronic Digital Logic Circuitry,Optics: Motion Pictures,"Combinatorial Chemistry Technology: Method, Library, Apparatus",Textiles: Ironing or Smoothing,Chemistry: Fertilizers,"Safes, Bank Protection, or a Related Device",Optical Communications,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Telegraphy,Crop Threshing or Separating,Textiles: Knitting,"Chain, Staple, and Horseshoe Making","Sugar, Starch, and Carbohydrates","Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Roll or Roller,Sheet-Material Associating,Modulators,Railway Draft Appliances,"Selective Cutting (e.g., Punching)","Books, Strips, and Leaves",Unearthing Plants or Buried Objects,Railway Switches and Signals,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Bee Culture (propagating, raising, caring for bees)",Textiles: Manufacturing,Wooden Receptacles,Demodulators,"Books, Strips, and Leaves for Manifolding","Textiles: Braiding, Netting, and Lace Making",Concentrating Evaporators,Wire Fabrics and Structure,Sheet Metal Container Making,Coin Handling,Farriery,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]","Motors: Spring, Weight, or Animal Powered","Distillation: Processes, Thermolytic","Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",Perfume Compositions,Textiles: Weaving,Merchandising,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Electric Lamp and Discharge Devices: Consumable Electrodes,Chemistry of Carbon Compounds,"Brush, Broom, and Mop Making",Textiles: Fiber Preparation,Textiles: Cloth Finishing,Mineral Oils: Apparatus,Type Casting,Bookbinding: Process and Apparatus,Dynamic Optical Information Storage or Retrieval,Leather Manufactures,Whips and Whip Apparatus,Button Making,Wood Turning,Track Sanders,Tuners
Michigan,1161,202,367,759,2583,860,439,332,311,906,461,342,318,582,745,317,215,161,147,217,144,146,107,193,136,293,136,241,176,340,139,67,186,170,148,97,145,121,84,39,239,361,45,56,23,86,54,64,100,36,62,28,119,118,90,128,63,53,92,193,139,53,51,44,95,16,30,102,64,67,55,47,39,291,85,54,77,200,52,87,23,133,49,40,45,44,100,30,32,27,57,19,39,34,16,57,25,54,30,79,7,133,48,69,55,31,49,80,189,70,21,50,135,56,19,45,25,8,34,14,56,14,159,93,37,110,15,17,25,29,11,52,36,70,42,20,48,154,24,52,18,17,42,9,24,7,105,41,54,17,34,22,22,19,20,23,13,8,25,37,9,7,76,34,15,26,17,89,14,50,11,21,67,33,10,27,7,28,19,2,36,12,86,33,58,9,6,6,34,18,10,4,2,26,28,16,20,53,38,20,13,83,28,5,9,12,16,7,30,2,14,57,1,4,18,2,16,7,32,10,37,1,28,35,1,39,40,33,9,8,23,38,29,13,16,13,18,5,6,47,12,16,6,11,30,53,16,0,73,7,0,12,13,5,9,2,8,4,10,3,4,1,48,27,7,0,10,2,1,4,29,5,2,4,16,3,1,2,5,2,4,1,5,9,14,11,0,5,0,6,0,3,2,4,3,0,5,5,0,4,2,0,11,13,7,11,2,2,28,1,2,4,0,5,0,17,8,5,0,1,0,4,4,0,1,6,14,3,0,2,2,14,1,2,3,3,2,1,0,0,0,11,2,6,0,3,3,8,0,0,2,2,4,2,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
