,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Chemistry: Molecular Biology and Microbiology,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,"Fishing, Trapping, and Vermin Destroying",Refrigeration,Animal Husbandry,Organic Compounds (includes Classes 532-570),Land Vehicles,Metal Working,Rotary Expansible Chamber Devices,"Road Structure, Process, or Apparatus",Material or Article Handling,Electrical Connectors,Measuring and Testing,Communications: Electrical,"Static Structures (e.g., Buildings)",Pumps,Surgery (includes Class 600),"Brushing, Scrubbing, and General Cleaning",Geometrical Instruments,Liquid Purification or Separation,Conveyors: Power-Driven,Fluid Handling,Stoves and Furnaces,Dispensing (apparatus and process),Surgery (instruments),"Supports (e.g., for holding articles, etc.)",Harvesters,Chemistry of Inorganic Compounds,Ships,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Mechanical Guns and Projectors,Earth Working,"Fluid Sprinkling, Spraying, and Diffusing","Food or Edible Material: Processes, Compositions, and Products",Butchering,Games Using Tangible Projectile,Package Making,Land Vehicles: Bodies and Tops,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Stock Material or Miscellaneous Articles,"Baths, Closets, Sinks, and Spittoons",Special Receptacle or Package,Amusement Devices: Games,Exercise Devices,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Check-Actuated Control Mechanisms,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Plastic and Nonmetallic Article Shaping or Treating: Processes,Tools,Horizontally Supported Planar Surfaces,Internal-Combustion Engines,Supports: Racks,Apparel,Firearms,"Fire Escape, Ladder, or Scaffold",Receptacles,Optics: Measuring and Testing,Beds,Illumination,Plastic Article or Earthenware Shaping or Treating: Apparatus,Amusement Devices: Toys,Metal Founding,Supports: Cabinet Structure,Cutting,Foods and Beverages: Apparatus,Woodworking,Adhesive Bonding and Miscellaneous Chemical Manufacture,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Printed Matter,Abrading,"Envelopes, Wrappers, and Paperboard Boxes",Compositions,Motor Vehicles,Electricity: Conductors and Insulators,Electrical Generator or Motor Structure,Hydraulic and Earth Engineering,"DP: Measuring, Calibrating, or Testing (Data Processing)",Plant Husbandry,Boring or Penetrating the Earth,Freight Accommodation On Freight Carrier,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","DP: Vehicles, Navigation, and Relative Location (Data Processing)",Machine Element or Mechanism,Music,Ammunition and Explosives,Cleaning and Liquid Contact with Solids,Electric Heating,"Winding, Tensioning, or Guiding",Chairs and Seats,Marine Propulsion,"Superconductor Technology: Apparatus, Material, Process",Surgery (Medicators and Receptors),Mineral Oils: Processes and Products,Article Dispensing,Package and Article Carriers,Pipe Joints or Couplings,Handling: Hand and Hoist-Line Implements,"Agitating (e.g., of articles and materials)",Education and Demonstration,"Classifying, Separating, and Assorting Solids",Solid Material Comminution or Disintegration,Aeronautics and Astronautics,Implements or Apparatus for Applying Pushing or Pulling Force,Electricity: Motive Power Systems,Cutlery,Planting,Radiant Energy,Gas and Liquid Contact Apparatus,Flexible Bags,Coating Processes,Endless Belt Power Transmission Systems or Components,"Surgery: Light, Thermal, and Electrical Application","Buckles, Buttons, Clasps, Etc.",Locks,Ordnance,Electricity: Electrical Systems and Devices,Semiconductor Device Manufacturing: Process,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Valves and Valve Actuation,"Fluid Reaction Surfaces (i.e., Impellers)",Metal Deforming,Printing,Electricity: Measuring and Testing,Rotary Kinetic Fluid Motors or Pumps,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Dentistry,DP: Database and File Management or Data Structures (Data Processing),Gas Separation,Furnaces,Closure Fasteners,Communications: Radio Wave Antennas,Chemistry: Analytical and Immunological Testing,Telecommunications,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Card, Picture, or Sign Exhibiting","Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Wheelwright Machines,Work Holders,Coating Implements with Material Supply,Movable or Removable Closures,Compositions: Coating or Plastic,Toilet,Acoustics,Electrical Audio Signal Processing Systems and Devices,Combustion,Chemistry of Hydrocarbon Compounds,Surgery: Kinesitherapy,DP: Generic Control Systems or Specific Applications (Data Processing),Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Drying and Gas or Vapor Contact with Solids,"Boots, Shoes, and Leggings",Power Plants,Sewing,Distillation: Apparatus,Television,"Optics: Eye Examining, Vision Testing and Correcting","Surgery: Splint, Brace, or Bandage",Presses,"Tent, Canopy, Umbrella, or Cane",Pipes and Tubular Conduits,Heat Exchange,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Brakes,Automatic Temperature and Humidity Regulation,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Coded Data Generation or Conversion,Optical: Systems and Elements,Image Analysis,Bridges,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Chemistry: Electrical and Wave Energy,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Horology: Time Measuring Systems or Devices,Pulse or Digital Communications,Telephonic Communications,Compositions: Ceramic,Plant Protecting and Regulating Compositions,Chemistry: Fertilizers,Gas Separation: Processes,Gas Separation: Apparatus,Electricity: Circuit Makers and Breakers,Traversing Hoists,Static Molds,Electrical Transmission or Interconnection Systems,Joints and Connections,Cutting by Use of Rotating Axially Moving Tool,Heating,Interactive Video Distribution Systems,Signals and Indicators,Explosive and Thermic Compositions or Charges,Resilient Tires and Wheels,"Flexible or Portable Closure, Partition, or Panel",Paper Making and Fiber Liberation,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Heating Systems,Electricity: Battery or Capacitor Charging or Discharging,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Coin Handling,Harness for Working Animal,Tobacco,Fire Extinguishers,Tool Driving or Impacting,Weighing Scales,Deposit and Collection Receptacles,Mining or In Situ Disintegration of Hard Material,Electric Lamp and Discharge Devices: Systems,Electric Power Conversion Systems,"Communications, Electrical: Acoustic Wave Systems and Devices",Electric Resistance Heating Devices,Conveyors: Fluid Current,"Gear Cutting, Milling, or Planing",Foundation Garments,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)","DP: Software Development, Installation, and Management (Data Processing)",Compound Hand Tools,Textiles: Knitting,Coating Apparatus,Wireworking,Clutches and Power-Stop Control,"Distillation: Processes, Separatory",Bottles and Jars,Apparel Apparatus,Metal Fusion Bonding,Seal for a Joint or Juncture,Prime-Mover Dynamo Plants,Electronic Digital Logic Circuitry,Multiplex Communications,"Induced Nuclear Reactions: Processes, Systems, and Elements","Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Support (Electrical Computers and Digital Processing Systems),Textiles: Fiber Preparation,Undertaking,Excavating,Fuel and Related Compositions,"Metal Tools and Implements, Making","Turning (e.g., for metal working)",Liquid Heaters and Vaporizers,Stone Working,Batteries: Thermoelectric and Photoelectric,Lubrication,"Conveyors, Chutes, Skids, Guides, and Ways",Metallurgical Apparatus,Chucks or Sockets,Knots and Knot Tying,Fluid-Pressure and Analogous Brake Systems,Electric Lamp and Discharge Devices,Amplifiers,Facsimile and Static Presentation Processing,Dynamic Information Storage or Retrieval,"Buoys, Rafts, and Aquatic Devices",Ventilation,Crop Threshing or Separating,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Information Security,"Chain, Staple, and Horseshoe Making",Ammunition and Explosive-Charge Making,Motors: Expansible Chamber Type,Railways,Railway Rolling Stock,"Purses, Wallets, and Protective Covers",Elongated-Member-Driving Apparatus,Fences,Spring Devices,Vehicle Fenders,Electricity: Power Supply or Regulation Systems,Inductor Devices,X-Ray or Gamma Ray Systems or Devices,Optical Waveguides,Electricity: Motor Control Systems,"Cutters, for Shaping","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Input/Output (Electrical Computers and Digital Data Processing Systems),Memory (Electrical Computers and Digital Processing Systems),Error Detection/Correction and Fault Detection/Recovery,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Textiles: Ironing or Smoothing,Gas: Heating and Illuminating,"Abrasive Tool Making Process, Material, or Composition",Expansible Chamber Devices,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Concentrating Evaporators,"Motors: Spring, Weight, or Animal Powered",Etching a Substrate: Processes,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Severing by Tearing or Breaking,Sheet Feeding or Delivering,Land Vehicles: Wheels and Axles,Electricity: Single Generator Systems,Electricity: Electrothermally or Thermally Actuated Switches,Computer Graphics Processing and Selective Visual Display Systems,Recorders,Static Information Storage and Retrieval,Photography,Optical Communications,Powder Metallurgy Processes,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Amusement Devices,"Interrelated Power Delivery Controls, Including Engine Control","Earth Boring, Well Treating, and Oil Field Chemistry",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Hazardous or Toxic Waste Destruction or Containment,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Arithmetic Processing and Calculating (Electrical Computers),Chemistry: Physical Processes,Textiles: Manufacturing,"Textiles: Spinning, Twisting, and Twining",Jewelry,Glass Manufacturing,"Safes, Bank Protection, or a Related Device","Sugar, Starch, and Carbohydrates",Coopering,Metal Treatment,Unearthing Plants or Buried Objects,Telegraphy,Merchandising,Trunks and Hand-Carried Luggage,Type Casting,"Distillation: Processes, Thermolytic",Railway Draft Appliances,Advancing Material of Indeterminate Length,Whips and Whip Apparatus,Land Vehicles: Dumping,Oscillators,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Incremental Printing of Symbolic Information,Dynamic Magnetic Information Storage or Retrieval,Thermal Measuring and Testing,Bearings,Binder Device Releasably Engaging Aperture or Notch of Sheet,Bookbinding: Process and Apparatus,Sheet Metal Container Making,Alloys or Metallic Compositions,Electric Lamp or Space Discharge Component or Device Manufacturing,Planetary Gear Transmission Systems or Components,Friction Gear Transmission Systems or Components,Roll or Roller,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems)
Arkansas,70,70,31,17,26,21,21,20,15,55,14,14,24,19,22,14,33,25,20,16,4,23,6,4,9,12,10,6,3,9,8,4,3,8,16,11,14,10,6,10,10,6,5,4,8,8,3,5,8,10,6,11,8,9,11,7,7,8,5,6,1,7,10,1,2,4,3,12,14,10,6,6,11,4,11,6,2,9,6,5,3,6,7,2,7,4,4,7,1,2,2,0,8,7,1,5,2,4,3,3,2,2,5,1,0,4,4,5,2,3,6,0,4,2,2,4,4,7,7,1,2,1,0,1,4,2,3,5,2,1,1,2,6,4,1,1,2,0,4,6,0,2,0,4,1,0,1,1,3,3,2,3,1,1,0,6,2,6,2,1,1,0,1,3,0,0,0,5,6,1,2,4,4,0,6,0,3,1,0,2,0,1,1,0,3,0,0,0,0,2,2,0,0,0,2,0,1,2,1,3,0,1,0,3,1,2,1,1,0,1,1,2,3,2,2,2,2,0,1,0,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,3,1,2,0,3,1,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,2,1,2,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,2,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
