,Telecommunications,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Telephonic Communications,Multiplex Communications,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Stock Material or Miscellaneous Articles,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Communications: Electrical,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Special Receptacle or Package,Surgery (Medicators and Receptors),Surgery (includes Class 600),Optical Waveguides,Chemistry: Molecular Biology and Microbiology,"Static Structures (e.g., Buildings)","Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Organic Compounds (includes Classes 532-570),Interactive Video Distribution Systems,Adhesive Bonding and Miscellaneous Chemical Manufacture,Dispensing (apparatus and process),DP: Database and File Management or Data Structures (Data Processing),"Envelopes, Wrappers, and Paperboard Boxes",Liquid Purification or Separation,Illumination,Plastic and Nonmetallic Article Shaping or Treating: Processes,Electricity: Electrical Systems and Devices,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Refrigeration,Information Security,Surgery (instruments),Land Vehicles,Package Making,Measuring and Testing,Sewing,Compositions: Coating or Plastic,Metal Working,Electrical Connectors,Coating Processes,Supports: Racks,DP: Generic Control Systems or Specific Applications (Data Processing),"Supports (e.g., for holding articles, etc.)",Apparel,Paper Making and Fiber Liberation,Receptacles,Pulse or Digital Communications,Electricity: Conductors and Insulators,Beds,"Fluid Sprinkling, Spraying, and Diffusing",Support (Electrical Computers and Digital Processing Systems),Electricity: Measuring and Testing,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Butchering,Games Using Tangible Projectile,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Television,"Food or Edible Material: Processes, Compositions, and Products","DP: Measuring, Calibrating, or Testing (Data Processing)",Fluid Handling,"Winding, Tensioning, or Guiding","Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Hydraulic and Earth Engineering,Animal Husbandry,Plastic Article or Earthenware Shaping or Treating: Apparatus,Image Analysis,Optics: Measuring and Testing,Computer Graphics Processing and Selective Visual Display Systems,"Brushing, Scrubbing, and General Cleaning","Chemistry: Electrical Current Producing Apparatus, Product, and Process",Conveyors: Power-Driven,Electricity: Battery or Capacitor Charging or Discharging,Communications: Radio Wave Antennas,Exercise Devices,Material or Article Handling,Optical Communications,Chemistry of Inorganic Compounds,"Classifying, Separating, and Assorting Solids",Error Detection/Correction and Fault Detection/Recovery,"Card, Picture, or Sign Exhibiting",Electric Heating,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Land Vehicles: Bodies and Tops,Article Dispensing,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Cutting,Geometrical Instruments,Electricity: Circuit Makers and Breakers,Foods and Beverages: Apparatus,Aeronautics and Astronautics,Radiant Energy,Amusement Devices: Games,"Fishing, Trapping, and Vermin Destroying",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Power Plants,Amusement Devices: Games,Stoves and Furnaces,Input/Output (Electrical Computers and Digital Data Processing Systems),Harvesters,Cryptography,"DP: Software Development, Installation, and Management (Data Processing)",Horizontally Supported Planar Surfaces,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Optical: Systems and Elements,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Baths, Closets, Sinks, and Spittoons",Metal Deforming,Metal Founding,Internal-Combustion Engines,Memory (Electrical Computers and Digital Processing Systems),Cleaning and Liquid Contact with Solids,Handling: Hand and Hoist-Line Implements,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Tobacco,Compositions,Firearms,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,"Buckles, Buttons, Clasps, Etc.",Coating Apparatus,Abrading,"Optics: Eye Examining, Vision Testing and Correcting","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Cutlery,Chairs and Seats,"Surgery: Splint, Brace, or Bandage",Motor Vehicles,Education and Demonstration,Chemistry: Analytical and Immunological Testing,Toilet,"Fire Escape, Ladder, or Scaffold",Solid Material Comminution or Disintegration,Electric Lamp and Discharge Devices: Systems,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Textiles: Spinning, Twisting, and Twining",Electrical Transmission or Interconnection Systems,Supports: Cabinet Structure,Amusement Devices: Toys,Package and Article Carriers,Wave Transmission Lines and Networks,Facsimile and Static Presentation Processing,"Surgery: Light, Thermal, and Electrical Application",Plant Husbandry,Woodworking,Mechanical Guns and Projectors,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Textiles: Weaving,Electrical Audio Signal Processing Systems and Devices,Presses,Drying and Gas or Vapor Contact with Solids,Music,Glass Manufacturing,Electrical Generator or Motor Structure,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Flexible Bags,Semiconductor Device Manufacturing: Process,Electricity: Motive Power Systems,Earth Working,Motion Video Signal Processing for Recording or Reproducing,Dentistry,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Heat Exchange,Combustion,Movable or Removable Closures,Pipe Joints or Couplings,Amplifiers,Freight Accommodation On Freight Carrier,Tools,Coded Data Generation or Conversion,Pumps,Closure Fasteners,DP: Artificial Intelligence (Data Processing),Machine Element or Mechanism,Gas Separation: Processes,Printing,Textiles: Fiber Preparation,Locks,Implements or Apparatus for Applying Pushing or Pulling Force,Coating Implements with Material Supply,Gas and Liquid Contact Apparatus,Metallurgical Apparatus,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Ships,Compositions: Ceramic,Textiles: Manufacturing,Inductor Devices,Gas Separation: Apparatus,Metal Treatment,"Flexible or Portable Closure, Partition, or Panel",Joints and Connections,Plant Protecting and Regulating Compositions,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Ordnance,Photography,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Bottles and Jars,Apparel Apparatus,Printed Matter,"Liquid Crystal Cells, Elements and Systems","Road Structure, Process, or Apparatus","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Heating,Brakes,Ventilation,Acoustics,"Agitating (e.g., of articles and materials)",Textiles: Fluid Treating Apparatus,Elongated-Member-Driving Apparatus,Railway Rolling Stock,"Boots, Shoes, and Leggings",Weighing Scales,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Horology: Time Measuring Systems or Devices,Surgery: Kinesitherapy,Furnaces,"Tent, Canopy, Umbrella, or Cane",Dynamic Magnetic Information Storage or Retrieval,Pipes and Tubular Conduits,Work Holders,Textiles: Knitting,Chemistry: Electrical and Wave Energy,Electricity: Electrothermally or Thermally Actuated Switches,"Buoys, Rafts, and Aquatic Devices",Dynamic Information Storage or Retrieval,Electrophotography,Check-Actuated Control Mechanisms,Static Molds,Valves and Valve Actuation,Seal for a Joint or Juncture,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Electric Lamp and Discharge Devices,Photocopying,"Communications, Electrical: Acoustic Wave Systems and Devices",X-Ray or Gamma Ray Systems or Devices,Rotary Kinetic Fluid Motors or Pumps,Foundation Garments,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Gas Separation,Planting,Deposit and Collection Receptacles,Land Vehicles: Wheels and Axles,Liquid Heaters and Vaporizers,"Induced Nuclear Reactions: Processes, Systems, and Elements",Electric Power Conversion Systems,Cutting by Use of Rotating Axially Moving Tool,Hazardous or Toxic Waste Destruction or Containment,Chemistry: Fertilizers,Railways,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Amusement Devices,Static Information Storage and Retrieval,Thermal Measuring and Testing,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Signals and Indicators,Merchandising,Automatic Temperature and Humidity Regulation,Textiles: Ironing or Smoothing,Ammunition and Explosives,Metal Fusion Bonding,Fences,Sheet Feeding or Delivering,Conveyors: Fluid Current,"Fluid Reaction Surfaces (i.e., Impellers)",Excavating,Advancing Material of Indeterminate Length,Electric Resistance Heating Devices,Clutches and Power-Stop Control,Etching a Substrate: Processes,Incremental Printing of Symbolic Information,Coherent Light Generators,Marine Propulsion,Spring Devices,Electricity: Power Supply or Regulation Systems,Oscillators,Bearings,Rotary Expansible Chamber Devices,Arithmetic Processing and Calculating (Electrical Computers),Fire Extinguishers,Unearthing Plants or Buried Objects,Prime-Mover Dynamo Plants,"Purses, Wallets, and Protective Covers",Boring or Penetrating the Earth,Electronic Digital Logic Circuitry,Fuel and Related Compositions,Optics: Image Projectors,Typewriting Machines,"Sugar, Starch, and Carbohydrates",Severing by Tearing or Breaking,"Gear Cutting, Milling, or Planing","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Textiles: Cloth Finishing,Stone Working,Lubrication,Concentrating Evaporators,Railway Switches and Signals,Batteries: Thermoelectric and Photoelectric,Telegraphy,"Distillation: Processes, Separatory",Heating Systems,"Books, Strips, and Leaves","Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Alloys or Metallic Compositions,"Turning (e.g., for metal working)",Motors: Expansible Chamber Type,"Conveyors, Chutes, Skids, Guides, and Ways",Mineral Oils: Processes and Products,Traversing Hoists,Chemistry of Hydrocarbon Compounds,Gas: Heating and Illuminating,"Abrasive Tool Making Process, Material, or Composition",Jewelry,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Trunks and Hand-Carried Luggage,Distillation: Apparatus,Vehicle Fenders,Planetary Gear Transmission Systems or Components,Compound Hand Tools,Boot and Shoe Making,Undertaking,Expansible Chamber Devices,Resilient Tires and Wheels,Wooden Receptacles,Mining or In Situ Disintegration of Hard Material,"Brush, Broom, and Mop Making","Earth Boring, Well Treating, and Oil Field Chemistry",Wireworking,Wheelwright Machines,Tool Driving or Impacting,Land Vehicles: Dumping,Roll or Roller,"Safes, Bank Protection, or a Related Device",Knots and Knot Tying,Endless Belt Power Transmission Systems or Components,Explosive and Thermic Compositions or Charges,Modulators,Industrial Electric Heating Furnaces,Crop Threshing or Separating,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Superconductor Technology: Apparatus, Material, Process","Combinatorial Chemistry Technology: Method, Library, Apparatus","Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Harness for Working Animal,"Distillation: Processes, Thermolytic",Railways: Surface Track,Fluid-Pressure and Analogous Brake Systems,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Bridges,"Metal Tools and Implements, Making",Electricity: Transmission To Vehicles,Sheet-Material Associating,Electrical Resistors,Optics: Motion Pictures,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Cutters, for Shaping","Interrelated Power Delivery Controls, Including Engine Control","Chain, Staple, and Horseshoe Making","Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Bookbinding: Process and Apparatus,Coin Handling,Ammunition and Explosive-Charge Making,"Motors: Spring, Weight, or Animal Powered","Selective Cutting (e.g., Punching)",Chemistry of Carbon Compounds,Chucks or Sockets,Wheel Substitutes for Land Vehicles,Demodulators,Recorders,Electricity: Motor Control Systems,Sheet Metal Container Making,Powder Metallurgy Processes,Electric Lamp or Space Discharge Component or Device Manufacturing,"Bee Culture (propagating, raising, caring for bees)",Perfume Compositions,Chemistry: Physical Processes,Railway Draft Appliances,Electricity: Single Generator Systems,Friction Gear Transmission Systems or Components,"Textiles: Braiding, Netting, and Lace Making",Coopering,Farriery,Railway Mail Delivery,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Imperforate Bowl: Centrifugal Separators,Dynamic Optical Information Storage or Retrieval
Georgia,99,318,132,57,61,325,29,140,282,237,160,159,198,161,165,103,178,53,132,140,31,87,130,51,113,78,154,93,5,84,62,94,73,61,124,50,63,69,78,30,61,68,70,60,36,48,50,69,11,43,8,40,71,22,49,60,21,45,39,64,81,50,38,44,52,25,51,87,59,57,42,55,37,33,30,57,17,29,46,20,29,30,40,22,35,32,23,17,43,3,30,9,16,34,37,15,28,46,8,30,32,23,22,29,24,14,34,5,35,23,32,44,24,17,10,24,20,30,35,15,10,26,25,30,16,28,21,17,21,23,11,20,18,15,16,24,24,29,13,21,25,26,21,33,14,20,9,25,24,18,27,18,7,21,10,19,26,2,12,14,17,16,20,20,13,13,14,9,12,19,7,12,11,12,4,26,11,11,6,15,19,13,25,7,6,15,9,17,9,18,4,5,11,7,16,7,21,5,12,8,8,8,14,7,8,3,5,5,14,9,17,6,8,15,10,2,13,8,5,9,7,9,1,16,7,5,13,10,4,6,3,12,4,8,3,6,5,3,4,10,5,7,14,12,8,14,0,6,6,4,2,7,7,9,9,5,3,3,8,7,6,1,8,2,2,9,3,6,3,10,3,2,3,4,6,2,4,5,1,3,5,5,1,1,1,2,1,5,2,4,2,4,4,3,3,1,9,2,2,6,1,0,2,2,2,0,3,1,0,7,7,3,1,4,1,2,5,1,4,2,5,4,2,4,1,3,2,2,2,1,2,0,2,2,2,0,0,2,2,0,3,3,1,0,1,4,2,0,0,2,1,0,0,1,2,1,1,1,2,3,0,0,2,0,0,1,1,2,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1
