,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Organic Compounds (includes Classes 532-570),Synthetic Resins or Natural Rubbers (includes Classes 520-528),"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Power Plants,Measuring and Testing,Stock Material or Miscellaneous Articles,Surgery (instruments),Electrical Connectors,Radiant Energy,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Fluid Reaction Surfaces (i.e., Impellers)",Metal Working,Surgery (includes Class 600),Elongated-Member-Driving Apparatus,Chemistry: Molecular Biology and Microbiology,Optics: Measuring and Testing,Dispensing (apparatus and process),Rotary Kinetic Fluid Motors or Pumps,Liquid Purification or Separation,Electricity: Electrical Systems and Devices,Communications: Electrical,Adhesive Bonding and Miscellaneous Chemical Manufacture,Special Receptacle or Package,Optical: Systems and Elements,Electricity: Circuit Makers and Breakers,Electric Heating,Coating Processes,Surgery (Medicators and Receptors),Fluid Handling,Plastic and Nonmetallic Article Shaping or Treating: Processes,Electricity: Measuring and Testing,Cutlery,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Amusement Devices: Games,Electricity: Conductors and Insulators,Bearings,"Food or Edible Material: Processes, Compositions, and Products",Aeronautics and Astronautics,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)","Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Sheet Feeding or Delivering,"Induced Nuclear Reactions: Processes, Systems, and Elements",Metal Deforming,DP: Generic Control Systems or Specific Applications (Data Processing),"Static Structures (e.g., Buildings)","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Semiconductor Device Manufacturing: Process,Internal-Combustion Engines,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Cutting,Metal Treatment,"DP: Measuring, Calibrating, or Testing (Data Processing)",Chemistry of Inorganic Compounds,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Electrical Generator or Motor Structure,Illumination,"Supports (e.g., for holding articles, etc.)",Package Making,Optical Waveguides,Electricity: Motive Power Systems,Compositions,Firearms,Geometrical Instruments,Games Using Tangible Projectile,Machine Element or Mechanism,Receptacles,"Communications, Electrical: Acoustic Wave Systems and Devices",Plastic Article or Earthenware Shaping or Treating: Apparatus,Refrigeration,Printing,"Fluid Sprinkling, Spraying, and Diffusing",Chemistry: Electrical and Wave Energy,Coherent Light Generators,Glass Manufacturing,"Brushing, Scrubbing, and General Cleaning",Telephonic Communications,Metal Founding,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Heat Exchange,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),DP: Database and File Management or Data Structures (Data Processing),Pumps,Typewriting Machines,Incremental Printing of Symbolic Information,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Photocopying,"Buckles, Buttons, Clasps, Etc.",Image Analysis,Multiplex Communications,"Winding, Tensioning, or Guiding",Abrading,Conveyors: Power-Driven,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Coating Apparatus,Land Vehicles,Dentistry,Coating Implements with Material Supply,Horology: Time Measuring Systems or Devices,Locks,Liquid Heaters and Vaporizers,Ships,Television,Metal Fusion Bonding,Compositions: Coating or Plastic,Chemistry: Analytical and Immunological Testing,Closure Fasteners,Material or Article Handling,"Card, Picture, or Sign Exhibiting",Ammunition and Explosives,Furnaces,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Hydraulic and Earth Engineering,Tools,Computer Graphics Processing and Selective Visual Display Systems,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Amusement Devices: Games,Apparel,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","Envelopes, Wrappers, and Paperboard Boxes","Classifying, Separating, and Assorting Solids",Chairs and Seats,Education and Demonstration,Electric Lamp and Discharge Devices: Systems,Paper Making and Fiber Liberation,Seal for a Joint or Juncture,Gas Separation: Processes,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)","Agitating (e.g., of articles and materials)",X-Ray or Gamma Ray Systems or Devices,Weighing Scales,Joints and Connections,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Toilet,Stoves and Furnaces,Bottles and Jars,Cleaning and Liquid Contact with Solids,Supports: Racks,Music,Valves and Valve Actuation,Amusement Devices: Toys,Foods and Beverages: Apparatus,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Alloys or Metallic Compositions,Combustion,Facsimile and Static Presentation Processing,Gas Separation: Apparatus,Pipe Joints or Couplings,Error Detection/Correction and Fault Detection/Recovery,Thermal Measuring and Testing,Support (Electrical Computers and Digital Processing Systems),Handling: Hand and Hoist-Line Implements,Package and Article Carriers,Solid Material Comminution or Disintegration,Electrical Transmission or Interconnection Systems,Coded Data Generation or Conversion,Pulse or Digital Communications,Exercise Devices,Electrical Audio Signal Processing Systems and Devices,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Electric Lamp and Discharge Devices,Telecommunications,Beds,Ordnance,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Etching a Substrate: Processes,Acoustics,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Clutches and Power-Stop Control,Information Security,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","Baths, Closets, Sinks, and Spittoons",Article Dispensing,"Fishing, Trapping, and Vermin Destroying",Animal Husbandry,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Electric Power Conversion Systems,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Movable or Removable Closures,Advancing Material of Indeterminate Length,Gas Separation,Dynamic Magnetic Information Storage or Retrieval,Memory (Electrical Computers and Digital Processing Systems),Electricity: Power Supply or Regulation Systems,Wave Transmission Lines and Networks,Communications: Radio Wave Antennas,Cryptography,Imperforate Bowl: Centrifugal Separators,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Tobacco,Drying and Gas or Vapor Contact with Solids,"Gear Cutting, Milling, or Planing",Sewing,"Flexible or Portable Closure, Partition, or Panel",Horizontally Supported Planar Surfaces,Pipes and Tubular Conduits,Planetary Gear Transmission Systems or Components,Brakes,Electricity: Electrothermally or Thermally Actuated Switches,Electrophotography,DP: Artificial Intelligence (Data Processing),Input/Output (Electrical Computers and Digital Data Processing Systems),"DP: Software Development, Installation, and Management (Data Processing)",Sheet-Material Associating,Photography,Plant Protecting and Regulating Compositions,Gas: Heating and Illuminating,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,"Boots, Shoes, and Leggings",Electric Resistance Heating Devices,Signals and Indicators,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Interactive Video Distribution Systems,Motors: Expansible Chamber Type,Work Holders,Supports: Cabinet Structure,Recorders,"Optics: Eye Examining, Vision Testing and Correcting",Rotary Expansible Chamber Devices,Implements or Apparatus for Applying Pushing or Pulling Force,Static Information Storage and Retrieval,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)","Fire Escape, Ladder, or Scaffold",Dynamic Information Storage or Retrieval,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Surgery: Light, Thermal, and Electrical Application",Arithmetic Processing and Calculating (Electrical Computers),High-Voltage Switches with Arc Preventing or Extinguishing Devices,Cutting by Use of Rotating Axially Moving Tool,"Surgery: Splint, Brace, or Bandage",Telegraphy,Automatic Temperature and Humidity Regulation,Optical Communications,Chucks or Sockets,Ventilation,Powder Metallurgy Processes,Prime-Mover Dynamo Plants,Land Vehicles: Bodies and Tops,Electricity: Battery or Capacitor Charging or Discharging,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)","Turning (e.g., for metal working)",Motor Vehicles,Compositions: Ceramic,Endless Belt Power Transmission Systems or Components,Surgery: Kinesitherapy,Electrical Resistors,Chemistry of Hydrocarbon Compounds,Plant Husbandry,Lubrication,Static Molds,Mineral Oils: Processes and Products,Amplifiers,Expansible Chamber Devices,Gas and Liquid Contact Apparatus,Spring Devices,Textiles: Ironing or Smoothing,Inductor Devices,Printed Matter,Oscillators,Fuel and Related Compositions,Optics: Image Projectors,Mechanical Guns and Projectors,"Textiles: Spinning, Twisting, and Twining",Presses,Resilient Tires and Wheels,Flexible Bags,"Cutters, for Shaping",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Railways,Severing by Tearing or Breaking,Motion Video Signal Processing for Recording or Reproducing,Foundation Garments,Boring or Penetrating the Earth,Heating,"Distillation: Processes, Separatory","Books, Strips, and Leaves","Tent, Canopy, Umbrella, or Cane","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Tool Driving or Impacting,Marine Propulsion,Butchering,Batteries: Thermoelectric and Photoelectric,Electricity: Motor Control Systems,Explosive and Thermic Compositions or Charges,"Buoys, Rafts, and Aquatic Devices",Textiles: Knitting,Apparel Apparatus,Deposit and Collection Receptacles,"Road Structure, Process, or Apparatus","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Compound Hand Tools,Excavating,Metallurgical Apparatus,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Textiles: Manufacturing,Ammunition and Explosive-Charge Making,Textiles: Weaving,Fire Extinguishers,Land Vehicles: Wheels and Axles,Freight Accommodation On Freight Carrier,Distillation: Apparatus,Amusement Devices,"Metal Tools and Implements, Making",Harvesters,Woodworking,"Abrasive Tool Making Process, Material, or Composition",Check-Actuated Control Mechanisms,Conveyors: Fluid Current,Fences,Wireworking,Electronic Digital Logic Circuitry,Binder Device Releasably Engaging Aperture or Notch of Sheet,Electricity: Transmission To Vehicles,Trunks and Hand-Carried Luggage,Heating Systems,"Liquid Crystal Cells, Elements and Systems","Selective Cutting (e.g., Punching)",Industrial Electric Heating Furnaces,Bookbinding: Process and Apparatus,"Books, Strips, and Leaves for Manifolding","Combinatorial Chemistry Technology: Method, Library, Apparatus","Earth Boring, Well Treating, and Oil Field Chemistry","Textiles: Braiding, Netting, and Lace Making",Concentrating Evaporators,Roll or Roller,Boot and Shoe Making,Mining or In Situ Disintegration of Hard Material,Electricity: Single Generator Systems,Hazardous or Toxic Waste Destruction or Containment,Textiles: Fluid Treating Apparatus,Electric Lamp or Space Discharge Component or Device Manufacturing,"Superconductor Technology: Apparatus, Material, Process",Jewelry,Chemistry: Fertilizers,Railways: Surface Track,Optics: Motion Pictures,"Interrelated Power Delivery Controls, Including Engine Control",Railway Rolling Stock,"Sugar, Starch, and Carbohydrates","Purses, Wallets, and Protective Covers","Conveyors, Chutes, Skids, Guides, and Ways",Fluid-Pressure and Analogous Brake Systems,Demodulators,Tool Changing,Earth Working,Perfume Compositions,Stone Working,Traversing Hoists,Railway Switches and Signals,Coin Handling,"Chain, Staple, and Horseshoe Making",Bridges,Textiles: Fiber Preparation,Merchandising,Wooden Receptacles,Vehicle Fenders,Modulators,Friction Gear Transmission Systems or Components,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Chemistry: Physical Processes,Harness for Working Animal,"Safes, Bank Protection, or a Related Device",Planting,Unearthing Plants or Buried Objects,"Motors: Spring, Weight, or Animal Powered",Knots and Knot Tying,"Brush, Broom, and Mop Making",Undertaking,Tuners,Land Vehicles: Dumping,Button Making,Sheet Metal Container Making,Textiles: Cloth Finishing,Farriery,Railway Draft Appliances,Chemistry of Carbon Compounds,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Wood Turning,"Distillation: Processes, Thermolytic",Whips and Whip Apparatus,Railway Mail Delivery,Track Sanders
Connecticut,1138,560,435,242,176,193,263,406,269,200,110,123,152,230,143,261,174,137,77,174,143,144,149,181,111,105,105,141,171,94,113,120,96,285,35,101,85,109,90,80,109,144,118,60,117,74,57,61,101,66,62,71,67,47,89,67,81,89,85,93,61,58,45,43,96,50,72,115,44,72,91,58,46,41,48,90,63,31,61,39,23,34,51,53,70,32,7,25,55,48,33,45,59,51,56,53,64,65,39,50,22,49,28,32,43,51,50,46,46,61,34,31,48,40,68,61,30,36,56,39,40,27,28,33,37,35,17,20,27,37,25,27,50,45,63,41,18,30,32,50,16,29,41,41,13,14,43,30,26,13,23,27,28,28,42,25,22,24,35,46,26,15,23,21,31,19,41,31,15,12,16,7,26,23,22,28,31,34,36,26,5,19,12,24,7,20,9,14,21,53,27,26,11,17,12,8,22,28,14,11,28,6,16,22,27,14,29,10,11,15,19,12,17,10,6,10,2,13,16,5,24,16,6,7,21,19,6,13,13,12,13,9,16,28,12,15,9,19,16,5,8,11,7,8,11,5,12,13,2,2,9,5,4,9,7,7,14,13,22,13,18,1,8,3,6,1,6,5,15,1,2,3,6,2,3,9,2,3,11,10,2,6,9,3,7,5,4,3,3,5,4,7,3,10,3,5,9,3,7,3,2,0,5,5,5,0,5,6,10,3,2,3,1,4,2,4,8,4,1,2,2,0,4,6,6,2,1,9,0,1,3,0,2,5,1,3,13,3,1,0,1,0,2,5,2,4,0,1,1,2,1,1,3,1,0,2,3,1,1,0,1,0,2,0,0,3,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
