,Organic Compounds (includes Classes 532-570),"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Synthetic Resins or Natural Rubbers (includes Classes 520-528),Mineral Oils: Processes and Products,Liquid Purification or Separation,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Hydraulic and Earth Engineering,Chemistry of Inorganic Compounds,Boring or Penetrating the Earth,Measuring and Testing,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Fluid Handling,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Chemistry of Hydrocarbon Compounds,Ships,Conveyors: Power-Driven,Surgery (includes Class 600),Special Receptacle or Package,Chemistry: Molecular Biology and Microbiology,"Fishing, Trapping, and Vermin Destroying",Material or Article Handling,Metal Working,Surgery (instruments),"Static Structures (e.g., Buildings)",Stock Material or Miscellaneous Articles,Butchering,Tools,Handling: Hand and Hoist-Line Implements,Land Vehicles,"Fire Escape, Ladder, or Scaffold",Harvesters,Surgery (Medicators and Receptors),Cleaning and Liquid Contact with Solids,Communications: Electrical,"Earth Boring, Well Treating, and Oil Field Chemistry",Games Using Tangible Projectile,Refrigeration,Pipe Joints or Couplings,Coating Processes,Geometrical Instruments,Animal Husbandry,Apparel,"Communications, Electrical: Acoustic Wave Systems and Devices",Foods and Beverages: Apparatus,Compositions,Marine Propulsion,Dispensing (apparatus and process),"Supports (e.g., for holding articles, etc.)","Food or Edible Material: Processes, Compositions, and Products","Brushing, Scrubbing, and General Cleaning","Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing","Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,"Baths, Closets, Sinks, and Spittoons",Cutlery,Plastic and Nonmetallic Article Shaping or Treating: Processes,"Envelopes, Wrappers, and Paperboard Boxes",Valves and Valve Actuation,Adhesive Bonding and Miscellaneous Chemical Manufacture,Chemistry: Electrical and Wave Energy,Internal-Combustion Engines,Power Plants,Receptacles,Pumps,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Amusement Devices: Games,Package Making,Fuel and Related Compositions,"Classifying, Separating, and Assorting Solids",Illumination,Exercise Devices,Compositions: Coating or Plastic,Stoves and Furnaces,Education and Demonstration,Implements or Apparatus for Applying Pushing or Pulling Force,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Dentistry,Land Vehicles: Bodies and Tops,Beds,Earth Working,"DP: Measuring, Calibrating, or Testing (Data Processing)",Electric Heating,Solid Material Comminution or Disintegration,Chairs and Seats,Gas Separation: Processes,Package and Article Carriers,"Fluid Sprinkling, Spraying, and Diffusing","DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Music,Electricity: Measuring and Testing,"Road Structure, Process, or Apparatus",Amusement Devices: Toys,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Supports: Racks,Excavating,Cutting,Radiant Energy,Electrical Connectors,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Pipes and Tubular Conduits,"Distillation: Processes, Separatory",Drying and Gas or Vapor Contact with Solids,Seal for a Joint or Juncture,Woodworking,Article Dispensing,Firearms,Tobacco,Locks,"Card, Picture, or Sign Exhibiting","Winding, Tensioning, or Guiding",Flexible Bags,"Buckles, Buttons, Clasps, Etc.","Textiles: Spinning, Twisting, and Twining",Metal Deforming,Plastic Article or Earthenware Shaping or Treating: Apparatus,Horizontally Supported Planar Surfaces,Paper Making and Fiber Liberation,Motor Vehicles,Machine Element or Mechanism,Acoustics,Optics: Measuring and Testing,Chemistry: Analytical and Immunological Testing,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Metal Fusion Bonding,Optical: Systems and Elements,Electrical Audio Signal Processing Systems and Devices,"Buoys, Rafts, and Aquatic Devices",Plant Protecting and Regulating Compositions,Heat Exchange,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Image Analysis,DP: Generic Control Systems or Specific Applications (Data Processing),Arithmetic Processing and Calculating (Electrical Computers),Ammunition and Explosives,Electricity: Circuit Makers and Breakers,Supports: Cabinet Structure,Television,Joints and Connections,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Textiles: Fiber Preparation,Plant Husbandry,Gas Separation: Apparatus,Presses,Mechanical Guns and Projectors,Traversing Hoists,Toilet,"Agitating (e.g., of articles and materials)",Freight Accommodation On Freight Carrier,Pulse or Digital Communications,"Surgery: Light, Thermal, and Electrical Application",Signals and Indicators,Aeronautics and Astronautics,Abrading,Gas: Heating and Illuminating,Conveyors: Fluid Current,Rotary Kinetic Fluid Motors or Pumps,Tool Driving or Impacting,"Fluid Reaction Surfaces (i.e., Impellers)",Combustion,"Surgery: Splint, Brace, or Bandage",Textiles: Fluid Treating Apparatus,Electricity: Conductors and Insulators,Closure Fasteners,Chemistry: Fertilizers,Gas and Liquid Contact Apparatus,"Optics: Eye Examining, Vision Testing and Correcting",Ventilation,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),"Tent, Canopy, Umbrella, or Cane",Brakes,X-Ray or Gamma Ray Systems or Devices,Telephonic Communications,Furnaces,Metal Treatment,Chemistry of Carbon Compounds,Amusement Devices: Games,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Movable or Removable Closures,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Telecommunications,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Bridges,"Boots, Shoes, and Leggings",Bottles and Jars,Work Holders,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Hazardous or Toxic Waste Destruction or Containment,Ordnance,Coating Apparatus,"Sugar, Starch, and Carbohydrates",Distillation: Apparatus,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Apparel Apparatus,Thermal Measuring and Testing,Fire Extinguishers,Static Molds,Mining or In Situ Disintegration of Hard Material,Coating Implements with Material Supply,DP: Database and File Management or Data Structures (Data Processing),Lubrication,Photography,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Gas Separation,Expansible Chamber Devices,Planting,Severing by Tearing or Breaking,Electrical Transmission or Interconnection Systems,Electrical Generator or Motor Structure,Electricity: Motive Power Systems,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Computer Graphics Processing and Selective Visual Display Systems,Electricity: Electrical Systems and Devices,Amusement Devices,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Printing,"Flexible or Portable Closure, Partition, or Panel",Prime-Mover Dynamo Plants,Communications: Radio Wave Antennas,Rotary Expansible Chamber Devices,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Textiles: Weaving,Fences,Compositions: Ceramic,Surgery: Kinesitherapy,"Chain, Staple, and Horseshoe Making",Liquid Heaters and Vaporizers,Elongated-Member-Driving Apparatus,Land Vehicles: Dumping,Horology: Time Measuring Systems or Devices,Multiplex Communications,Electric Resistance Heating Devices,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Endless Belt Power Transmission Systems or Components,Chemistry: Physical Processes,Glass Manufacturing,"Turning (e.g., for metal working)",Resilient Tires and Wheels,Clutches and Power-Stop Control,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Photocopying,Dynamic Magnetic Information Storage or Retrieval,Typewriting Machines,Heating,Railways,Explosive and Thermic Compositions or Charges,Weighing Scales,Automatic Temperature and Humidity Regulation,Railways: Surface Track,Sheet Feeding or Delivering,Optical Waveguides,Cutting by Use of Rotating Axially Moving Tool,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",DP: Artificial Intelligence (Data Processing),Jewelry,Railway Rolling Stock,Concentrating Evaporators,Etching a Substrate: Processes,Metallurgical Apparatus,Spring Devices,Coded Data Generation or Conversion,Planetary Gear Transmission Systems or Components,Textiles: Manufacturing,"Metal Tools and Implements, Making",Motors: Expansible Chamber Type,Advancing Material of Indeterminate Length,Deposit and Collection Receptacles,Land Vehicles: Wheels and Axles,Electric Lamp and Discharge Devices,Electricity: Battery or Capacitor Charging or Discharging,Recorders,Electric Power Conversion Systems,Bearings,"Gear Cutting, Milling, or Planing",Compound Hand Tools,Textiles: Ironing or Smoothing,Ammunition and Explosive-Charge Making,Wheelwright Machines,Metal Founding,Farriery,"Conveyors, Chutes, Skids, Guides, and Ways",Heating Systems,Wheel Substitutes for Land Vehicles,Binder Device Releasably Engaging Aperture or Notch of Sheet,Alloys or Metallic Compositions,Memory (Electrical Computers and Digital Processing Systems),"Purses, Wallets, and Protective Covers","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Electric Lamp and Discharge Devices: Systems,Dynamic Information Storage or Retrieval,Industrial Electric Heating Furnaces,"Induced Nuclear Reactions: Processes, Systems, and Elements",Bookbinding: Process and Apparatus,Foundation Garments,Support (Electrical Computers and Digital Processing Systems),"DP: Software Development, Installation, and Management (Data Processing)",Boot and Shoe Making,Undertaking,"Abrasive Tool Making Process, Material, or Composition","Safes, Bank Protection, or a Related Device",Sewing,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Mineral Oils: Apparatus,"Distillation: Processes, Thermolytic",Railway Switches and Signals,Printed Matter,Knots and Knot Tying,Vehicle Fenders,Amplifiers,Electricity: Electrothermally or Thermally Actuated Switches,Incremental Printing of Symbolic Information,Coherent Light Generators,Semiconductor Device Manufacturing: Process,Imperforate Bowl: Centrifugal Separators,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Interactive Video Distribution Systems,Information Security,Stone Working,Batteries: Thermoelectric and Photoelectric,Wireworking,Wood Turning,Unearthing Plants or Buried Objects,Check-Actuated Control Mechanisms,"Books, Strips, and Leaves",Wave Transmission Lines and Networks,Optical Communications,"Bee Culture (propagating, raising, caring for bees)","Interrelated Power Delivery Controls, Including Engine Control",Textiles: Cloth Finishing,Leather Manufactures,"Textiles: Braiding, Netting, and Lace Making","Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Telegraphy,Trunks and Hand-Carried Luggage,Wooden Receptacles,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Sheet-Material Associating,Chucks or Sockets,Fluid-Pressure and Analogous Brake Systems,Electricity: Single Generator Systems,Electricity: Power Supply or Regulation Systems,Demodulators,Modulators,Inductor Devices,Electrical Resistors,Optics: Motion Pictures,Optics: Image Projectors,Facsimile and Static Presentation Processing,Static Information Storage and Retrieval,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Cryptography,Crop Threshing or Separating,Roll or Roller,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Combinatorial Chemistry Technology: Method, Library, Apparatus",Input/Output (Electrical Computers and Digital Data Processing Systems),"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Error Detection/Correction and Fault Detection/Recovery,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems)
Louisiana,254,147,110,149,52,36,94,112,46,74,78,62,136,56,66,22,22,46,11,35,35,33,9,25,29,36,13,18,16,18,26,7,19,10,6,17,13,20,43,19,14,15,6,9,18,13,21,9,11,15,5,45,17,9,13,14,14,19,16,17,20,9,16,7,11,1,21,16,7,10,7,4,15,11,12,10,16,6,2,6,8,1,14,8,7,10,3,15,0,12,9,1,19,12,0,5,10,13,4,7,7,9,8,7,5,17,7,2,2,8,5,6,5,7,10,6,13,1,6,9,6,2,7,2,11,5,4,5,5,4,0,1,0,4,0,4,5,8,3,7,0,10,3,8,7,5,8,12,1,3,1,0,6,2,4,8,4,8,6,0,7,1,11,1,3,7,3,5,9,0,2,1,7,2,1,10,9,0,1,1,8,0,0,4,3,5,8,2,2,1,2,4,2,6,2,0,3,6,7,8,1,0,3,2,2,3,0,3,1,3,2,2,1,2,1,2,5,1,1,0,4,5,0,0,2,1,4,1,1,3,3,2,1,0,1,3,2,1,3,4,0,1,4,1,1,2,3,4,3,2,0,3,0,0,0,0,0,1,2,1,3,4,0,1,5,1,0,3,2,1,1,0,0,0,1,1,1,2,0,0,1,1,1,1,2,2,4,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
