,Surgery (Medicators and Receptors),Land Vehicles,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Boring or Penetrating the Earth,Surgery (includes Class 600),Surgery (instruments),Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),DP: Database and File Management or Data Structures (Data Processing),Chemistry: Molecular Biology and Microbiology,Exercise Devices,Liquid Purification or Separation,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Static Structures (e.g., Buildings)",Measuring and Testing,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Explosive and Thermic Compositions or Charges,Communications: Electrical,X-Ray or Gamma Ray Systems or Devices,Games Using Tangible Projectile,Multiplex Communications,Dentistry,Pulse or Digital Communications,Computer Graphics Processing and Selective Visual Display Systems,Information Security,Chemistry of Inorganic Compounds,Dynamic Magnetic Information Storage or Retrieval,Organic Compounds (includes Classes 532-570),Ammunition and Explosives,Fluid Handling,Stock Material or Miscellaneous Articles,Electrical Connectors,Electricity: Measuring and Testing,Support (Electrical Computers and Digital Processing Systems),Metal Working,Special Receptacle or Package,Telephonic Communications,"Supports (e.g., for holding articles, etc.)",Memory (Electrical Computers and Digital Processing Systems),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Adhesive Bonding and Miscellaneous Chemical Manufacture,Plastic and Nonmetallic Article Shaping or Treating: Processes,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing","Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Package and Article Carriers,Horizontally Supported Planar Surfaces,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)","Fluid Sprinkling, Spraying, and Diffusing",Material or Article Handling,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Chairs and Seats,Mining or In Situ Disintegration of Hard Material,Error Detection/Correction and Fault Detection/Recovery,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Electrical Audio Signal Processing Systems and Devices,Solid Material Comminution or Disintegration,Radiant Energy,Amusement Devices: Games,Power Plants,Illumination,Optical: Systems and Elements,Hydraulic and Earth Engineering,Telecommunications,"Baths, Closets, Sinks, and Spittoons",Electricity: Electrical Systems and Devices,Firearms,"Flexible or Portable Closure, Partition, or Panel",Chemistry: Electrical and Wave Energy,Image Analysis,Aeronautics and Astronautics,"Food or Edible Material: Processes, Compositions, and Products",Beds,"Abrasive Tool Making Process, Material, or Composition",Chemistry: Analytical and Immunological Testing,Apparel,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Geometrical Instruments,Receptacles,"DP: Measuring, Calibrating, or Testing (Data Processing)",Plastic Article or Earthenware Shaping or Treating: Apparatus,"Fishing, Trapping, and Vermin Destroying",Communications: Radio Wave Antennas,"Classifying, Separating, and Assorting Solids","Brushing, Scrubbing, and General Cleaning",Land Vehicles: Bodies and Tops,Dispensing (apparatus and process),Education and Demonstration,Semiconductor Device Manufacturing: Process,Coating Processes,DP: Generic Control Systems or Specific Applications (Data Processing),"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Mechanical Guns and Projectors,Pumps,Television,"DP: Software Development, Installation, and Management (Data Processing)",Internal-Combustion Engines,Electrical Generator or Motor Structure,Optics: Measuring and Testing,"Card, Picture, or Sign Exhibiting","Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Input/Output (Electrical Computers and Digital Data Processing Systems),Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),"Road Structure, Process, or Apparatus",Stoves and Furnaces,Electric Heating,Refrigeration,"Surgery: Light, Thermal, and Electrical Application",Ships,Motor Vehicles,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Cleaning and Liquid Contact with Solids,Mineral Oils: Processes and Products,"Buckles, Buttons, Clasps, Etc.",Compositions: Coating or Plastic,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Boots, Shoes, and Leggings",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Tools,Animal Husbandry,Coded Data Generation or Conversion,Bearings,Abrading,Music,Ordnance,Electricity: Circuit Makers and Breakers,"Winding, Tensioning, or Guiding","Agitating (e.g., of articles and materials)",Arithmetic Processing and Calculating (Electrical Computers),Electric Lamp and Discharge Devices: Systems,DP: Artificial Intelligence (Data Processing),Valves and Valve Actuation,Electricity: Motive Power Systems,"Surgery: Splint, Brace, or Bandage","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Supports: Racks,Handling: Hand and Hoist-Line Implements,Implements or Apparatus for Applying Pushing or Pulling Force,Machine Element or Mechanism,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),"Fire Escape, Ladder, or Scaffold",Seal for a Joint or Juncture,Pipe Joints or Couplings,Amusement Devices: Toys,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Interactive Video Distribution Systems,Electricity: Conductors and Insulators,Coherent Light Generators,Supports: Cabinet Structure,Joints and Connections,Acoustics,Metal Fusion Bonding,Cutlery,Cutting,Fences,Foods and Beverages: Apparatus,"Tent, Canopy, Umbrella, or Cane",Electronic Digital Logic Circuitry,Thermal Measuring and Testing,Cryptography,Excavating,Railways,"Optics: Eye Examining, Vision Testing and Correcting",Toilet,Rotary Kinetic Fluid Motors or Pumps,Static Information Storage and Retrieval,Amusement Devices,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Distillation: Apparatus,Apparel Apparatus,"Communications, Electrical: Acoustic Wave Systems and Devices",Conveyors: Power-Driven,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Compositions,Plant Husbandry,Gas: Heating and Illuminating,Locks,Pipes and Tubular Conduits,Marine Propulsion,Static Molds,Gas Separation: Processes,Amusement Devices: Games,Harvesters,Furnaces,Drying and Gas or Vapor Contact with Solids,Fuel and Related Compositions,Package Making,Metallurgical Apparatus,Coating Implements with Material Supply,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Movable or Removable Closures,Compositions: Ceramic,"Metal Tools and Implements, Making",Ammunition and Explosive-Charge Making,Gas Separation: Apparatus,Gas and Liquid Contact Apparatus,Prime-Mover Dynamo Plants,Closure Fasteners,Chemistry: Physical Processes,Gas Separation,Metal Treatment,Article Dispensing,Electrical Transmission or Interconnection Systems,Optical Waveguides,"Buoys, Rafts, and Aquatic Devices",Motors: Expansible Chamber Type,Electric Lamp and Discharge Devices,Electricity: Battery or Capacitor Charging or Discharging,Amplifiers,Cutting by Use of Rotating Axially Moving Tool,Brakes,Printing,Coating Apparatus,Land Vehicles: Wheels and Axles,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Metal Deforming,Presses,Bottles and Jars,Printed Matter,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Surgery: Kinesitherapy,Bridges,Textiles: Ironing or Smoothing,Chemistry: Fertilizers,Signals and Indicators,Wheel Substitutes for Land Vehicles,Optics: Image Projectors,Electric Resistance Heating Devices,Binder Device Releasably Engaging Aperture or Notch of Sheet,Endless Belt Power Transmission Systems or Components,Compound Hand Tools,Sewing,Stone Working,Heat Exchange,Planetary Gear Transmission Systems or Components,Railway Rolling Stock,Fire Extinguishers,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle","Envelopes, Wrappers, and Paperboard Boxes",Work Holders,Facsimile and Static Presentation Processing,Electric Power Conversion Systems,Powder Metallurgy Processes,Ventilation,Oscillators,Inductor Devices,Electrical Resistors,Flexible Bags,Typewriting Machines,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Woodworking,Clutches and Power-Stop Control,Etching a Substrate: Processes,Electricity: Power Supply or Regulation Systems,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Photography,Spring Devices,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Earth Working,Tool Driving or Impacting,Wave Transmission Lines and Networks,Horology: Time Measuring Systems or Devices,Conveyors: Fluid Current,"Gear Cutting, Milling, or Planing",Hazardous or Toxic Waste Destruction or Containment,"Sugar, Starch, and Carbohydrates",Concentrating Evaporators,Metal Founding,Incremental Printing of Symbolic Information,Dynamic Information Storage or Retrieval,"Induced Nuclear Reactions: Processes, Systems, and Elements","Fluid Reaction Surfaces (i.e., Impellers)","Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Combustion,Heating,Butchering,Imperforate Bowl: Centrifugal Separators,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Harness for Working Animal,Expansible Chamber Devices,"Safes, Bank Protection, or a Related Device",Tobacco,Optics: Motion Pictures,Chemistry of Hydrocarbon Compounds,Planting,"Distillation: Processes, Thermolytic","Distillation: Processes, Separatory",Elongated-Member-Driving Apparatus,Optical Communications,"Turning (e.g., for metal working)",Batteries: Thermoelectric and Photoelectric,"Purses, Wallets, and Protective Covers",Weighing Scales,Deposit and Collection Receptacles,Vehicle Fenders,Fluid-Pressure and Analogous Brake Systems,Photocopying,"Cutters, for Shaping",Freight Accommodation On Freight Carrier,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Glass Manufacturing,"Books, Strips, and Leaves",Land Vehicles: Dumping,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Combinatorial Chemistry Technology: Method, Library, Apparatus","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]","Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Telegraphy,"Conveyors, Chutes, Skids, Guides, and Ways",Mineral Oils: Apparatus,Railways: Surface Track,Sheet Feeding or Delivering,Motion Video Signal Processing for Recording or Reproducing,Rotary Expansible Chamber Devices,"Bee Culture (propagating, raising, caring for bees)",Boot and Shoe Making,Textiles: Fluid Treating Apparatus,Liquid Heaters and Vaporizers,Wheelwright Machines,Check-Actuated Control Mechanisms,Traversing Hoists,Chucks or Sockets,Electricity: Single Generator Systems,Industrial Electric Heating Furnaces,Foundation Garments,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Plant Protecting and Regulating Compositions,Jewelry,Paper Making and Fiber Liberation,Lubrication,Severing by Tearing or Breaking,Automatic Temperature and Humidity Regulation,Recorders,Alloys or Metallic Compositions,Textiles: Weaving,Unearthing Plants or Buried Objects,"Selective Cutting (e.g., Punching)",Modulators,Electricity: Electrothermally or Thermally Actuated Switches,Perfume Compositions,Dynamic Optical Information Storage or Retrieval,"Textiles: Spinning, Twisting, and Twining",Textiles: Knitting,Resilient Tires and Wheels,Merchandising,Trunks and Hand-Carried Luggage,Heating Systems,Electricity: Motor Control Systems,Electric Lamp or Space Discharge Component or Device Manufacturing,"Earth Boring, Well Treating, and Oil Field Chemistry","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Textiles: Fiber Preparation,Undertaking,"Chain, Staple, and Horseshoe Making",Leather Manufactures,"Textiles: Braiding, Netting, and Lace Making",Wireworking,Wood Turning,Farriery,Electricity: Transmission To Vehicles,Railway Draft Appliances,Wooden Receptacles,Advancing Material of Indeterminate Length,Whips and Whip Apparatus,Railway Switches and Signals,Knots and Knot Tying,"Brush, Broom, and Mop Making",Demodulators,"Liquid Crystal Cells, Elements and Systems",Electrophotography,Crop Threshing or Separating,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Friction Gear Transmission Systems or Components,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Superconductor Technology: Apparatus, Material, Process",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof
Utah,56,43,12,15,38,8,0,0,6,2,52,0,15,36,7,45,33,4,7,9,11,2,10,0,70,5,19,28,37,11,7,12,2,17,9,5,13,0,0,13,14,12,4,13,5,9,28,28,6,9,15,2,2,5,42,7,13,21,8,7,8,1,17,9,22,7,18,1,8,15,2,4,13,10,20,24,9,12,3,14,6,1,16,10,4,10,9,5,12,1,1,6,11,12,0,16,1,9,18,14,7,0,1,21,7,7,1,7,7,4,6,12,5,6,4,13,4,7,9,2,5,8,3,8,9,9,8,9,8,0,3,10,5,0,9,5,11,7,0,5,13,2,10,1,8,1,0,2,9,5,0,0,6,5,3,6,9,1,5,0,2,6,0,2,1,3,2,3,2,8,3,12,1,5,3,1,6,4,3,4,3,1,5,5,7,2,1,8,5,5,1,3,0,8,3,8,3,2,12,0,1,2,5,0,0,7,4,5,1,2,3,5,0,3,4,3,3,9,1,2,1,2,6,3,1,3,3,1,2,1,4,2,2,6,3,1,0,1,3,3,2,0,0,0,4,1,1,0,5,1,0,3,3,1,2,3,2,1,6,3,2,2,2,5,3,0,6,7,1,0,1,4,0,2,2,2,0,0,0,2,1,0,2,2,1,1,0,1,1,0,1,0,1,0,0,1,4,3,0,0,0,2,0,2,2,1,0,1,0,1,3,4,1,3,1,2,3,1,3,4,3,1,0,1,1,1,1,2,3,0,3,2,1,0,4,0,1,1,3,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
