,Chemistry: Molecular Biology and Microbiology,Stock Material or Miscellaneous Articles,"Static Structures (e.g., Buildings)","Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Special Receptacle or Package,Semiconductor Device Manufacturing: Process,Liquid Purification or Separation,Electricity: Electrical Systems and Devices,Measuring and Testing,Electronic Digital Logic Circuitry,Rotary Kinetic Fluid Motors or Pumps,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Surgery (includes Class 600),Plastic and Nonmetallic Article Shaping or Treating: Processes,Animal Husbandry,Adhesive Bonding and Miscellaneous Chemical Manufacture,"Winding, Tensioning, or Guiding",Metal Working,Communications: Electrical,Communications: Radio Wave Antennas,Ships,Electrical Connectors,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Chemistry: Analytical and Immunological Testing,Fluid Handling,Material or Article Handling,Coating Processes,"Fishing, Trapping, and Vermin Destroying","Supports (e.g., for holding articles, etc.)",Electricity: Measuring and Testing,Paper Making and Fiber Liberation,"Boots, Shoes, and Leggings",Electric Heating,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Printing,Land Vehicles,Geometrical Instruments,Cutting,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Electrical Generator or Motor Structure,Wave Transmission Lines and Networks,Optics: Measuring and Testing,Games Using Tangible Projectile,Organic Compounds (includes Classes 532-570),Beds,Firearms,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Power Plants,Stoves and Furnaces,"DP: Measuring, Calibrating, or Testing (Data Processing)","Buckles, Buttons, Clasps, Etc.",Drying and Gas or Vapor Contact with Solids,Electrical Audio Signal Processing Systems and Devices,Apparel,"Food or Edible Material: Processes, Compositions, and Products","Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Abrading,Ordnance,Surgery (instruments),Amusement Devices: Games,Image Analysis,Hydraulic and Earth Engineering,Handling: Hand and Hoist-Line Implements,Illumination,Telephonic Communications,Music,Excavating,Package and Article Carriers,Exercise Devices,"Brushing, Scrubbing, and General Cleaning",Internal-Combustion Engines,Oscillators,Machine Element or Mechanism,Seal for a Joint or Juncture,Plastic Article or Earthenware Shaping or Treating: Apparatus,Boot and Shoe Making,Dispensing (apparatus and process),"Fluid Sprinkling, Spraying, and Diffusing",Multiplex Communications,Cutlery,Heat Exchange,Radiant Energy,Surgery (Medicators and Receptors),Receptacles,"Envelopes, Wrappers, and Paperboard Boxes",Chairs and Seats,Computer Graphics Processing and Selective Visual Display Systems,Television,Error Detection/Correction and Fault Detection/Recovery,Tools,Coating Apparatus,Motor Vehicles,Conveyors: Power-Driven,Implements or Apparatus for Applying Pushing or Pulling Force,Telecommunications,Furnaces,Sheet Feeding or Delivering,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Aeronautics and Astronautics,Amplifiers,Electricity: Electrothermally or Thermally Actuated Switches,Butchering,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Chemistry: Electrical and Wave Energy,Chemistry of Inorganic Compounds,Marine Propulsion,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,DP: Generic Control Systems or Specific Applications (Data Processing),Input/Output (Electrical Computers and Digital Data Processing Systems),Refrigeration,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Woodworking,Solid Material Comminution or Disintegration,Pumps,"Card, Picture, or Sign Exhibiting",Liquid Heaters and Vaporizers,"Fire Escape, Ladder, or Scaffold",Supports: Cabinet Structure,Rotary Expansible Chamber Devices,Education and Demonstration,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",DP: Database and File Management or Data Structures (Data Processing),Textiles: Manufacturing,Gas Separation: Processes,Foods and Beverages: Apparatus,Valves and Valve Actuation,Pipe Joints or Couplings,Electrical Transmission or Interconnection Systems,Static Information Storage and Retrieval,Combustion,"Buoys, Rafts, and Aquatic Devices","Surgery: Splint, Brace, or Bandage","Surgery: Light, Thermal, and Electrical Application","Baths, Closets, Sinks, and Spittoons",Plant Husbandry,Metal Deforming,Compositions: Coating or Plastic,Clutches and Power-Stop Control,Electric Resistance Heating Devices,Information Security,Textiles: Fiber Preparation,Movable or Removable Closures,Ammunition and Explosives,Resilient Tires and Wheels,Electricity: Conductors and Insulators,"Classifying, Separating, and Assorting Solids",Supports: Racks,Advancing Material of Indeterminate Length,Metal Fusion Bonding,Work Holders,Prime-Mover Dynamo Plants,Land Vehicles: Bodies and Tops,Electric Lamp and Discharge Devices,Electricity: Motive Power Systems,Optical: Systems and Elements,"Agitating (e.g., of articles and materials)",Joints and Connections,"Road Structure, Process, or Apparatus","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Fuel and Related Compositions,Locks,Horizontally Supported Planar Surfaces,Sewing,Elongated-Member-Driving Apparatus,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Coded Data Generation or Conversion,Heating,Amusement Devices: Toys,Harvesters,Pipes and Tubular Conduits,Acoustics,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Etching a Substrate: Processes,Article Dispensing,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets","Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Pulse or Digital Communications,"Fluid Reaction Surfaces (i.e., Impellers)",Roll or Roller,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Mechanical Guns and Projectors,"Tent, Canopy, Umbrella, or Cane",Metal Founding,Brakes,Closure Fasteners,"Optics: Eye Examining, Vision Testing and Correcting",Ventilation,Memory (Electrical Computers and Digital Processing Systems),Interactive Video Distribution Systems,"Chain, Staple, and Horseshoe Making",Gas Separation: Apparatus,Cleaning and Liquid Contact with Solids,"Flexible or Portable Closure, Partition, or Panel",Electricity: Circuit Makers and Breakers,Heating Systems,Compositions,Inductor Devices,Flexible Bags,Optical Waveguides,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Textiles: Ironing or Smoothing,Harness for Working Animal,Presses,Signals and Indicators,Textiles: Weaving,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Bottles and Jars,Static Molds,Spring Devices,Chucks or Sockets,Electricity: Power Supply or Regulation Systems,Electrical Resistors,Dynamic Magnetic Information Storage or Retrieval,Thermal Measuring and Testing,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Typewriting Machines,"DP: Software Development, Installation, and Management (Data Processing)",Compound Hand Tools,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Package Making,Textiles: Fluid Treating Apparatus,Metal Treatment,Boring or Penetrating the Earth,Automatic Temperature and Humidity Regulation,Gas and Liquid Contact Apparatus,Printed Matter,Electricity: Battery or Capacitor Charging or Discharging,Recorders,"Communications, Electrical: Acoustic Wave Systems and Devices",Dynamic Information Storage or Retrieval,Industrial Electric Heating Furnaces,Photography,Cutting by Use of Rotating Axially Moving Tool,"Gear Cutting, Milling, or Planing","Chemistry: Electrical Current Producing Apparatus, Product, and Process",Amusement Devices,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Support (Electrical Computers and Digital Processing Systems),Undertaking,Glass Manufacturing,Chemistry: Fertilizers,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Turning (e.g., for metal working)","Textiles: Braiding, Netting, and Lace Making",Motors: Expansible Chamber Type,Fire Extinguishers,Unearthing Plants or Buried Objects,Earth Working,Lubrication,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Apparel Apparatus,Deposit and Collection Receptacles,Metallurgical Apparatus,Sheet-Material Associating,Land Vehicles: Wheels and Axles,Electric Lamp and Discharge Devices: Systems,Electricity: Single Generator Systems,"Induced Nuclear Reactions: Processes, Systems, and Elements",Optical Communications,Electrophotography,Coating Implements with Material Supply,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Chemistry of Hydrocarbon Compounds,Hazardous or Toxic Waste Destruction or Containment,Surgery: Kinesitherapy,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Gas: Heating and Illuminating,Gas Separation,Jewelry,Tobacco,Toilet,Trunks and Hand-Carried Luggage,Distillation: Apparatus,Wooden Receptacles,High-Voltage Switches with Arc Preventing or Extinguishing Devices,"Books, Strips, and Leaves",Vehicle Fenders,Wheel Substitutes for Land Vehicles,Demodulators,Incremental Printing of Symbolic Information,Facsimile and Static Presentation Processing,Horology: Time Measuring Systems or Devices,X-Ray or Gamma Ray Systems or Devices,Cryptography,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Cutters, for Shaping",Freight Accommodation On Freight Carrier,Dentistry,Amusement Devices: Games,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",DP: Artificial Intelligence (Data Processing),Arithmetic Processing and Calculating (Electrical Computers),"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Dynamic Optical Information Storage or Retrieval,Bridges,Textiles: Cloth Finishing,"Abrasive Tool Making Process, Material, or Composition","Textiles: Spinning, Twisting, and Twining",Textiles: Knitting,Expansible Chamber Devices,Railways,Stone Working,"Sugar, Starch, and Carbohydrates",Wireworking,Explosive and Thermic Compositions or Charges,"Purses, Wallets, and Protective Covers",Wheelwright Machines,Concentrating Evaporators,Tool Driving or Impacting,Weighing Scales,"Conveyors, Chutes, Skids, Guides, and Ways","Distillation: Processes, Separatory",Mineral Oils: Processes and Products,Severing by Tearing or Breaking,Railways: Surface Track,Fences,Land Vehicles: Dumping,Mining or In Situ Disintegration of Hard Material,Fluid-Pressure and Analogous Brake Systems,Optics: Image Projectors,Coherent Light Generators,Motion Video Signal Processing for Recording or Reproducing,Conveyors: Fluid Current,Powder Metallurgy Processes,Alloys or Metallic Compositions,Electric Lamp or Space Discharge Component or Device Manufacturing,Foundation Garments,"Books, Strips, and Leaves for Manifolding",Endless Belt Power Transmission Systems or Components,Planetary Gear Transmission Systems or Components,"Interrelated Power Delivery Controls, Including Engine Control",Imperforate Bowl: Centrifugal Separators,"Superconductor Technology: Apparatus, Material, Process","Combinatorial Chemistry Technology: Method, Library, Apparatus","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)"
Maine,1,13,11,0,1,14,0,4,2,13,0,0,1,1,6,6,7,2,3,2,0,8,2,0,0,2,14,16,0,6,10,9,6,3,16,13,2,8,15,7,0,3,0,1,6,3,0,0,3,3,0,5,2,4,2,7,1,5,0,2,0,0,2,4,2,1,3,0,0,1,2,1,0,1,0,2,11,3,4,0,4,1,0,1,2,4,0,0,0,0,3,6,4,7,4,0,0,5,0,0,2,2,3,0,0,1,1,1,0,1,0,0,2,0,2,3,1,2,0,0,2,0,0,1,0,3,3,0,0,0,0,1,2,0,1,3,2,3,0,0,0,10,1,0,5,0,3,1,0,1,1,1,0,2,2,1,1,0,1,0,0,0,0,1,3,0,0,1,1,1,2,1,3,1,0,1,4,0,0,1,2,0,0,0,0,1,1,0,0,1,0,3,1,0,1,1,1,1,1,0,0,0,5,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,1,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
