,Radiant Energy,Measuring and Testing,Optics: Measuring and Testing,Optical: Systems and Elements,Coherent Light Generators,Semiconductor Device Manufacturing: Process,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)","Wells (shafts or deep borings in the earth, e.g., for oil and gas)","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Electricity: Measuring and Testing,Communications: Electrical,Chemistry of Inorganic Compounds,Chemistry: Molecular Biology and Microbiology,Surgery (includes Class 600),Stock Material or Miscellaneous Articles,Organic Compounds (includes Classes 532-570),Coating Processes,Liquid Purification or Separation,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Image Analysis,Compositions,Optical Waveguides,Land Vehicles,Electrical Generator or Motor Structure,Wave Transmission Lines and Networks,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","DP: Measuring, Calibrating, or Testing (Data Processing)",Chemistry: Electrical and Wave Energy,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Power Plants,Refrigeration,Ammunition and Explosives,Electric Lamp and Discharge Devices: Systems,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing","DP: Vehicles, Navigation, and Relative Location (Data Processing)",Plastic and Nonmetallic Article Shaping or Treating: Processes,Chemistry: Analytical and Immunological Testing,Computer Graphics Processing and Selective Visual Display Systems,Electricity: Electrical Systems and Devices,Aeronautics and Astronautics,"Static Structures (e.g., Buildings)",Static Information Storage and Retrieval,Electric Heating,Electronic Digital Logic Circuitry,Surgery (instruments),"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Induced Nuclear Reactions: Processes, Systems, and Elements",Batteries: Thermoelectric and Photoelectric,DP: Generic Control Systems or Specific Applications (Data Processing),"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Metal Working,Boring or Penetrating the Earth,Stoves and Furnaces,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Gas Separation: Processes,Adhesive Bonding and Miscellaneous Chemical Manufacture,Fluid Handling,Telecommunications,Television,DP: Artificial Intelligence (Data Processing),"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Amusement Devices: Games,"Fluid Sprinkling, Spraying, and Diffusing",Geometrical Instruments,Animal Husbandry,Electricity: Circuit Makers and Breakers,Hydraulic and Earth Engineering,Electric Lamp and Discharge Devices,Pumps,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Supports (e.g., for holding articles, etc.)","Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Games Using Tangible Projectile,DP: Database and File Management or Data Structures (Data Processing),Heat Exchange,X-Ray or Gamma Ray Systems or Devices,Surgery (Medicators and Receptors),"Optics: Eye Examining, Vision Testing and Correcting","Surgery: Light, Thermal, and Electrical Application",Gas Separation: Apparatus,Music,Internal-Combustion Engines,Electrical Transmission or Interconnection Systems,Illumination,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Communications: Radio Wave Antennas,Education and Demonstration,Apparel,Compositions: Coating or Plastic,Compositions: Ceramic,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Machine Element or Mechanism,Multiplex Communications,Electricity: Conductors and Insulators,"Classifying, Separating, and Assorting Solids",Motor Vehicles,"Communications, Electrical: Acoustic Wave Systems and Devices",Material or Article Handling,"Superconductor Technology: Apparatus, Material, Process",Firearms,Locks,Etching a Substrate: Processes,Ordnance,Amusement Devices: Games,Cutlery,Tools,Cleaning and Liquid Contact with Solids,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Thermal Measuring and Testing,Land Vehicles: Bodies and Tops,Chairs and Seats,Pulse or Digital Communications,Electrical Connectors,Error Detection/Correction and Fault Detection/Recovery,"Baths, Closets, Sinks, and Spittoons",Beds,Package and Article Carriers,Plastic Article or Earthenware Shaping or Treating: Apparatus,Combustion,Explosive and Thermic Compositions or Charges,Optical Communications,Telephonic Communications,"Food or Edible Material: Processes, Compositions, and Products",Support (Electrical Computers and Digital Processing Systems),"Fishing, Trapping, and Vermin Destroying",Oscillators,"Brushing, Scrubbing, and General Cleaning",Dispensing (apparatus and process),Input/Output (Electrical Computers and Digital Data Processing Systems),Coating Apparatus,Metal Fusion Bonding,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets","Road Structure, Process, or Apparatus",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,"Buckles, Buttons, Clasps, Etc.","Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Special Receptacle or Package,Electrical Audio Signal Processing Systems and Devices,Dentistry,Harvesters,Receptacles,Cryptography,Joints and Connections,Abrading,Exercise Devices,Arithmetic Processing and Calculating (Electrical Computers),Plant Husbandry,Ships,Metal Treatment,Mining or In Situ Disintegration of Hard Material,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Information Security,"Card, Picture, or Sign Exhibiting",Implements or Apparatus for Applying Pushing or Pulling Force,Coded Data Generation or Conversion,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Closure Fasteners,Memory (Electrical Computers and Digital Processing Systems),"Boots, Shoes, and Leggings",Prime-Mover Dynamo Plants,Electricity: Motive Power Systems,Amplifiers,Hazardous or Toxic Waste Destruction or Containment,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Mechanical Guns and Projectors,Acoustics,Valves and Valve Actuation,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Excavating,Gas Separation,Cutting,Brakes,Solid Material Comminution or Disintegration,"Fluid Reaction Surfaces (i.e., Impellers)","Turning (e.g., for metal working)",Metal Founding,"Winding, Tensioning, or Guiding",Gas and Liquid Contact Apparatus,Work Holders,Handling: Hand and Hoist-Line Implements,Photography,Fire Extinguishers,Photocopying,"Buoys, Rafts, and Aquatic Devices",Ventilation,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Horizontally Supported Planar Surfaces,Pipes and Tubular Conduits,Distillation: Apparatus,"Distillation: Processes, Separatory",Supports: Racks,Static Molds,Electrical Resistors,Electric Power Conversion Systems,Rotary Expansible Chamber Devices,Gas: Heating and Illuminating,Weighing Scales,"Fire Escape, Ladder, or Scaffold",Mineral Oils: Processes and Products,Pipe Joints or Couplings,Electricity: Battery or Capacitor Charging or Discharging,Industrial Electric Heating Furnaces,Powder Metallurgy Processes,"Surgery: Splint, Brace, or Bandage",Glass Manufacturing,Metal Deforming,Foods and Beverages: Apparatus,Toilet,Seal for a Joint or Juncture,"Agitating (e.g., of articles and materials)","DP: Software Development, Installation, and Management (Data Processing)","Fluent Material Handling, with Receiver or Receiver Coacting Means",Conveyors: Power-Driven,Article Dispensing,Supports: Cabinet Structure,Electricity: Power Supply or Regulation Systems,"Liquid Crystal Cells, Elements and Systems",Amusement Devices: Toys,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Jewelry,Automatic Temperature and Humidity Regulation,Printed Matter,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Planetary Gear Transmission Systems or Components,Harness for Working Animal,Presses,Signals and Indicators,"Tent, Canopy, Umbrella, or Cane",Wheelwright Machines,Earth Working,Spring Devices,Optics: Motion Pictures,Rotary Kinetic Fluid Motors or Pumps,Alloys or Metallic Compositions,Electric Lamp or Space Discharge Component or Device Manufacturing,Plant Protecting and Regulating Compositions,Surgery: Kinesitherapy,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Compound Hand Tools,Chemistry: Physical Processes,Movable or Removable Closures,Package Making,Electricity: Electrothermally or Thermally Actuated Switches,Incremental Printing of Symbolic Information,Bearings,Railways,Concentrating Evaporators,"Flexible or Portable Closure, Partition, or Panel",Apparel Apparatus,Fences,Horology: Time Measuring Systems or Devices,Electric Resistance Heating Devices,Coating Implements with Material Supply,"Gear Cutting, Milling, or Planing",Marine Propulsion,"Interrelated Power Delivery Controls, Including Engine Control","Combinatorial Chemistry Technology: Method, Library, Apparatus",Bridges,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Drying and Gas or Vapor Contact with Solids,Fuel and Related Compositions,"Abrasive Tool Making Process, Material, or Composition",Chemistry: Fertilizers,Ammunition and Explosive-Charge Making,Printing,Liquid Heaters and Vaporizers,Tobacco,Woodworking,Unearthing Plants or Buried Objects,Traversing Hoists,Deposit and Collection Receptacles,Chucks or Sockets,Land Vehicles: Dumping,Endless Belt Power Transmission Systems or Components,Chemistry of Hydrocarbon Compounds,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Textiles: Fiber Preparation,"Safes, Bank Protection, or a Related Device",Furnaces,Planting,Sewing,Farriery,Bottles and Jars,"Envelopes, Wrappers, and Paperboard Boxes",Railway Switches and Signals,Electricity: Single Generator Systems,Inductor Devices,Optics: Image Projectors,Dynamic Information Storage or Retrieval,Electrophotography,Cutting by Use of Rotating Axially Moving Tool,Freight Accommodation On Freight Carrier,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Heating,Butchering,"Earth Boring, Well Treating, and Oil Field Chemistry",Undertaking,Textiles: Manufacturing,Textiles: Ironing or Smoothing,Motors: Expansible Chamber Type,Expansible Chamber Devices,Resilient Tires and Wheels,Paper Making and Fiber Liberation,Merchandising,Clutches and Power-Stop Control,Metallurgical Apparatus,Modulators,Recorders,Dynamic Magnetic Information Storage or Retrieval,Electricity: Motor Control Systems,Binder Device Releasably Engaging Aperture or Notch of Sheet,Amusement Devices,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Boot and Shoe Making,Textiles: Fluid Treating Apparatus,"Metal Tools and Implements, Making",Stone Working,Tool Driving or Impacting,Mineral Oils: Apparatus,Severing by Tearing or Breaking,Advancing Material of Indeterminate Length,Elongated-Member-Driving Apparatus,Heating Systems,Land Vehicles: Wheels and Axles,Facsimile and Static Presentation Processing,Flexible Bags,Conveyors: Fluid Current,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Foundation Garments,Imperforate Bowl: Centrifugal Separators,"Chain, Staple, and Horseshoe Making",Textiles: Knitting,Railway Rolling Stock,Textiles: Weaving,Wireworking,"Purses, Wallets, and Protective Covers",Needle and Pin Making,Lubrication,Trunks and Hand-Carried Luggage,"Conveyors, Chutes, Skids, Guides, and Ways",Type Casting,"Distillation: Processes, Thermolytic",Wooden Receptacles,High-Voltage Switches with Arc Preventing or Extinguishing Devices,"Selective Cutting (e.g., Punching)",Chemistry of Carbon Compounds,Track Sanders,Wheel Substitutes for Land Vehicles,Demodulators,Typewriting Machines,"Bee Culture (propagating, raising, caring for bees)","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Friction Gear Transmission Systems or Components,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Interactive Video Distribution Systems
New Mexico,54,52,45,35,31,55,60,27,46,31,30,21,43,30,22,32,25,16,28,44,26,26,10,9,23,17,28,13,24,10,6,16,8,16,49,14,22,12,9,20,23,15,2,14,23,11,4,32,14,5,8,10,14,3,10,12,6,23,25,26,15,24,6,4,6,3,7,5,9,23,6,13,5,24,3,10,4,19,14,6,13,6,10,4,17,10,5,5,8,2,8,3,14,1,2,3,4,0,1,10,3,3,6,3,2,3,1,9,5,4,4,12,1,5,3,1,4,1,2,3,10,6,4,16,3,3,1,2,8,4,0,5,5,5,1,3,3,2,6,1,2,6,6,2,1,2,2,1,0,3,2,15,7,1,4,5,2,11,0,7,2,1,6,5,1,2,1,2,3,2,0,1,2,1,1,2,0,1,1,3,0,2,0,0,0,1,3,2,0,1,5,3,0,0,1,0,4,0,3,2,0,2,1,1,1,2,0,1,3,2,5,4,1,0,0,0,2,2,2,0,1,1,2,0,0,0,0,0,2,3,0,1,0,1,0,3,4,1,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,2,4,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
