,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Synthetic Resins or Natural Rubbers (includes Classes 520-528),Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Chairs and Seats,Surgery (instruments),Illumination,Land Vehicles,"Fishing, Trapping, and Vermin Destroying",Measuring and Testing,"Static Structures (e.g., Buildings)",Metal Working,Organic Compounds (includes Classes 532-570),Ships,"Brushing, Scrubbing, and General Cleaning",Liquid Purification or Separation,Communications: Electrical,Surgery (includes Class 600),"Supports (e.g., for holding articles, etc.)",Electrical Audio Signal Processing Systems and Devices,Material or Article Handling,Games Using Tangible Projectile,Beds,Chemistry: Molecular Biology and Microbiology,Compositions: Coating or Plastic,Stock Material or Miscellaneous Articles,Telephonic Communications,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Earth Working,Surgery (Medicators and Receptors),Geometrical Instruments,Animal Husbandry,Telecommunications,Refrigeration,"Fire Escape, Ladder, or Scaffold",Internal-Combustion Engines,Amusement Devices: Games,Dentistry,Music,Hydraulic and Earth Engineering,Electric Heating,"Road Structure, Process, or Apparatus",Fluid Handling,Motor Vehicles,Apparel,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)","Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Static Information Storage and Retrieval,Marine Propulsion,"Baths, Closets, Sinks, and Spittoons",Special Receptacle or Package,Cutlery,Plant Husbandry,Electrical Generator or Motor Structure,Harvesters,Stoves and Furnaces,Woodworking,Exercise Devices,Conveyors: Power-Driven,Plastic and Nonmetallic Article Shaping or Treating: Processes,Electricity: Electrical Systems and Devices,Butchering,Cutting,Adhesive Bonding and Miscellaneous Chemical Manufacture,Electricity: Conductors and Insulators,Power Plants,Electricity: Measuring and Testing,Amplifiers,Electrical Connectors,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Implements or Apparatus for Applying Pushing or Pulling Force,"Food or Edible Material: Processes, Compositions, and Products","DP: Measuring, Calibrating, or Testing (Data Processing)","Communications, Electrical: Acoustic Wave Systems and Devices",Pumps,Firearms,Receptacles,Package and Article Carriers,"Fluid Sprinkling, Spraying, and Diffusing",Radiant Energy,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Land Vehicles: Bodies and Tops,Chemistry of Inorganic Compounds,Plant Protecting and Regulating Compositions,Solid Material Comminution or Disintegration,Aeronautics and Astronautics,Handling: Hand and Hoist-Line Implements,Amusement Devices: Toys,Gas Separation,Presses,Metal Deforming,Gas Separation: Processes,Gas Separation: Apparatus,"Winding, Tensioning, or Guiding",Electronic Digital Logic Circuitry,Semiconductor Device Manufacturing: Process,Excavating,Foods and Beverages: Apparatus,Dispensing (apparatus and process),Coating Processes,DP: Generic Control Systems or Specific Applications (Data Processing),Drying and Gas or Vapor Contact with Solids,Machine Element or Mechanism,Acoustics,Valves and Valve Actuation,Closure Fasteners,Electric Lamp and Discharge Devices: Systems,Chemistry: Fertilizers,Tools,Planting,Heat Exchange,Supports: Cabinet Structure,Textiles: Fiber Preparation,Movable or Removable Closures,Mechanical Guns and Projectors,Toilet,Electricity: Motive Power Systems,Optics: Measuring and Testing,Optical: Systems and Elements,Plastic Article or Earthenware Shaping or Treating: Apparatus,"Boots, Shoes, and Leggings","Card, Picture, or Sign Exhibiting","Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Electricity: Circuit Makers and Breakers,Pipe Joints or Couplings,"Fluid Reaction Surfaces (i.e., Impellers)",Rotary Expansible Chamber Devices,Education and Demonstration,"Buckles, Buttons, Clasps, Etc.",Horizontally Supported Planar Surfaces,Boring or Penetrating the Earth,Gas and Liquid Contact Apparatus,Multiplex Communications,Image Analysis,"Surgery: Splint, Brace, or Bandage",Input/Output (Electrical Computers and Digital Data Processing Systems),Cleaning and Liquid Contact with Solids,Weighing Scales,Compositions,Thermal Measuring and Testing,Chemistry: Analytical and Immunological Testing,"Buoys, Rafts, and Aquatic Devices","Tent, Canopy, Umbrella, or Cane",Chemistry: Electrical and Wave Energy,Supports: Racks,Rotary Kinetic Fluid Motors or Pumps,Abrading,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),"Classifying, Separating, and Assorting Solids",High-Voltage Switches with Arc Preventing or Extinguishing Devices,Coating Implements with Material Supply,Amusement Devices: Games,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",DP: Database and File Management or Data Structures (Data Processing),Package Making,Locks,Ammunition and Explosives,Sewing,Textiles: Weaving,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Paper Making and Fiber Liberation,Mineral Oils: Processes and Products,Apparel Apparatus,"Envelopes, Wrappers, and Paperboard Boxes","Optics: Eye Examining, Vision Testing and Correcting","Agitating (e.g., of articles and materials)","Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Ventilation,Support (Electrical Computers and Digital Processing Systems),Error Detection/Correction and Fault Detection/Recovery,Motors: Expansible Chamber Type,Signals and Indicators,Metal Fusion Bonding,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Spring Devices,Electrical Transmission or Interconnection Systems,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Television,Joints and Connections,Combustion,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Fire Extinguishers,Article Dispensing,Wave Transmission Lines and Networks,Bearings,Electric Resistance Heating Devices,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Amusement Devices,Planetary Gear Transmission Systems or Components,Compositions: Ceramic,"Surgery: Light, Thermal, and Electrical Application",Memory (Electrical Computers and Digital Processing Systems),Undertaking,Fuel and Related Compositions,Expansible Chamber Devices,Railways,Wheelwright Machines,Clutches and Power-Stop Control,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Deposit and Collection Receptacles,Static Molds,Work Holders,Printed Matter,Electricity: Power Supply or Regulation Systems,Horology: Time Measuring Systems or Devices,Flexible Bags,Conveyors: Fluid Current,Endless Belt Power Transmission Systems or Components,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Glass Manufacturing,Printing,Coating Apparatus,Pipes and Tubular Conduits,Prime-Mover Dynamo Plants,Land Vehicles: Wheels and Axles,Electricity: Battery or Capacitor Charging or Discharging,Communications: Radio Wave Antennas,Optical Waveguides,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Surgery: Kinesitherapy,Gas: Heating and Illuminating,Liquid Heaters and Vaporizers,Tobacco,Brakes,Traversing Hoists,Wooden Receptacles,Fences,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Freight Accommodation On Freight Carrier,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Chemistry of Hydrocarbon Compounds,Hazardous or Toxic Waste Destruction or Containment,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Boot and Shoe Making,Chemistry: Physical Processes,Textiles: Knitting,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Metal Tools and Implements, Making",Ordnance,Furnaces,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Metal Founding,Tool Driving or Impacting,Lubrication,"Conveyors, Chutes, Skids, Guides, and Ways","Distillation: Processes, Separatory",Automatic Temperature and Humidity Regulation,Seal for a Joint or Juncture,Inductor Devices,Computer Graphics Processing and Selective Visual Display Systems,Electric Power Conversion Systems,Pulse or Digital Communications,Photography,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Crop Threshing or Separating,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Bridges,Textiles: Manufacturing,"Chain, Staple, and Horseshoe Making","Turning (e.g., for metal working)",Ammunition and Explosive-Charge Making,"Safes, Bank Protection, or a Related Device","Sugar, Starch, and Carbohydrates",Batteries: Thermoelectric and Photoelectric,Resilient Tires and Wheels,Concentrating Evaporators,"Flexible or Portable Closure, Partition, or Panel",Electricity: Transmission To Vehicles,Bottles and Jars,Railways: Surface Track,"Books, Strips, and Leaves",Vehicle Fenders,Land Vehicles: Dumping,Fluid-Pressure and Analogous Brake Systems,Coded Data Generation or Conversion,Optics: Image Projectors,Coherent Light Generators,"Induced Nuclear Reactions: Processes, Systems, and Elements",X-Ray or Gamma Ray Systems or Devices,Optical Communications,Binder Device Releasably Engaging Aperture or Notch of Sheet,Cutting by Use of Rotating Axially Moving Tool,Electric Lamp or Space Discharge Component or Device Manufacturing,Foundation Garments,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",DP: Artificial Intelligence (Data Processing),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Compound Hand Tools,Textiles: Ironing or Smoothing,"Abrasive Tool Making Process, Material, or Composition",Jewelry,Textiles: Fluid Treating Apparatus,"Textiles: Braiding, Netting, and Lace Making",Railway Rolling Stock,Stone Working,Wireworking,Wood Turning,Metal Treatment,Explosive and Thermic Compositions or Charges,"Purses, Wallets, and Protective Covers",Farriery,Unearthing Plants or Buried Objects,"Motors: Spring, Weight, or Animal Powered",Check-Actuated Control Mechanisms,Distillation: Apparatus,Etching a Substrate: Processes,Advancing Material of Indeterminate Length,Elongated-Member-Driving Apparatus,Heating Systems,Metallurgical Apparatus,Chucks or Sockets,Knots and Knot Tying,Mining or In Situ Disintegration of Hard Material,Wheel Substitutes for Land Vehicles,Electric Lamp and Discharge Devices,Oscillators,Electricity: Electrothermally or Thermally Actuated Switches,Electrical Resistors,Photocopying,Dynamic Magnetic Information Storage or Retrieval,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Cryptography,Electricity: Motor Control Systems,Typewriting Machines,"Gear Cutting, Milling, or Planing",Alloys or Metallic Compositions,Heating,"Interrelated Power Delivery Controls, Including Engine Control","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Interactive Video Distribution Systems,Information Security
Mississippi,55,45,71,31,21,33,24,13,12,11,19,16,7,30,8,11,12,13,12,5,8,8,21,16,15,8,8,2,10,12,17,8,12,9,7,16,10,11,9,9,8,8,6,11,4,15,4,9,1,10,3,4,5,2,6,6,11,5,7,5,8,3,6,6,3,7,12,12,10,6,4,10,4,2,4,8,7,3,10,9,4,3,3,7,3,4,8,16,4,2,15,11,5,9,12,2,2,6,4,10,4,2,2,5,5,1,3,2,2,5,1,2,2,2,1,1,5,2,1,3,3,2,2,2,8,0,2,2,2,2,2,3,3,2,2,2,1,3,4,3,0,2,1,3,3,2,1,4,1,0,2,5,7,8,1,3,2,1,0,3,2,3,1,3,3,2,3,3,2,2,0,2,2,3,2,2,2,3,0,5,4,1,2,2,4,0,3,2,1,2,0,0,4,4,0,2,3,0,4,0,1,0,1,2,2,0,2,1,1,1,0,0,2,3,0,2,1,1,4,1,1,4,0,1,1,1,0,1,0,1,0,4,0,0,4,0,0,0,2,0,0,0,1,1,1,0,0,1,2,0,1,0,1,2,1,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
