,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Ships,Surgery (includes Class 600),Chemistry: Molecular Biology and Microbiology,"Static Structures (e.g., Buildings)","Buoys, Rafts, and Aquatic Devices",Liquid Purification or Separation,"Brushing, Scrubbing, and General Cleaning",Communications: Electrical,Games Using Tangible Projectile,"Fishing, Trapping, and Vermin Destroying",Image Analysis,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Apparel,Cutlery,Aeronautics and Astronautics,Land Vehicles,Amusement Devices: Games,Surgery (instruments),Exercise Devices,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Telecommunications,Foods and Beverages: Apparatus,"Supports (e.g., for holding articles, etc.)","Food or Edible Material: Processes, Compositions, and Products",Organic Compounds (includes Classes 532-570),Surgery (Medicators and Receptors),Beds,Package and Article Carriers,Measuring and Testing,Radiant Energy,Amusement Devices: Games,Education and Demonstration,Amusement Devices: Toys,Animal Husbandry,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)","Fluid Sprinkling, Spraying, and Diffusing",Prime-Mover Dynamo Plants,Chairs and Seats,Internal-Combustion Engines,Special Receptacle or Package,Multiplex Communications,Plant Protecting and Regulating Compositions,"Baths, Closets, Sinks, and Spittoons",Geometrical Instruments,"Optics: Eye Examining, Vision Testing and Correcting",Optical: Systems and Elements,Illumination,Hydraulic and Earth Engineering,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Optics: Measuring and Testing,Locks,Fluid Handling,Marine Propulsion,"DP: Measuring, Calibrating, or Testing (Data Processing)","Card, Picture, or Sign Exhibiting",Refrigeration,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Music,Dispensing (apparatus and process),Telephonic Communications,DP: Database and File Management or Data Structures (Data Processing),Handling: Hand and Hoist-Line Implements,Computer Graphics Processing and Selective Visual Display Systems,Error Detection/Correction and Fault Detection/Recovery,Stoves and Furnaces,Communications: Radio Wave Antennas,Metal Working,Plant Husbandry,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Compositions,Electricity: Measuring and Testing,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Stock Material or Miscellaneous Articles,"Boots, Shoes, and Leggings",Surgery: Kinesitherapy,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","Buckles, Buttons, Clasps, Etc.",Movable or Removable Closures,Package Making,Harvesters,Power Plants,Machine Element or Mechanism,Toilet,Receptacles,Solid Material Comminution or Disintegration,"Communications, Electrical: Acoustic Wave Systems and Devices","Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Abrading,"DP: Software Development, Installation, and Management (Data Processing)",Information Security,"Sugar, Starch, and Carbohydrates",Adhesive Bonding and Miscellaneous Chemical Manufacture,"Winding, Tensioning, or Guiding",Television,Photography,Chemistry: Analytical and Immunological Testing,Semiconductor Device Manufacturing: Process,"Envelopes, Wrappers, and Paperboard Boxes",Implements or Apparatus for Applying Pushing or Pulling Force,Land Vehicles: Bodies and Tops,Pulse or Digital Communications,Electrical Connectors,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Support (Electrical Computers and Digital Processing Systems),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Interactive Video Distribution Systems,Excavating,Tools,Cutting,Electrical Transmission or Interconnection Systems,Pumps,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Firearms,Ammunition and Explosives,Railways,Furnaces,Planting,Signals and Indicators,Cleaning and Liquid Contact with Solids,Supports: Racks,Article Dispensing,Electrical Generator or Motor Structure,Horology: Time Measuring Systems or Devices,X-Ray or Gamma Ray Systems or Devices,Joints and Connections,Material or Article Handling,Chemistry of Inorganic Compounds,Amusement Devices,"Surgery: Light, Thermal, and Electrical Application",Drying and Gas or Vapor Contact with Solids,"Fire Escape, Ladder, or Scaffold",Chemistry: Electrical and Wave Energy,Plastic and Nonmetallic Article Shaping or Treating: Processes,Work Holders,Supports: Cabinet Structure,Wave Transmission Lines and Networks,Typewriting Machines,Plastic Article or Earthenware Shaping or Treating: Apparatus,Dentistry,DP: Generic Control Systems or Specific Applications (Data Processing),"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",DP: Artificial Intelligence (Data Processing),Ordnance,Gas Separation: Apparatus,Presses,Printing,Horizontally Supported Planar Surfaces,Pipes and Tubular Conduits,"Flexible or Portable Closure, Partition, or Panel",Brakes,Distillation: Apparatus,Fences,Electric Lamp and Discharge Devices: Systems,Electricity: Motive Power Systems,"Induced Nuclear Reactions: Processes, Systems, and Elements",Optical Waveguides,Coating Implements with Material Supply,"Road Structure, Process, or Apparatus",Cutting by Use of Rotating Axially Moving Tool,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Planetary Gear Transmission Systems or Components,"Surgery: Splint, Brace, or Bandage","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Input/Output (Electrical Computers and Digital Data Processing Systems),Memory (Electrical Computers and Digital Processing Systems),Gas Separation: Processes,Coating Apparatus,Mechanical Guns and Projectors,Heat Exchange,Electricity: Conductors and Insulators,"Conveyors, Chutes, Skids, Guides, and Ways",Conveyors: Power-Driven,Electricity: Circuit Makers and Breakers,Electric Heating,Severing by Tearing or Breaking,Deposit and Collection Receptacles,Closure Fasteners,Land Vehicles: Wheels and Axles,Electricity: Battery or Capacitor Charging or Discharging,Amplifiers,Incremental Printing of Symbolic Information,Electricity: Electrical Systems and Devices,Electrical Audio Signal Processing Systems and Devices,Coating Processes,Ventilation,Undertaking,Jewelry,Expansible Chamber Devices,Tobacco,Batteries: Thermoelectric and Photoelectric,Concentrating Evaporators,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Fire Extinguishers,Motor Vehicles,Acoustics,Clutches and Power-Stop Control,"Distillation: Processes, Thermolytic","Classifying, Separating, and Assorting Solids",Traversing Hoists,Bottles and Jars,Valves and Valve Actuation,"Books, Strips, and Leaves",Electricity: Single Generator Systems,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Liquid Crystal Cells, Elements and Systems",Optics: Image Projectors,Static Information Storage and Retrieval,"Agitating (e.g., of articles and materials)",Coherent Light Generators,Butchering,"Combinatorial Chemistry Technology: Method, Library, Apparatus","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Compound Hand Tools,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Fuel and Related Compositions,Gas: Heating and Illuminating,Gas Separation,Metal Deforming,Motors: Expansible Chamber Type,Compositions: Coating or Plastic,"Tent, Canopy, Umbrella, or Cane",Woodworking,"Purses, Wallets, and Protective Covers",Resilient Tires and Wheels,Unearthing Plants or Buried Objects,Earth Working,Tool Driving or Impacting,Boring or Penetrating the Earth,Weighing Scales,Trunks and Hand-Carried Luggage,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Advancing Material of Indeterminate Length,Automatic Temperature and Humidity Regulation,Static Molds,Sheet Feeding or Delivering,Printed Matter,Pipe Joints or Couplings,Oscillators,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Coded Data Generation or Conversion,Dynamic Magnetic Information Storage or Retrieval,Dynamic Information Storage or Retrieval,Flexible Bags,Optical Communications,"Cutters, for Shaping","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Rotary Kinetic Fluid Motors or Pumps,Combustion,Endless Belt Power Transmission Systems or Components,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Superconductor Technology: Apparatus, Material, Process",Arithmetic Processing and Calculating (Electrical Computers),Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Textiles: Manufacturing,"Abrasive Tool Making Process, Material, or Composition",Harness for Working Animal,Glass Manufacturing,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Turning (e.g., for metal working)",Ammunition and Explosive-Charge Making,Railway Rolling Stock,"Safes, Bank Protection, or a Related Device",Sewing,Liquid Heaters and Vaporizers,Stone Working,Paper Making and Fiber Liberation,Metal Founding,Lubrication,"Motors: Spring, Weight, or Animal Powered","Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Electricity: Transmission To Vehicles,"Distillation: Processes, Separatory",Mineral Oils: Processes and Products,Etching a Substrate: Processes,Apparel Apparatus,Metal Fusion Bonding,Gas and Liquid Contact Apparatus,Spring Devices,Mining or In Situ Disintegration of Hard Material,Fluid-Pressure and Analogous Brake Systems,Electricity: Electrothermally or Thermally Actuated Switches,Recorders,Optics: Motion Pictures,Facsimile and Static Presentation Processing,Electric Power Conversion Systems,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Cryptography,Electric Resistance Heating Devices,Electrophotography,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Gear Cutting, Milling, or Planing",Freight Accommodation On Freight Carrier,"Fluid Reaction Surfaces (i.e., Impellers)",Rotary Expansible Chamber Devices,Powder Metallurgy Processes,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Heating,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Friction Gear Transmission Systems or Components,"Interrelated Power Delivery Controls, Including Engine Control",Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems)
Hawaii,46,20,20,22,30,10,21,2,8,9,7,11,15,5,15,7,7,13,10,7,7,19,15,3,4,3,3,4,8,6,1,12,3,7,4,6,7,5,8,6,2,5,7,0,5,0,9,7,6,3,4,8,2,0,7,4,4,6,8,4,5,2,7,1,6,5,1,3,4,3,5,5,5,8,3,4,4,2,2,3,0,0,5,2,1,2,1,3,5,1,7,2,0,2,2,1,4,4,2,0,2,4,2,3,1,3,2,6,1,0,0,0,0,4,2,0,0,1,0,1,1,2,4,1,2,3,0,1,1,3,2,0,0,1,2,1,1,0,1,0,1,3,2,2,1,1,0,2,0,0,4,0,1,0,1,2,1,1,4,3,1,3,0,0,2,3,2,3,0,0,0,2,1,0,0,2,1,0,0,1,2,2,0,2,1,1,3,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,3,1,1,2,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
