,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Land Vehicles,Chemistry: Molecular Biology and Microbiology,Liquid Purification or Separation,Measuring and Testing,"Supports (e.g., for holding articles, etc.)",Multiplex Communications,Typewriting Machines,Chemistry of Inorganic Compounds,"Static Structures (e.g., Buildings)",Surgery (includes Class 600),Boring or Penetrating the Earth,Games Using Tangible Projectile,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Geometrical Instruments,Firearms,Fluid Handling,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)","Fishing, Trapping, and Vermin Destroying",Animal Husbandry,Optical: Systems and Elements,Hydraulic and Earth Engineering,Optics: Measuring and Testing,Chemistry: Analytical and Immunological Testing,Surgery (instruments),Special Receptacle or Package,Telephonic Communications,Package and Article Carriers,"Card, Picture, or Sign Exhibiting",Land Vehicles: Bodies and Tops,Communications: Electrical,Material or Article Handling,Metal Working,Cutlery,Implements or Apparatus for Applying Pushing or Pulling Force,Fuel and Related Compositions,Surgery (Medicators and Receptors),Gas Separation: Processes,Ammunition and Explosives,Stoves and Furnaces,Mining or In Situ Disintegration of Hard Material,Internal-Combustion Engines,Receptacles,"Winding, Tensioning, or Guiding","Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Supports: Racks,Apparel,Power Plants,Chemistry: Electrical and Wave Energy,"Fluid Sprinkling, Spraying, and Diffusing",Coating Processes,"Buckles, Buttons, Clasps, Etc.",Excavating,Harness for Working Animal,Mineral Oils: Processes and Products,Electric Heating,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Amusement Devices: Games,"Agitating (e.g., of articles and materials)",Telecommunications,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Drying and Gas or Vapor Contact with Solids,Dispensing (apparatus and process),"Optics: Eye Examining, Vision Testing and Correcting",Organic Compounds (includes Classes 532-570),"Brushing, Scrubbing, and General Cleaning",Chemistry: Physical Processes,Mechanical Guns and Projectors,Conveyors: Power-Driven,Electricity: Circuit Makers and Breakers,Electricity: Measuring and Testing,Pulse or Digital Communications,"Road Structure, Process, or Apparatus",Stock Material or Miscellaneous Articles,DP: Generic Control Systems or Specific Applications (Data Processing),Foods and Beverages: Apparatus,Ships,Tool Driving or Impacting,Motor Vehicles,Valves and Valve Actuation,Prime-Mover Dynamo Plants,Handling: Hand and Hoist-Line Implements,Illumination,Education and Demonstration,"Surgery: Splint, Brace, or Bandage",Compositions: Coating or Plastic,Furnaces,Earth Working,Aeronautics and Astronautics,Chairs and Seats,Supports: Cabinet Structure,Rotary Kinetic Fluid Motors or Pumps,Combustion,Electrical Connectors,Exercise Devices,Interactive Video Distribution Systems,Beds,Tools,Adhesive Bonding and Miscellaneous Chemical Manufacture,Television,Cutting by Use of Rotating Axially Moving Tool,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Refrigeration,Machine Element or Mechanism,Gas Separation: Apparatus,"Fluent Material Handling, with Receiver or Receiver Coacting Means","Fire Escape, Ladder, or Scaffold",Plastic and Nonmetallic Article Shaping or Treating: Processes,"Baths, Closets, Sinks, and Spittoons",Plant Husbandry,Harvesters,Planting,Cleaning and Liquid Contact with Solids,"Flexible or Portable Closure, Partition, or Panel",Distillation: Apparatus,"Classifying, Separating, and Assorting Solids",Bearings,Pumps,"Buoys, Rafts, and Aquatic Devices",Synthetic Resins or Natural Rubbers (includes Classes 520-528),"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Error Detection/Correction and Fault Detection/Recovery,Movable or Removable Closures,Locks,Cutting,Horizontally Supported Planar Surfaces,Woodworking,Weighing Scales,Radiant Energy,Gas and Liquid Contact Apparatus,Land Vehicles: Dumping,Facsimile and Static Presentation Processing,Dynamic Magnetic Information Storage or Retrieval,Electric Resistance Heating Devices,Marine Propulsion,Amusement Devices: Toys,Butchering,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Support (Electrical Computers and Digital Processing Systems),Undertaking,"Boots, Shoes, and Leggings",Presses,Stone Working,Brakes,Article Dispensing,Deposit and Collection Receptacles,Solid Material Comminution or Disintegration,Fences,Work Holders,Seal for a Joint or Juncture,Pipe Joints or Couplings,Electricity: Motive Power Systems,Coded Data Generation or Conversion,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Computer Graphics Processing and Selective Visual Display Systems,Electricity: Electrical Systems and Devices,Coherent Light Generators,Image Analysis,Coating Implements with Material Supply,"Fluid Reaction Surfaces (i.e., Impellers)","Chemistry: Electrical Current Producing Apparatus, Product, and Process",Semiconductor Device Manufacturing: Process,Abrading,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Surgery: Light, Thermal, and Electrical Application",DP: Database and File Management or Data Structures (Data Processing),Input/Output (Electrical Computers and Digital Data Processing Systems),"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Package Making,Gas Separation,Metal Deforming,Motors: Expansible Chamber Type,Expansible Chamber Devices,Signals and Indicators,Tobacco,Toilet,Pipes and Tubular Conduits,Heat Exchange,Fire Extinguishers,Electricity: Conductors and Insulators,Traversing Hoists,Apparel Apparatus,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Closure Fasteners,Electrical Transmission or Interconnection Systems,Electrical Generator or Motor Structure,Electricity: Battery or Capacitor Charging or Discharging,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Joints and Connections,Conveyors: Fluid Current,Freight Accommodation On Freight Carrier,Plastic Article or Earthenware Shaping or Treating: Apparatus,Dentistry,Amusement Devices: Games,Imperforate Bowl: Centrifugal Separators,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Surgery: Kinesitherapy,"DP: Measuring, Calibrating, or Testing (Data Processing)","DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,"Turning (e.g., for metal working)",Music,Ordnance,Printing,Railways,"Tent, Canopy, Umbrella, or Cane",Resilient Tires and Wheels,Acoustics,Lubrication,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Etching a Substrate: Processes,"Envelopes, Wrappers, and Paperboard Boxes",Railways: Surface Track,Compositions,Vehicle Fenders,"Brush, Broom, and Mop Making",Static Information Storage and Retrieval,Horology: Time Measuring Systems or Devices,Rotary Expansible Chamber Devices,"Food or Edible Material: Processes, Compositions, and Products",Heating,Ventilation,Amusement Devices,Endless Belt Power Transmission Systems or Components,"Earth Boring, Well Treating, and Oil Field Chemistry","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Chemistry of Hydrocarbon Compounds,Hazardous or Toxic Waste Destruction or Containment,Compound Hand Tools,Bridges,Gas: Heating and Illuminating,"Textiles: Spinning, Twisting, and Twining",Jewelry,Glass Manufacturing,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Ammunition and Explosive-Charge Making,Railway Rolling Stock,Coating Apparatus,Metal Treatment,Wheelwright Machines,Telegraphy,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Trunks and Hand-Carried Luggage,Electricity: Transmission To Vehicles,Clutches and Power-Stop Control,Check-Actuated Control Mechanisms,Bottles and Jars,Automatic Temperature and Humidity Regulation,Static Molds,Spring Devices,Sheet Feeding or Delivering,Chucks or Sockets,"Books, Strips, and Leaves",Track Sanders,Wheel Substitutes for Land Vehicles,Electric Lamp and Discharge Devices,Electric Lamp and Discharge Devices: Systems,Oscillators,Modulators,Inductor Devices,Communications: Radio Wave Antennas,"Liquid Crystal Cells, Elements and Systems",Optics: Motion Pictures,Photocopying,"Communications, Electrical: Acoustic Wave Systems and Devices",Dynamic Information Storage or Retrieval,Thermal Measuring and Testing,Cryptography,Electrical Audio Signal Processing Systems and Devices,Optical Waveguides,Motion Video Signal Processing for Recording or Reproducing,Photography,Optical Communications,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Cutters, for Shaping","Gear Cutting, Milling, or Planing","Radiation Imagery Chemistry: Process, Composition, or Product Thereof","Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Planetary Gear Transmission Systems or Components,"Interrelated Power Delivery Controls, Including Engine Control","Combinatorial Chemistry Technology: Method, Library, Apparatus",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Arithmetic Processing and Calculating (Electrical Computers),Memory (Electrical Computers and Digital Processing Systems),Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Dynamic Optical Information Storage or Retrieval,Information Security
Wyoming,9,2,0,1,4,3,0,0,9,1,2,3,2,0,3,0,3,0,1,6,0,6,0,0,0,0,0,1,4,2,0,6,3,4,0,0,2,0,0,2,4,2,0,1,0,4,2,1,0,3,0,5,2,4,1,1,1,1,1,0,0,2,1,1,1,0,4,2,0,3,2,0,0,1,0,0,2,1,1,1,0,0,1,2,1,0,1,2,1,1,2,0,0,1,0,0,2,1,1,0,0,0,1,2,1,0,2,1,0,0,1,1,0,0,4,3,1,1,1,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
