,Incremental Printing of Symbolic Information,Electrophotography,Refrigeration,Synthetic Resins or Natural Rubbers (includes Classes 520-528),"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Electric Heating,Typewriting Machines,Organic Compounds (includes Classes 532-570),Facsimile and Static Presentation Processing,Conveyors: Power-Driven,Supports: Cabinet Structure,Liquid Purification or Separation,Metal Working,Fluid Handling,Stoves and Furnaces,Surgery (includes Class 600),Stock Material or Miscellaneous Articles,Package Making,Gas Separation,Sheet Feeding or Delivering,Textiles: Fluid Treating Apparatus,"Static Structures (e.g., Buildings)","Brushing, Scrubbing, and General Cleaning",Cleaning and Liquid Contact with Solids,Chemistry: Molecular Biology and Microbiology,Tobacco,Communications: Electrical,"Supports (e.g., for holding articles, etc.)",Electric Lamp and Discharge Devices,Special Receptacle or Package,Mineral Oils: Processes and Products,Material or Article Handling,Measuring and Testing,Electricity: Electrical Systems and Devices,Plastic and Nonmetallic Article Shaping or Treating: Processes,Dispensing (apparatus and process),Adhesive Bonding and Miscellaneous Chemical Manufacture,Drying and Gas or Vapor Contact with Solids,Electricity: Circuit Makers and Breakers,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Locks,Surgery (instruments),Beds,"Classifying, Separating, and Assorting Solids",Land Vehicles,Coating Processes,Illumination,Surgery (Medicators and Receptors),Electrical Connectors,Radiant Energy,"Food or Edible Material: Processes, Compositions, and Products",Receptacles,"Flexible or Portable Closure, Partition, or Panel",Apparel,"Baths, Closets, Sinks, and Spittoons",Cutting,DP: Generic Control Systems or Specific Applications (Data Processing),Firearms,Compositions: Coating or Plastic,Games Using Tangible Projectile,Chairs and Seats,Geometrical Instruments,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)","Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Plastic Article or Earthenware Shaping or Treating: Apparatus,Foods and Beverages: Apparatus,Gas Separation: Apparatus,Music,Image Analysis,"Fire Escape, Ladder, or Scaffold","Envelopes, Wrappers, and Paperboard Boxes",Electricity: Motive Power Systems,Hydraulic and Earth Engineering,Sewing,Machine Element or Mechanism,Solid Material Comminution or Disintegration,Movable or Removable Closures,Chemistry of Inorganic Compounds,"Fluid Sprinkling, Spraying, and Diffusing",Electric Lamp and Discharge Devices: Systems,Pumps,"Winding, Tensioning, or Guiding",Land Vehicles: Bodies and Tops,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Exercise Devices,Ventilation,Heat Exchange,Chemistry of Hydrocarbon Compounds,Electricity: Conductors and Insulators,Supports: Racks,Electricity: Electrothermally or Thermally Actuated Switches,Rotary Expansible Chamber Devices,Metal Deforming,Compositions,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof","Fishing, Trapping, and Vermin Destroying",Mining or In Situ Disintegration of Hard Material,Gas Separation: Processes,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Electricity: Measuring and Testing,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Optical: Systems and Elements,"Agitating (e.g., of articles and materials)",Rotary Kinetic Fluid Motors or Pumps,Abrading,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Animal Husbandry,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Harvesters,Woodworking,Spring Devices,Pipe Joints or Couplings,"DP: Measuring, Calibrating, or Testing (Data Processing)",Tools,Boring or Penetrating the Earth,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Amusement Devices: Games,Dentistry,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Internal-Combustion Engines,"Card, Picture, or Sign Exhibiting",Package and Article Carriers,Closure Fasteners,Combustion,Joints and Connections,Motor Vehicles,Clutches and Power-Stop Control,Computer Graphics Processing and Selective Visual Display Systems,Dynamic Magnetic Information Storage or Retrieval,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Surgery: Splint, Brace, or Bandage",Support (Electrical Computers and Digital Processing Systems),Elongated-Member-Driving Apparatus,Electrical Audio Signal Processing Systems and Devices,Telecommunications,Coating Apparatus,Electrical Generator or Motor Structure,Ordnance,Valves and Valve Actuation,Power Plants,Check-Actuated Control Mechanisms,Cutting by Use of Rotating Axially Moving Tool,Amusement Devices: Toys,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Presses,Ships,Mechanical Guns and Projectors,Education and Demonstration,DP: Database and File Management or Data Structures (Data Processing),Planting,"Buckles, Buttons, Clasps, Etc.",Distillation: Apparatus,Seal for a Joint or Juncture,"Road Structure, Process, or Apparatus","Fluid Reaction Surfaces (i.e., Impellers)",Chemistry: Electrical and Wave Energy,Handling: Hand and Hoist-Line Implements,Railways,Implements or Apparatus for Applying Pushing or Pulling Force,Television,Cutlery,Horizontally Supported Planar Surfaces,Gas and Liquid Contact Apparatus,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Liquid Heaters and Vaporizers,Earth Working,Inductor Devices,Input/Output (Electrical Computers and Digital Data Processing Systems),Plant Husbandry,Railway Rolling Stock,Furnaces,Automatic Temperature and Humidity Regulation,Optics: Measuring and Testing,Metal Treatment,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Aeronautics and Astronautics,Chemistry: Analytical and Immunological Testing,"Surgery: Light, Thermal, and Electrical Application",Fuel and Related Compositions,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Telephonic Communications,Bearings,Heating,Apparel Apparatus,"Optics: Eye Examining, Vision Testing and Correcting","DP: Vehicles, Navigation, and Relative Location (Data Processing)","Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Article Dispensing,Fences,Electric Lamp or Space Discharge Component or Device Manufacturing,Brakes,Work Holders,Electrical Transmission or Interconnection Systems,Pulse or Digital Communications,X-Ray or Gamma Ray Systems or Devices,Coating Implements with Material Supply,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Motors: Expansible Chamber Type,Printing,Ammunition and Explosives,Paper Making and Fiber Liberation,Metal Founding,Bottles and Jars,Fluid-Pressure and Analogous Brake Systems,Oscillators,"Chemistry: Electrical Current Producing Apparatus, Product, and Process","DP: Software Development, Installation, and Management (Data Processing)",Acoustics,Static Molds,Land Vehicles: Wheels and Axles,Freight Accommodation On Freight Carrier,Endless Belt Power Transmission Systems or Components,Interactive Video Distribution Systems,Gas: Heating and Illuminating,Expansible Chamber Devices,Signals and Indicators,"Tent, Canopy, Umbrella, or Cane",Metallurgical Apparatus,Coded Data Generation or Conversion,Semiconductor Device Manufacturing: Process,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Memory (Electrical Computers and Digital Processing Systems),"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Metal Fusion Bonding,Electricity: Battery or Capacitor Charging or Discharging,Electric Resistance Heating Devices,Information Security,Glass Manufacturing,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Tool Driving or Impacting,Traversing Hoists,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Conveyors: Fluid Current,Toilet,Pipes and Tubular Conduits,Etching a Substrate: Processes,Photography,Lubrication,Dynamic Information Storage or Retrieval,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Static Information Storage and Retrieval,Multiplex Communications,Arithmetic Processing and Calculating (Electrical Computers),Error Detection/Correction and Fault Detection/Recovery,"Turning (e.g., for metal working)","Distillation: Processes, Separatory",Railway Switches and Signals,Printed Matter,Electricity: Power Supply or Regulation Systems,Photocopying,Horology: Time Measuring Systems or Devices,Flexible Bags,Marine Propulsion,Compositions: Ceramic,Chemistry: Fertilizers,Weighing Scales,Electrical Resistors,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Harness for Working Animal,"Metal Tools and Implements, Making","Conveyors, Chutes, Skids, Guides, and Ways",Recorders,Electric Power Conversion Systems,"Gear Cutting, Milling, or Planing","DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Textiles: Ironing or Smoothing,Surgery: Kinesitherapy,Undertaking,"Boots, Shoes, and Leggings",Textiles: Knitting,"Sugar, Starch, and Carbohydrates",Batteries: Thermoelectric and Photoelectric,"Purses, Wallets, and Protective Covers","Distillation: Processes, Thermolytic",Severing by Tearing or Breaking,Railways: Surface Track,Amplifiers,Optics: Image Projectors,Optical Waveguides,Amusement Devices: Games,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Amusement Devices,Planetary Gear Transmission Systems or Components,Excavating,Wireworking,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Advancing Material of Indeterminate Length,Deposit and Collection Receptacles,Prime-Mover Dynamo Plants,Communications: Radio Wave Antennas,Thermal Measuring and Testing,Roll or Roller,DP: Artificial Intelligence (Data Processing),"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Resilient Tires and Wheels,Wheelwright Machines,Wave Transmission Lines and Networks,Coherent Light Generators,Electricity: Motor Control Systems,Powder Metallurgy Processes,"Buoys, Rafts, and Aquatic Devices","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Plant Protecting and Regulating Compositions,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Heating Systems,Chucks or Sockets,"Communications, Electrical: Acoustic Wave Systems and Devices",Industrial Electric Heating Furnaces,Cryptography,Butchering,"Combinatorial Chemistry Technology: Method, Library, Apparatus",Bridges,Telegraphy,Sheet-Material Associating,"Books, Strips, and Leaves",Vehicle Fenders,Wheel Substitutes for Land Vehicles,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Optical Communications,Alloys or Metallic Compositions,Tool Changing,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Hazardous or Toxic Waste Destruction or Containment,Textiles: Manufacturing,"Abrasive Tool Making Process, Material, or Composition",Jewelry,"Safes, Bank Protection, or a Related Device",Wood Turning,Farriery,Electricity: Transmission To Vehicles,Wooden Receptacles,"Induced Nuclear Reactions: Processes, Systems, and Elements",Motion Video Signal Processing for Recording or Reproducing,Crop Threshing or Separating,"Superconductor Technology: Apparatus, Material, Process","Earth Boring, Well Treating, and Oil Field Chemistry",Compound Hand Tools,Chemistry: Physical Processes,"Textiles: Spinning, Twisting, and Twining",Stone Working,Concentrating Evaporators,Trunks and Hand-Carried Luggage,Knots and Knot Tying,Railway Wheels and Axles,Land Vehicles: Dumping,Electronic Digital Logic Circuitry,Demodulators,Modulators,"Liquid Crystal Cells, Elements and Systems","Cutters, for Shaping",Bookbinding: Process and Apparatus,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Boot and Shoe Making,Ammunition and Explosive-Charge Making,"Textiles: Braiding, Netting, and Lace Making",Textiles: Weaving,Explosive and Thermic Compositions or Charges,Fire Extinguishers,Unearthing Plants or Buried Objects,"Motors: Spring, Weight, or Animal Powered",Mineral Oils: Apparatus,Railway Draft Appliances,"Selective Cutting (e.g., Punching)",Electricity: Single Generator Systems,Tuners,Optics: Motion Pictures,"Bee Culture (propagating, raising, caring for bees)",Foundation Garments,Friction Gear Transmission Systems or Components,Imperforate Bowl: Centrifugal Separators,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]"
Kentucky,109,64,37,89,85,30,23,53,60,88,32,59,39,29,24,53,45,46,14,27,10,38,30,25,26,16,38,27,23,30,18,19,28,27,33,16,21,6,24,7,43,35,15,20,18,14,17,31,28,12,37,13,16,15,18,23,9,26,22,24,14,11,6,18,8,27,6,5,1,25,18,17,25,15,15,5,6,5,6,2,7,9,9,5,33,12,7,5,5,15,8,12,11,7,5,12,11,6,7,5,16,4,11,7,11,14,5,12,10,13,18,17,2,5,17,13,2,9,15,3,6,10,10,10,15,0,3,4,7,2,14,22,20,10,10,2,7,7,4,2,6,0,10,5,7,6,4,7,19,5,3,5,4,8,5,7,4,4,7,7,3,2,5,6,0,4,8,8,7,3,8,4,4,5,3,5,7,10,3,5,4,3,2,3,9,0,3,6,3,4,6,5,5,4,4,3,6,2,1,8,1,2,5,4,4,1,2,0,2,8,9,1,5,1,5,2,7,4,4,5,2,4,0,3,8,2,4,6,2,0,0,4,3,4,3,5,5,2,3,0,5,0,5,0,1,2,3,4,3,3,7,1,1,2,1,3,3,2,1,3,3,5,2,5,1,5,3,1,1,4,2,1,2,0,1,2,1,0,1,1,0,1,3,0,2,1,2,0,1,2,1,2,1,0,0,2,0,4,1,0,0,1,0,0,2,3,0,0,0,0,2,1,1,1,1,0,0,2,0,1,0,2,0,1,0,0,2,0,0,1,0,1,0,3,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
