,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Synthetic Resins or Natural Rubbers (includes Classes 520-528),Chemistry of Hydrocarbon Compounds,Organic Compounds (includes Classes 532-570),"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Measuring and Testing,Fluid Handling,"Earth Boring, Well Treating, and Oil Field Chemistry",Mineral Oils: Processes and Products,Chemistry of Inorganic Compounds,Boring or Penetrating the Earth,"Communications, Electrical: Acoustic Wave Systems and Devices",Liquid Purification or Separation,Dynamic Magnetic Information Storage or Retrieval,"Static Structures (e.g., Buildings)","Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing","Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Chemistry: Molecular Biology and Microbiology,Refrigeration,Compositions: Coating or Plastic,Pumps,Plastic and Nonmetallic Article Shaping or Treating: Processes,Land Vehicles,"Winding, Tensioning, or Guiding",Hydraulic and Earth Engineering,Communications: Electrical,Material or Article Handling,Combustion,Valves and Valve Actuation,Metal Working,Radiant Energy,Stock Material or Miscellaneous Articles,"Distillation: Processes, Separatory",Gas Separation: Processes,"Fishing, Trapping, and Vermin Destroying",Electricity: Measuring and Testing,"DP: Measuring, Calibrating, or Testing (Data Processing)",Acoustics,Receptacles,Adhesive Bonding and Miscellaneous Chemical Manufacture,Surgery (includes Class 600),Heat Exchange,Plastic Article or Earthenware Shaping or Treating: Apparatus,"Supports (e.g., for holding articles, etc.)",Pipe Joints or Couplings,"Agitating (e.g., of articles and materials)",Internal-Combustion Engines,Chemistry: Electrical and Wave Energy,Power Plants,"Brushing, Scrubbing, and General Cleaning",Electrical Generator or Motor Structure,Coating Processes,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Abrading,Geometrical Instruments,Ships,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Chemistry: Analytical and Immunological Testing,Animal Husbandry,Cleaning and Liquid Contact with Solids,Compositions,Dentistry,DP: Generic Control Systems or Specific Applications (Data Processing),Pipes and Tubular Conduits,Electric Heating,Dispensing (apparatus and process),"Classifying, Separating, and Assorting Solids",Games Using Tangible Projectile,Land Vehicles: Bodies and Tops,Marine Propulsion,Beds,Tools,Special Receptacle or Package,Implements or Apparatus for Applying Pushing or Pulling Force,Gas Separation: Apparatus,Fuel and Related Compositions,Metal Deforming,Rotary Kinetic Fluid Motors or Pumps,Surgery (Medicators and Receptors),Surgery (instruments),"Fluid Sprinkling, Spraying, and Diffusing",Seal for a Joint or Juncture,Exercise Devices,Interactive Video Distribution Systems,Electricity: Electrical Systems and Devices,"Food or Edible Material: Processes, Compositions, and Products",Handling: Hand and Hoist-Line Implements,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,"Road Structure, Process, or Apparatus",Apparel,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Mining or In Situ Disintegration of Hard Material,Cutting,Foods and Beverages: Apparatus,Amusement Devices: Games,Illumination,"Baths, Closets, Sinks, and Spittoons",Excavating,Gas and Liquid Contact Apparatus,Stoves and Furnaces,Electricity: Circuit Makers and Breakers,Electrical Connectors,Plant Husbandry,"Fire Escape, Ladder, or Scaffold",Optics: Measuring and Testing,Electricity: Conductors and Insulators,Package and Article Carriers,Conveyors: Fluid Current,Motor Vehicles,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Harvesters,Machine Element or Mechanism,Conveyors: Power-Driven,Bearings,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Supports: Racks,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Firearms,Electricity: Motive Power Systems,Education and Demonstration,"Surgery: Splint, Brace, or Bandage",Coating Apparatus,Earth Working,"Buckles, Buttons, Clasps, Etc.",Drying and Gas or Vapor Contact with Solids,Joints and Connections,Fences,Cutlery,Optical: Systems and Elements,Liquid Heaters and Vaporizers,"Card, Picture, or Sign Exhibiting","Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Furnaces,Tool Driving or Impacting,Dynamic Information Storage or Retrieval,Telephonic Communications,Gas Separation,Solid Material Comminution or Disintegration,Recorders,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Expansible Chamber Devices,Television,Chairs and Seats,Ventilation,Supports: Cabinet Structure,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Mechanical Guns and Projectors,Movable or Removable Closures,Package Making,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)","Chemistry: Electrical Current Producing Apparatus, Product, and Process",Heating,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Locks,Distillation: Apparatus,"Optics: Eye Examining, Vision Testing and Correcting",Multiplex Communications,Amusement Devices: Toys,Metal Fusion Bonding,Arithmetic Processing and Calculating (Electrical Computers),Concentrating Evaporators,Aeronautics and Astronautics,Electrical Transmission or Interconnection Systems,"Surgery: Light, Thermal, and Electrical Application",Clutches and Power-Stop Control,Image Analysis,Gas: Heating and Illuminating,Amusement Devices: Games,Chemistry: Fertilizers,Bottles and Jars,Closure Fasteners,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Telecommunications,DP: Database and File Management or Data Structures (Data Processing),Advancing Material of Indeterminate Length,Electrical Audio Signal Processing Systems and Devices,"Boots, Shoes, and Leggings",Motors: Expansible Chamber Type,Signals and Indicators,Cutting by Use of Rotating Axially Moving Tool,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",Planting,Brakes,Work Holders,Coded Data Generation or Conversion,Rotary Expansible Chamber Devices,Memory (Electrical Computers and Digital Processing Systems),Printing,Horizontally Supported Planar Surfaces,Explosive and Thermic Compositions or Charges,Prime-Mover Dynamo Plants,Computer Graphics Processing and Selective Visual Display Systems,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Error Detection/Correction and Fault Detection/Recovery,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Music,Resilient Tires and Wheels,Weighing Scales,Automatic Temperature and Humidity Regulation,Woodworking,Thermal Measuring and Testing,"Buoys, Rafts, and Aquatic Devices",Electric Lamp and Discharge Devices: Systems,Horology: Time Measuring Systems or Devices,X-Ray or Gamma Ray Systems or Devices,Freight Accommodation On Freight Carrier,Toilet,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Hazardous or Toxic Waste Destruction or Containment,Ammunition and Explosives,Metal Treatment,"Flexible or Portable Closure, Partition, or Panel",Land Vehicles: Wheels and Axles,Pulse or Digital Communications,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Support (Electrical Computers and Digital Processing Systems),"Turning (e.g., for metal working)","Envelopes, Wrappers, and Paperboard Boxes",Static Molds,Metallurgical Apparatus,"Fluid Reaction Surfaces (i.e., Impellers)",Chemistry: Physical Processes,"Distillation: Processes, Thermolytic",Spring Devices,Electricity: Power Supply or Regulation Systems,Photocopying,Glass Manufacturing,"Tent, Canopy, Umbrella, or Cane",Mineral Oils: Apparatus,Traversing Hoists,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Tobacco,"Induced Nuclear Reactions: Processes, Systems, and Elements",Endless Belt Power Transmission Systems or Components,Input/Output (Electrical Computers and Digital Data Processing Systems),Bridges,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Article Dispensing,Oscillators,Coating Implements with Material Supply,Surgery: Kinesitherapy,Severing by Tearing or Breaking,Sheet Feeding or Delivering,Land Vehicles: Dumping,Electric Power Conversion Systems,Static Information Storage and Retrieval,Photography,Typewriting Machines,Harness for Working Animal,Presses,Check-Actuated Control Mechanisms,Deposit and Collection Receptacles,Butchering,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Railways,Metal Founding,Railway Draft Appliances,Planetary Gear Transmission Systems or Components,Textiles: Ironing or Smoothing,Wheelwright Machines,Fire Extinguishers,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Apparel Apparatus,Chemistry of Carbon Compounds,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Textiles: Manufacturing,"Metal Tools and Implements, Making",Ammunition and Explosive-Charge Making,Electricity: Battery or Capacitor Charging or Discharging,Optics: Image Projectors,Optical Waveguides,Electric Resistance Heating Devices,Semiconductor Device Manufacturing: Process,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Batteries: Thermoelectric and Photoelectric,Printed Matter,Vehicle Fenders,Inductor Devices,Communications: Radio Wave Antennas,Facsimile and Static Presentation Processing,Imperforate Bowl: Centrifugal Separators,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Information Security,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,"Textiles: Spinning, Twisting, and Twining","Chain, Staple, and Horseshoe Making",Lubrication,Etching a Substrate: Processes,Elongated-Member-Driving Apparatus,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Fluid-Pressure and Analogous Brake Systems,Amplifiers,Wave Transmission Lines and Networks,Incremental Printing of Symbolic Information,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Optical Communications,"Gear Cutting, Milling, or Planing",Plant Protecting and Regulating Compositions,Ordnance,Sewing,"Books, Strips, and Leaves",Knots and Knot Tying,Flexible Bags,Compositions: Ceramic,Textiles: Fiber Preparation,Undertaking,Railway Rolling Stock,Stone Working,Wireworking,"Purses, Wallets, and Protective Covers",Modulators,Coherent Light Generators,Electricity: Motor Control Systems,Electrophotography,Amusement Devices,DP: Artificial Intelligence (Data Processing),Compound Hand Tools,Electricity: Transmission To Vehicles,Electric Lamp and Discharge Devices,Foundation Garments,Textiles: Fluid Treating Apparatus,Paper Making and Fiber Liberation,Farriery,Merchandising,Railways: Surface Track,Chucks or Sockets,Electronic Digital Logic Circuitry,Electrical Resistors,Optics: Motion Pictures,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof","Safes, Bank Protection, or a Related Device","Conveyors, Chutes, Skids, Guides, and Ways",Railway Switches and Signals,Wheel Substitutes for Land Vehicles,Cryptography,Alloys or Metallic Compositions,"Bee Culture (propagating, raising, caring for bees)","Interrelated Power Delivery Controls, Including Engine Control","Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",Boot and Shoe Making,"Abrasive Tool Making Process, Material, or Composition",Jewelry,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Textiles: Weaving,Trunks and Hand-Carried Luggage,Wooden Receptacles,"Selective Cutting (e.g., Punching)",Heating Systems,Electricity: Single Generator Systems,Electricity: Electrothermally or Thermally Actuated Switches,"Cutters, for Shaping",Powder Metallurgy Processes,Electric Lamp or Space Discharge Component or Device Manufacturing,Crop Threshing or Separating,"DP: Software Development, Installation, and Management (Data Processing)",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Textiles: Knitting,Leather Manufactures,Telegraphy,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Whips and Whip Apparatus,Wire Fabrics and Structure,Track Sanders,"Brush, Broom, and Mop Making","Liquid Crystal Cells, Elements and Systems",Motion Video Signal Processing for Recording or Reproducing,Binder Device Releasably Engaging Aperture or Notch of Sheet,Bookbinding: Process and Apparatus,Coin Handling,"Books, Strips, and Leaves for Manifolding",Friction Gear Transmission Systems or Components,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)"
Oklahoma,519,365,161,196,262,171,160,137,210,155,71,117,75,37,85,84,21,61,43,48,60,54,49,79,60,36,56,53,27,43,26,40,40,46,45,30,38,49,29,29,22,52,13,29,29,40,31,24,20,29,20,33,14,30,29,17,25,18,21,32,24,21,36,18,25,20,48,13,15,10,10,10,17,21,16,46,16,9,8,12,8,22,28,0,13,19,20,4,8,15,7,22,19,13,19,8,12,8,14,24,9,18,15,11,12,10,12,13,6,11,11,12,11,7,15,10,2,7,11,9,11,12,15,12,17,15,5,20,9,24,4,8,0,20,1,10,18,2,11,3,13,4,6,9,14,4,2,14,9,3,6,4,7,3,8,11,7,4,10,8,3,6,6,10,9,8,5,4,2,4,7,8,7,0,1,4,2,5,7,3,6,2,7,8,3,9,5,0,3,3,0,5,2,0,4,2,3,4,4,6,7,3,7,0,2,5,6,4,4,2,6,5,3,5,5,2,0,0,2,1,2,5,2,8,2,7,9,7,1,10,1,2,0,1,4,5,2,3,2,2,5,1,0,4,3,3,2,4,3,3,1,4,3,0,1,2,0,0,2,2,9,0,1,2,0,2,2,2,2,5,0,1,1,5,1,3,0,3,2,1,2,2,0,1,1,0,2,1,3,1,1,3,0,0,1,2,2,3,0,1,1,3,2,1,0,1,1,1,0,4,0,2,1,1,0,0,0,0,3,1,0,1,0,0,1,3,1,3,0,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
