,Games Using Tangible Projectile,"Communications, Electrical: Acoustic Wave Systems and Devices",Ships,Stock Material or Miscellaneous Articles,Synthetic Resins or Natural Rubbers (includes Classes 520-528),"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Measuring and Testing,Electrical Connectors,"Winding, Tensioning, or Guiding",Organic Compounds (includes Classes 532-570),Metal Working,"Buckles, Buttons, Clasps, Etc.",Surgery (instruments),"Textiles: Spinning, Twisting, and Twining",Special Receptacle or Package,Electricity: Electrical Systems and Devices,Fluid Handling,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Surgery (Medicators and Receptors),Amusement Devices: Toys,Dispensing (apparatus and process),Liquid Purification or Separation,Communications: Electrical,Plastic and Nonmetallic Article Shaping or Treating: Processes,"Supports (e.g., for holding articles, etc.)",Surgery (includes Class 600),Electricity: Circuit Makers and Breakers,Elongated-Member-Driving Apparatus,Seal for a Joint or Juncture,Jewelry,Fire Extinguishers,Adhesive Bonding and Miscellaneous Chemical Manufacture,Chemistry: Molecular Biology and Microbiology,Textiles: Weaving,Geometrical Instruments,Illumination,Valves and Valve Actuation,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Receptacles,Image Analysis,Optics: Measuring and Testing,Plastic Article or Earthenware Shaping or Treating: Apparatus,"DP: Measuring, Calibrating, or Testing (Data Processing)",Animal Husbandry,Electricity: Conductors and Insulators,Coating Processes,Apparel,Bearings,Electricity: Electrothermally or Thermally Actuated Switches,Electric Heating,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Amusement Devices: Games,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Printing,Amusement Devices: Games,Electricity: Power Supply or Regulation Systems,Ordnance,Electricity: Measuring and Testing,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Communications: Radio Wave Antennas,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)","Static Structures (e.g., Buildings)",Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,"Brushing, Scrubbing, and General Cleaning","Fishing, Trapping, and Vermin Destroying",Land Vehicles,Chemistry: Electrical and Wave Energy,Coating Implements with Material Supply,DP: Database and File Management or Data Structures (Data Processing),Beds,"Card, Picture, or Sign Exhibiting",Cutting,Radiant Energy,Textiles: Knitting,Metal Deforming,Supports: Racks,Optical: Systems and Elements,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing","Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Pipe Joints or Couplings,Compositions: Coating or Plastic,"Optics: Eye Examining, Vision Testing and Correcting",Cutlery,Machine Element or Mechanism,Electrical Generator or Motor Structure,Textiles: Cloth Finishing,Package and Article Carriers,Power Plants,Typewriting Machines,Chairs and Seats,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Surgery: Splint, Brace, or Bandage",DP: Artificial Intelligence (Data Processing),"Boots, Shoes, and Leggings","Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Optical Waveguides,Exercise Devices,"Baths, Closets, Sinks, and Spittoons","Chain, Staple, and Horseshoe Making",Education and Demonstration,DP: Generic Control Systems or Specific Applications (Data Processing),Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Locks,Mechanical Guns and Projectors,Heat Exchange,Compositions,Handling: Hand and Hoist-Line Implements,Incremental Printing of Symbolic Information,Hydraulic and Earth Engineering,Semiconductor Device Manufacturing: Process,"Flexible or Portable Closure, Partition, or Panel",Bottles and Jars,Electrical Transmission or Interconnection Systems,Multiplex Communications,"Food or Edible Material: Processes, Compositions, and Products","DP: Vehicles, Navigation, and Relative Location (Data Processing)",Cleaning and Liquid Contact with Solids,Trunks and Hand-Carried Luggage,Computer Graphics Processing and Selective Visual Display Systems,Coherent Light Generators,Electrical Audio Signal Processing Systems and Devices,Support (Electrical Computers and Digital Processing Systems),"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Tools,Coating Apparatus,Supports: Cabinet Structure,Facsimile and Static Presentation Processing,Telephonic Communications,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Stoves and Furnaces,Acoustics,Metal Fusion Bonding,Abrading,Textiles: Manufacturing,Resilient Tires and Wheels,"Fluid Sprinkling, Spraying, and Diffusing",Electricity: Motive Power Systems,Marine Propulsion,Memory (Electrical Computers and Digital Processing Systems),Advancing Material of Indeterminate Length,Aeronautics and Astronautics,Prime-Mover Dynamo Plants,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Chemistry: Analytical and Immunological Testing,Ammunition and Explosives,Toilet,Conveyors: Power-Driven,"Classifying, Separating, and Assorting Solids","Agitating (e.g., of articles and materials)",Pumps,"Buoys, Rafts, and Aquatic Devices",Drying and Gas or Vapor Contact with Solids,Music,Internal-Combustion Engines,Pipes and Tubular Conduits,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Television,Cutting by Use of Rotating Axially Moving Tool,Surgery: Kinesitherapy,Package Making,Glass Manufacturing,Foods and Beverages: Apparatus,"Envelopes, Wrappers, and Paperboard Boxes",Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Firearms,Refrigeration,Horizontally Supported Planar Surfaces,Article Dispensing,Automatic Temperature and Humidity Regulation,Solid Material Comminution or Disintegration,Electric Lamp and Discharge Devices: Systems,Pulse or Digital Communications,Telecommunications,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Error Detection/Correction and Fault Detection/Recovery,Gas Separation,Closure Fasteners,Amplifiers,Coded Data Generation or Conversion,Thermal Measuring and Testing,Combustion,"Surgery: Light, Thermal, and Electrical Application",Arithmetic Processing and Calculating (Electrical Computers),Input/Output (Electrical Computers and Digital Data Processing Systems),Movable or Removable Closures,Gas Separation: Apparatus,Metallurgical Apparatus,Electricity: Battery or Capacitor Charging or Discharging,Electric Power Conversion Systems,"Turning (e.g., for metal working)",Expansible Chamber Devices,Signals and Indicators,Material or Article Handling,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)","DP: Software Development, Installation, and Management (Data Processing)",Textiles: Fiber Preparation,Textiles: Fluid Treating Apparatus,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Metal Founding,Clutches and Power-Stop Control,"Road Structure, Process, or Apparatus","Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener","Fluid Reaction Surfaces (i.e., Impellers)",Chemistry of Inorganic Compounds,Dentistry,Boring or Penetrating the Earth,"Fire Escape, Ladder, or Scaffold",Static Molds,Land Vehicles: Bodies and Tops,"Liquid Crystal Cells, Elements and Systems",X-Ray or Gamma Ray Systems or Devices,Joints and Connections,Rotary Kinetic Fluid Motors or Pumps,Amusement Devices,Motors: Expansible Chamber Type,Gas Separation: Processes,Sewing,"Tent, Canopy, Umbrella, or Cane",Motor Vehicles,Work Holders,Oscillators,Electrical Resistors,Photography,Heating,Plant Husbandry,Chemistry: Fertilizers,"Textiles: Braiding, Netting, and Lace Making",Furnaces,Metal Treatment,Brakes,Etching a Substrate: Processes,Recorders,Rotary Expansible Chamber Devices,Wireworking,Horology: Time Measuring Systems or Devices,Optical Communications,"Cutters, for Shaping",Batteries: Thermoelectric and Photoelectric,Tool Driving or Impacting,Weighing Scales,Apparel Apparatus,Fences,Alloys or Metallic Compositions,Planetary Gear Transmission Systems or Components,Harvesters,Tobacco,Woodworking,Severing by Tearing or Breaking,Deposit and Collection Receptacles,Implements or Apparatus for Applying Pushing or Pulling Force,Printed Matter,Electric Lamp and Discharge Devices,Industrial Electric Heating Furnaces,Cryptography,Flexible Bags,Powder Metallurgy Processes,Endless Belt Power Transmission Systems or Components,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Excavating,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures","Metal Tools and Implements, Making",Liquid Heaters and Vaporizers,Paper Making and Fiber Liberation,Wooden Receptacles,Heating Systems,Sheet Feeding or Delivering,Land Vehicles: Wheels and Axles,Electric Resistance Heating Devices,Butchering,Information Security,Boot and Shoe Making,Bridges,Railways,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor","Purses, Wallets, and Protective Covers","Conveyors, Chutes, Skids, Guides, and Ways",Gas and Liquid Contact Apparatus,Electronic Digital Logic Circuitry,Wave Transmission Lines and Networks,Inductor Devices,Optics: Image Projectors,Binder Device Releasably Engaging Aperture or Notch of Sheet,"Gear Cutting, Milling, or Planing","Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Interactive Video Distribution Systems,Compound Hand Tools,Fuel and Related Compositions,"Abrasive Tool Making Process, Material, or Composition","Books, Strips, and Leaves",Dynamic Information Storage or Retrieval,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Ventilation,Plant Protecting and Regulating Compositions,Planting,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Earth Working,Telegraphy,Lubrication,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Fluid-Pressure and Analogous Brake Systems,Modulators,Photocopying,Static Information Storage and Retrieval,"Induced Nuclear Reactions: Processes, Systems, and Elements",Motion Video Signal Processing for Recording or Reproducing,Sheet Metal Container Making,Foundation Garments,Roll or Roller,Imperforate Bowl: Centrifugal Separators,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Superconductor Technology: Apparatus, Material, Process",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Undertaking,Textiles: Ironing or Smoothing,Gas: Heating and Illuminating,Harness for Working Animal,Button Making,Presses,Railway Rolling Stock,"Safes, Bank Protection, or a Related Device",Explosive and Thermic Compositions or Charges,Concentrating Evaporators,Farriery,"Motors: Spring, Weight, or Animal Powered",Electricity: Transmission To Vehicles,Check-Actuated Control Mechanisms,"Selective Cutting (e.g., Punching)",Railways: Surface Track,Spring Devices,Sheet-Material Associating,Chucks or Sockets,Knots and Knot Tying,Land Vehicles: Dumping,Mining or In Situ Disintegration of Hard Material,Electricity: Single Generator Systems,Demodulators,Optics: Motion Pictures,Dynamic Magnetic Information Storage or Retrieval,Electricity: Motor Control Systems,Electrophotography,Conveyors: Fluid Current,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus","Interrelated Power Delivery Controls, Including Engine Control",Compositions: Ceramic,"Combinatorial Chemistry Technology: Method, Library, Apparatus",Perfume Compositions,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Chemistry of Hydrocarbon Compounds,Dynamic Optical Information Storage or Retrieval
Rhode Island,15,33,10,43,36,3,29,42,66,30,31,30,3,52,23,16,28,6,8,11,38,18,9,10,16,4,35,17,13,21,8,28,3,27,14,11,25,9,17,1,4,11,1,9,0,18,12,4,8,11,0,0,13,10,9,1,3,9,11,0,2,1,7,15,4,5,3,9,6,0,4,6,17,9,8,9,6,0,3,2,2,3,6,5,10,3,14,6,4,0,0,5,7,2,1,8,0,5,3,12,10,1,0,3,2,3,4,4,1,12,1,1,10,6,2,6,0,2,0,0,2,1,0,0,2,9,5,0,2,3,2,6,2,3,11,13,3,4,1,1,9,2,3,6,0,3,6,11,6,4,5,2,2,3,3,1,0,1,3,4,9,5,2,3,0,2,2,2,2,2,1,7,4,0,2,6,0,0,3,5,6,5,0,1,2,6,0,2,1,7,0,2,7,1,3,3,0,0,3,3,2,2,3,4,1,0,0,2,0,2,7,1,0,2,2,1,0,3,1,3,3,1,1,1,4,4,3,2,2,0,1,1,1,0,6,3,4,0,0,4,1,1,2,1,0,1,1,2,1,0,0,0,1,0,3,0,0,1,3,1,2,1,1,3,1,1,1,1,0,1,1,0,3,0,1,1,1,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
