,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Communications: Electrical,Surgery (instruments),Surgery (includes Class 600),Telecommunications,"Static Structures (e.g., Buildings)",Surgery (Medicators and Receptors),Multiplex Communications,Power Plants,Liquid Purification or Separation,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Ships,Pulse or Digital Communications,Measuring and Testing,Games Using Tangible Projectile,Chemistry: Molecular Biology and Microbiology,Metal Working,Telephonic Communications,Synthetic Resins or Natural Rubbers (includes Classes 520-528),Stock Material or Miscellaneous Articles,Land Vehicles,Electrical Connectors,Electricity: Electrical Systems and Devices,Illumination,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Organic Compounds (includes Classes 532-570),"Fluid Reaction Surfaces (i.e., Impellers)","Fishing, Trapping, and Vermin Destroying","Supports (e.g., for holding articles, etc.)",Communications: Radio Wave Antennas,Refrigeration,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Semiconductor Device Manufacturing: Process,Special Receptacle or Package,Fluid Handling,Dispensing (apparatus and process),Electricity: Measuring and Testing,Apparel,Radiant Energy,"Fluid Sprinkling, Spraying, and Diffusing",Exercise Devices,Image Analysis,Rotary Kinetic Fluid Motors or Pumps,"Baths, Closets, Sinks, and Spittoons","Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Plastic and Nonmetallic Article Shaping or Treating: Processes,Internal-Combustion Engines,Beds,Optics: Measuring and Testing,"Brushing, Scrubbing, and General Cleaning","Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)","DP: Vehicles, Navigation, and Relative Location (Data Processing)",Adhesive Bonding and Miscellaneous Chemical Manufacture,Optical: Systems and Elements,Animal Husbandry,Receptacles,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Computer Graphics Processing and Selective Visual Display Systems,Chairs and Seats,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Television,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",DP: Database and File Management or Data Structures (Data Processing),"Card, Picture, or Sign Exhibiting","Food or Edible Material: Processes, Compositions, and Products",Education and Demonstration,"Optics: Eye Examining, Vision Testing and Correcting",Material or Article Handling,Amusement Devices: Games,Hydraulic and Earth Engineering,Aeronautics and Astronautics,"Surgery: Light, Thermal, and Electrical Application",Electrical Generator or Motor Structure,Dentistry,Geometrical Instruments,Electricity: Conductors and Insulators,Marine Propulsion,Electric Heating,Coating Processes,Electrical Audio Signal Processing Systems and Devices,Chemistry of Inorganic Compounds,Foods and Beverages: Apparatus,Land Vehicles: Bodies and Tops,Harvesters,"DP: Measuring, Calibrating, or Testing (Data Processing)",Package and Article Carriers,Wave Transmission Lines and Networks,"Flexible or Portable Closure, Partition, or Panel",DP: Generic Control Systems or Specific Applications (Data Processing),Supports: Racks,"Surgery: Splint, Brace, or Bandage","Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems","Chemistry: Electrical Current Producing Apparatus, Product, and Process",Chemistry: Analytical and Immunological Testing,"Buckles, Buttons, Clasps, Etc.",Firearms,Plant Husbandry,Handling: Hand and Hoist-Line Implements,Support (Electrical Computers and Digital Processing Systems),Interactive Video Distribution Systems,"Winding, Tensioning, or Guiding",Package Making,Toilet,Information Security,Error Detection/Correction and Fault Detection/Recovery,Cutlery,Movable or Removable Closures,Cleaning and Liquid Contact with Solids,Electric Lamp and Discharge Devices: Systems,Stoves and Furnaces,Plastic Article or Earthenware Shaping or Treating: Apparatus,Locks,Music,"Communications, Electrical: Acoustic Wave Systems and Devices",Optical Waveguides,Abrading,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)","Fluent Material Handling, with Receiver or Receiver Coacting Means",Electricity: Battery or Capacitor Charging or Discharging,Input/Output (Electrical Computers and Digital Data Processing Systems),Electricity: Circuit Makers and Breakers,Amusement Devices: Toys,Ammunition and Explosives,Machine Element or Mechanism,Tools,Chemistry: Electrical and Wave Energy,Amplifiers,"Fire Escape, Ladder, or Scaffold",Coherent Light Generators,Motor Vehicles,"Buoys, Rafts, and Aquatic Devices","Boots, Shoes, and Leggings",Pumps,Heat Exchange,Conveyors: Power-Driven,Supports: Cabinet Structure,Metal Deforming,"Classifying, Separating, and Assorting Solids",Closure Fasteners,Oscillators,Horizontally Supported Planar Surfaces,"Tent, Canopy, Umbrella, or Cane",Solid Material Comminution or Disintegration,Prime-Mover Dynamo Plants,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Electrical Transmission or Interconnection Systems,Ordnance,Surgery: Kinesitherapy,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Cutting,Compositions: Coating or Plastic,Electricity: Motive Power Systems,Coded Data Generation or Conversion,Memory (Electrical Computers and Digital Processing Systems),Article Dispensing,Implements or Apparatus for Applying Pushing or Pulling Force,Pipe Joints or Couplings,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Mechanical Guns and Projectors,Amusement Devices: Games,Coating Implements with Material Supply,Drying and Gas or Vapor Contact with Solids,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Arithmetic Processing and Calculating (Electrical Computers),Cryptography,Valves and Valve Actuation,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,"Road Structure, Process, or Apparatus",Pipes and Tubular Conduits,Printing,Paper Making and Fiber Liberation,"Agitating (e.g., of articles and materials)",Joints and Connections,Electricity: Power Supply or Regulation Systems,Metal Fusion Bonding,Photography,X-Ray or Gamma Ray Systems or Devices,Electric Power Conversion Systems,Optical Communications,Coating Apparatus,Ventilation,DP: Artificial Intelligence (Data Processing),Thermal Measuring and Testing,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,Signals and Indicators,Acoustics,Facsimile and Static Presentation Processing,Presses,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)","Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions","Induced Nuclear Reactions: Processes, Systems, and Elements",Gas Separation: Processes,Bottles and Jars,Gas and Liquid Contact Apparatus,Work Holders,Gas Separation: Apparatus,Compositions,"DP: Software Development, Installation, and Management (Data Processing)",Tobacco,"Envelopes, Wrappers, and Paperboard Boxes",Typewriting Machines,Static Information Storage and Retrieval,Static Molds,Seal for a Joint or Juncture,Metal Treatment,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Plant Protecting and Regulating Compositions,Bearings,Amusement Devices,Brakes,Electronic Digital Logic Circuitry,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Horology: Time Measuring Systems or Devices,Apparel Apparatus,"Liquid Crystal Cells, Elements and Systems",Butchering,Chemistry: Fertilizers,Elongated-Member-Driving Apparatus,Printed Matter,Cutting by Use of Rotating Axially Moving Tool,Combustion,Furnaces,Woodworking,Earth Working,Fences,Gas Separation,Rotary Expansible Chamber Devices,Metal Founding,Motion Video Signal Processing for Recording or Reproducing,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",Sewing,Etching a Substrate: Processes,Foundation Garments,Flexible Bags,Electric Resistance Heating Devices,Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),Fuel and Related Compositions,Textiles: Knitting,Sheet Feeding or Delivering,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",Explosive and Thermic Compositions or Charges,Automatic Temperature and Humidity Regulation,Electric Lamp and Discharge Devices,Freight Accommodation On Freight Carrier,Check-Actuated Control Mechanisms,Deposit and Collection Receptacles,Inductor Devices,"Textiles: Spinning, Twisting, and Twining",Excavating,Land Vehicles: Wheels and Axles,Fire Extinguishers,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems",Incremental Printing of Symbolic Information,Railways,Fluid-Pressure and Analogous Brake Systems,Jewelry,Clutches and Power-Stop Control,Dynamic Magnetic Information Storage or Retrieval,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Boring or Penetrating the Earth,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Weighing Scales,Optics: Image Projectors,Chemistry of Hydrocarbon Compounds,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Glass Manufacturing,Electrophotography,Planetary Gear Transmission Systems or Components,Bridges,Batteries: Thermoelectric and Photoelectric,Trunks and Hand-Carried Luggage,Motors: Expansible Chamber Type,Textiles: Fluid Treating Apparatus,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Lubrication,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making",Electricity: Electrothermally or Thermally Actuated Switches,"Purses, Wallets, and Protective Covers",Demodulators,Compositions: Ceramic,Tool Driving or Impacting,Photocopying,Planting,Textiles: Ironing or Smoothing,Railway Switches and Signals,Dynamic Information Storage or Retrieval,Conveyors: Fluid Current,Electrical Resistors,"Gear Cutting, Milling, or Planing",Compound Hand Tools,Liquid Heaters and Vaporizers,"Distillation: Processes, Separatory",Textiles: Manufacturing,Mineral Oils: Processes and Products,Electricity: Single Generator Systems,Modulators,Heating,"Turning (e.g., for metal working)","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Resilient Tires and Wheels,Distillation: Apparatus,Railway Rolling Stock,Vehicle Fenders,Undertaking,Gas: Heating and Illuminating,Recorders,Endless Belt Power Transmission Systems or Components,Wireworking,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Advancing Material of Indeterminate Length,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",Expansible Chamber Devices,Concentrating Evaporators,Railways: Surface Track,Powder Metallurgy Processes,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Merchandising,Metallurgical Apparatus,"Books, Strips, and Leaves",Binder Device Releasably Engaging Aperture or Notch of Sheet,Severing by Tearing or Breaking,Spring Devices,Mining or In Situ Disintegration of Hard Material,Textiles: Weaving,Hazardous or Toxic Waste Destruction or Containment,"Safes, Bank Protection, or a Related Device",Stone Working,Telegraphy,Chucks or Sockets,"Interrelated Power Delivery Controls, Including Engine Control","Conveyors, Chutes, Skids, Guides, and Ways",Harness for Working Animal,Wheel Substitutes for Land Vehicles,Optics: Motion Pictures,"Superconductor Technology: Apparatus, Material, Process",Bookbinding: Process and Apparatus,Imperforate Bowl: Centrifugal Separators,"Metal Tools and Implements, Making","Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Sheet-Material Associating,Land Vehicles: Dumping,"Books, Strips, and Leaves for Manifolding",Traversing Hoists,Alloys or Metallic Compositions,Electricity: Motor Control Systems,Wheelwright Machines,"Cutters, for Shaping",Boot and Shoe Making,"Abrasive Tool Making Process, Material, or Composition",Ammunition and Explosive-Charge Making,"Sugar, Starch, and Carbohydrates",Chemistry: Physical Processes,Industrial Electric Heating Furnaces,"Distillation: Processes, Thermolytic",Electric Lamp or Space Discharge Component or Device Manufacturing,Textiles: Fiber Preparation,Mineral Oils: Apparatus,Railway Draft Appliances,Wooden Receptacles,Heating Systems,Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]","Chain, Staple, and Horseshoe Making",Unearthing Plants or Buried Objects,Knots and Knot Tying,Sheet Metal Container Making,Coin Handling,Crop Threshing or Separating,Farriery,Electricity: Transmission To Vehicles,"Bee Culture (propagating, raising, caring for bees)","Threaded, Headed Fastener, or Washer Making: Process and Apparatus",Tool Changing,"Combinatorial Chemistry Technology: Method, Library, Apparatus","Motors: Spring, Weight, or Animal Powered",High-Voltage Switches with Arc Preventing or Extinguishing Devices,"Earth Boring, Well Treating, and Oil Field Chemistry",Perfume Compositions,Textiles: Cloth Finishing,"Textiles: Braiding, Netting, and Lace Making",Roll or Roller,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor","Selective Cutting (e.g., Punching)","Brush, Broom, and Mop Making",Friction Gear Transmission Systems or Components,Wood Turning,Track Sanders,Tuners,Dynamic Optical Information Storage or Retrieval,Leather Manufactures,Coopering,Needle and Pin Making,Type Casting,Whips and Whip Apparatus,Railway Mail Delivery
Florida,825,576,595,554,673,380,265,516,321,330,338,307,351,252,255,285,166,312,164,213,243,236,173,272,272,188,236,181,171,368,178,258,285,161,131,105,154,189,196,121,167,225,163,138,199,158,148,175,158,117,141,192,112,157,102,85,159,123,138,199,92,126,161,111,98,77,156,74,87,119,105,68,128,89,106,120,111,109,96,77,48,85,100,39,151,61,122,95,104,69,76,59,68,107,67,85,55,54,99,56,53,73,51,66,74,51,55,68,70,23,46,52,83,31,145,96,95,71,68,42,42,79,69,27,60,46,62,51,82,47,56,66,33,41,46,44,33,30,39,29,45,52,31,58,32,39,41,46,44,33,42,44,35,33,35,31,35,52,41,33,53,37,21,25,42,41,42,43,36,26,23,37,23,33,25,16,61,33,56,31,28,28,37,16,21,21,28,18,15,38,16,32,13,25,23,18,19,36,14,26,16,23,13,31,13,44,15,16,24,15,16,36,29,27,44,19,17,24,28,16,29,18,19,19,21,17,15,22,27,19,26,18,24,15,20,32,15,5,9,17,9,17,9,35,3,19,27,9,8,28,15,2,12,17,21,16,4,9,17,10,14,16,8,3,12,15,22,5,10,6,17,5,8,11,8,7,6,8,4,11,5,5,10,5,11,7,5,5,8,11,1,6,4,2,12,4,4,4,9,11,2,6,6,12,5,1,4,2,4,0,7,12,8,0,1,3,11,7,8,5,6,5,3,7,6,5,4,4,0,1,3,8,3,3,1,5,6,1,0,4,2,6,2,3,2,3,2,1,1,1,2,1,0,0,1,0,0,0,0,0,2,0,3,2,1,2,4,3,0,1,3,2,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
