,Semiconductor Device Manufacturing: Process,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",Static Information Storage and Retrieval,Facsimile and Static Presentation Processing,Electricity: Measuring and Testing,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",Abrading,Error Detection/Correction and Fault Detection/Recovery,Memory (Electrical Computers and Digital Processing Systems),"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",Electricity: Electrical Systems and Devices,Electrophotography,Metal Working,Communications: Electrical,Electronic Digital Logic Circuitry,Radiant Energy,Coating Processes,Input/Output (Electrical Computers and Digital Data Processing Systems),Support (Electrical Computers and Digital Processing Systems),Incremental Printing of Symbolic Information,"Food or Edible Material: Processes, Compositions, and Products",Etching a Substrate: Processes,Computer Graphics Processing and Selective Visual Display Systems,Adhesive Bonding and Miscellaneous Chemical Manufacture,Measuring and Testing,Dynamic Magnetic Information Storage or Retrieval,Coating Apparatus,Electric Lamp and Discharge Devices,Land Vehicles,Cleaning and Liquid Contact with Solids,Metal Fusion Bonding,Liquid Purification or Separation,Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems),Electric Lamp or Space Discharge Component or Device Manufacturing,"Static Structures (e.g., Buildings)","DP: Measuring, Calibrating, or Testing (Data Processing)",Chemistry: Electrical and Wave Energy,Material or Article Handling,Television,Stock Material or Miscellaneous Articles,Electrical Connectors,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,Image Analysis,Chemistry of Inorganic Compounds,DP: Generic Control Systems or Specific Applications (Data Processing),Cutting,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",Optics: Measuring and Testing,Chemistry: Molecular Biology and Microbiology,Electric Heating,Electricity: Conductors and Insulators,Firearms,Coded Data Generation or Conversion,Electric Lamp and Discharge Devices: Systems,Telecommunications,"Supports (e.g., for holding articles, etc.)",Optical: Systems and Elements,"Fluid Sprinkling, Spraying, and Diffusing",Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,Geometrical Instruments,Compositions,Apparel,"Fishing, Trapping, and Vermin Destroying","DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",Multiplex Communications,Pulse or Digital Communications,DP: Database and File Management or Data Structures (Data Processing),Package and Article Carriers,"Chemistry: Electrical Current Producing Apparatus, Product, and Process",Plastic and Nonmetallic Article Shaping or Treating: Processes,Sheet Feeding or Delivering,"Electrolysis: Processes, Compositions Used Therein, and Methods of Preparing the Compositions",Fluid Handling,Plastic Article or Earthenware Shaping or Treating: Apparatus,Special Receptacle or Package,Dynamic Information Storage or Retrieval,Typewriting Machines,Hydraulic and Earth Engineering,Information Security,Animal Husbandry,Surgery (includes Class 600),"Classifying, Separating, and Assorting Solids",Land Vehicles: Bodies and Tops,Organic Compounds (includes Classes 532-570),"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",Electricity: Power Supply or Regulation Systems,Stoves and Furnaces,"Winding, Tensioning, or Guiding","DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",Games Using Tangible Projectile,Illumination,"Induced Nuclear Reactions: Processes, Systems, and Elements",Dispensing (apparatus and process),Photocopying,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",Synthetic Resins or Natural Rubbers (includes Classes 520-528),Conveyors: Power-Driven,Metal Treatment,"Brushing, Scrubbing, and General Cleaning",Supports: Racks,Refrigeration,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",Internal-Combustion Engines,Oscillators,Optical Waveguides,Printing,Thermal Measuring and Testing,Motor Vehicles,Music,Receptacles,"Boots, Shoes, and Leggings",Mechanical Guns and Projectors,Amusement Devices: Games,Surgery (Medicators and Receptors),"DP: Software Development, Installation, and Management (Data Processing)",Foods and Beverages: Apparatus,Stone Working,Woodworking,Solid Material Comminution or Disintegration,Handling: Hand and Hoist-Line Implements,"Road Structure, Process, or Apparatus","DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",Ordnance,Ships,"Fluent Material Handling, with Receiver or Receiver Coacting Means",Electricity: Circuit Makers and Breakers,Work Holders,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",Power Plants,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",Earth Working,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",Hazardous or Toxic Waste Destruction or Containment,Package Making,Aeronautics and Astronautics,Chairs and Seats,Wave Transmission Lines and Networks,Amusement Devices: Toys,Chemistry: Analytical and Immunological Testing,Cutlery,Harvesters,Electrical Transmission or Interconnection Systems,Electricity: Battery or Capacitor Charging or Discharging,Communications: Radio Wave Antennas,Exercise Devices,Surgery (instruments),Arithmetic Processing and Calculating (Electrical Computers),Plant Husbandry,Metal Deforming,Furnaces,Planting,"Buckles, Buttons, Clasps, Etc.",Presses,Article Dispensing,Electric Power Conversion Systems,"Surgery: Splint, Brace, or Bandage",Drying and Gas or Vapor Contact with Solids,Unearthing Plants or Buried Objects,Electricity: Motive Power Systems,Telephonic Communications,"Catalyst, Solid Sorbent, or Support Therefor: Product or Process of Making","Baths, Closets, Sinks, and Spittoons",Electrical Generator or Motor Structure,Electric Resistance Heating Devices,Amusement Devices: Games,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",Beds,Machine Element or Mechanism,Gas Separation: Processes,"Flexible or Portable Closure, Partition, or Panel",Implements or Apparatus for Applying Pushing or Pulling Force,Education and Demonstration,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)","Card, Picture, or Sign Exhibiting",Toilet,Heat Exchange,Boring or Penetrating the Earth,Brakes,Pipe Joints or Couplings,Amplifiers,"Agitating (e.g., of articles and materials)",DP: Artificial Intelligence (Data Processing),Tools,Ammunition and Explosives,Railway Rolling Stock,"Envelopes, Wrappers, and Paperboard Boxes","Electrical Pulse Counters, Pulse Dividers, or Shift Registers: Circuits and Systems","DP: Vehicles, Navigation, and Relative Location (Data Processing)",Gas Separation,Chemistry: Fertilizers,Dentistry,Excavating,Supports: Cabinet Structure,"Communications: Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",Electrical Audio Signal Processing Systems and Devices,Glass Manufacturing,Compositions: Coating or Plastic,Acoustics,"Fire Escape, Ladder, or Scaffold",Valves and Valve Actuation,Closure Fasteners,"Communications, Electrical: Acoustic Wave Systems and Devices","Fluid Reaction Surfaces (i.e., Impellers)",Heating,Harness for Working Animal,Ammunition and Explosive-Charge Making,Metal Founding,Freight Accommodation On Freight Carrier,Rotary Kinetic Fluid Motors or Pumps,"Buoys, Rafts, and Aquatic Devices",Plant Protecting and Regulating Compositions,Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems),Compound Hand Tools,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",Movable or Removable Closures,Horizontally Supported Planar Surfaces,Signals and Indicators,"Tent, Canopy, Umbrella, or Cane",Batteries: Thermoelectric and Photoelectric,Clutches and Power-Stop Control,Metallurgical Apparatus,Joints and Connections,Cutting by Use of Rotating Axially Moving Tool,Marine Propulsion,Butchering,Ventilation,Liquid Heaters and Vaporizers,Pipes and Tubular Conduits,Textiles: Weaving,Gas and Liquid Contact Apparatus,Prime-Mover Dynamo Plants,"Optics: Eye Examining, Vision Testing and Correcting",Photography,Optical Communications,Coating Implements with Material Supply,Crop Threshing or Separating,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems),"Metal Tools and Implements, Making",Sewing,Traversing Hoists,Sheet-Material Associating,Pumps,"Surgery: Light, Thermal, and Electrical Application",Locks,Explosive and Thermic Compositions or Charges,Mineral Oils: Processes and Products,Static Molds,Cryptography,Combustion,Compositions: Ceramic,Surgery: Kinesitherapy,Dynamic Optical Information Storage or Retrieval,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]","Abrasive Tool Making Process, Material, or Composition",Gas Separation: Apparatus,Railways,Wireworking,Resilient Tires and Wheels,Lubrication,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",Land Vehicles: Dumping,Mining or In Situ Disintegration of Hard Material,Land Vehicles: Wheels and Axles,"Liquid Crystal Cells, Elements and Systems",Horology: Time Measuring Systems or Devices,Industrial Electric Heating Furnaces,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",Bookbinding: Process and Apparatus,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,"Sugar, Starch, and Carbohydrates",Farriery,Tool Driving or Impacting,"Conveyors, Chutes, Skids, Guides, and Ways",Chucks or Sockets,Optics: Image Projectors,Fuel and Related Compositions,Fire Extinguishers,Weighing Scales,Railways: Surface Track,Fences,Spring Devices,Printed Matter,Knots and Knot Tying,Railway Wheels and Axles,"Electricity: Magnetically Operated Switches, Magnets, and Electromagnets",X-Ray or Gamma Ray Systems or Devices,Rotary Expansible Chamber Devices,"Bee Culture (propagating, raising, caring for bees)",Expansible Chamber Devices,Bottles and Jars,Fluid-Pressure and Analogous Brake Systems,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",Foundation Garments,Endless Belt Power Transmission Systems or Components,Roll or Roller,Undertaking,"Turning (e.g., for metal working)",Concentrating Evaporators,"Distillation: Processes, Separatory",Apparel Apparatus,Elongated-Member-Driving Apparatus,Heating Systems,Seal for a Joint or Juncture,Demodulators,Inductor Devices,Electrical Resistors,Recorders,Bearings,Motion Video Signal Processing for Recording or Reproducing,Conveyors: Fluid Current,Powder Metallurgy Processes,Amusement Devices,Planetary Gear Transmission Systems or Components,Imperforate Bowl: Centrifugal Separators,"Superconductor Technology: Apparatus, Material, Process",Interactive Video Distribution Systems,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,Textiles: Manufacturing,Gas: Heating and Illuminating,"Textiles: Spinning, Twisting, and Twining","Safes, Bank Protection, or a Related Device","Purses, Wallets, and Protective Covers",Paper Making and Fiber Liberation,Trunks and Hand-Carried Luggage,Check-Actuated Control Mechanisms,"Distillation: Processes, Thermolytic",Distillation: Apparatus,Automatic Temperature and Humidity Regulation,Wheel Substitutes for Land Vehicles,Electricity: Single Generator Systems,Modulators,Optics: Motion Pictures,Coherent Light Generators,Flexible Bags,Electricity: Motor Control Systems,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts","Threaded, Headed Fastener, or Washer Making: Process and Apparatus","Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",Chemistry: Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,Chemistry: Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,Chemistry of Hydrocarbon Compounds,Bridges,Chemistry: Physical Processes,Textiles: Cloth Finishing,Textiles: Ironing or Smoothing,"Chain, Staple, and Horseshoe Making",Jewelry,Textiles: Fluid Treating Apparatus,Leather Manufactures,Motors: Expansible Chamber Type,Tobacco,Wood Turning,Railway Draft Appliances,Wooden Receptacles,High-Voltage Switches with Arc Preventing or Extinguishing Devices,Severing by Tearing or Breaking,Advancing Material of Indeterminate Length,Whips and Whip Apparatus,Deposit and Collection Receptacles,Railway Switches and Signals,Vehicle Fenders,Alloys or Metallic Compositions,Tool Changing,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",Perfume Compositions
Idaho,817,828,559,121,26,128,13,95,94,79,40,27,21,45,34,45,43,51,50,14,27,50,25,14,12,37,13,6,22,21,2,19,47,3,16,17,7,9,51,29,8,54,20,15,17,7,21,5,29,14,6,34,27,9,21,13,16,9,20,6,13,14,6,27,26,25,13,10,4,6,4,10,4,2,11,2,0,4,27,4,7,2,8,15,12,6,0,3,17,10,16,12,18,10,8,18,3,17,4,8,6,4,2,10,13,1,13,4,0,8,1,11,9,4,10,5,3,0,4,6,6,15,17,1,0,9,1,0,6,6,1,3,2,1,9,3,2,0,2,6,0,4,5,7,3,10,6,2,0,2,2,2,0,1,2,5,1,1,0,0,2,2,3,2,14,11,4,1,0,6,3,1,5,2,4,6,0,1,0,5,1,5,0,5,0,1,1,5,2,1,1,0,0,2,7,0,1,4,2,1,1,3,6,1,1,1,3,0,1,3,1,1,1,2,3,0,0,2,1,6,3,1,2,0,4,0,1,7,0,1,4,3,2,5,4,2,1,4,0,1,0,0,0,5,0,5,5,0,4,0,2,3,4,3,0,0,1,0,2,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
